N	2gram	Tiupa_Hudo_1	Mirosoze
1	у достоевского	1	42
2	может быть	14	30
3	не только	16	29
4	и в	19	28
5	не может	7	28
6	но и	10	25
7	а не	9	25
8	он не	4	24
9	в этом	11	20
10	не было	1	18
11	у него	1	17
12	не в	7	16
13	потому что	3	16
14	в своей	5	15
15	человека и	1	14
16	и есть	1	14
17	никогда не	2	14
18	в нем	5	13
19	и это	2	12
20	в самом	5	11
21	для него	4	11
22	и не	15	11
23	в своем	2	10
24	было бы	1	10
25	что в	6	10
26	в мире	21	10
27	прежде всего	4	10
28	что он	3	10
29	и потому	2	10
30	достоевского в	1	9
31	но он	3	9
32	и его	12	9
33	не есть	1	9
34	в его	9	9
35	в котором	1	8
36	но не	11	8
37	ивана карамазова	1	7
38	но в	7	7
39	в себе	9	7
40	быть может	1	7
41	в конце	1	7
42	в самой	2	7
43	к нему	3	7
44	того что	4	7
45	и на	2	6
46	в которой	2	6
47	лишь в	4	6
48	в этой	2	6
49	ведет к	1	6
50	только в	5	6
51	он уже	1	6
52	вместе с	1	6
53	человек должен	1	6
54	все это	2	6
55	в том	18	6
56	если он	1	5
57	это не	2	5
58	как и	2	5
59	если нет	1	5
60	у нас	1	5
61	не могут	1	5
62	то что	4	5
63	и я	1	5
64	мира и	2	5
65	отношения к	2	4
66	в христианском	1	4
67	или к	1	4
68	это и	1	4
69	есть не	1	4
70	к преступлению	1	4
71	обращен к	1	4
72	отношение к	5	4
73	за пределы	2	4
74	привести к	1	4
75	что достоевский	1	4
76	не как	2	4
77	и по	2	4
78	должен был	1	4
79	в них	2	4
80	в этих	3	4
81	точки зрения	10	4
82	в их	5	4
83	человека но	1	4
84	границы человеческой	1	4
85	свободу и	1	4
86	мог бы	3	4
87	что и	2	4
88	один из	2	4
89	уже не	4	4
90	а в	12	4
91	тем что	1	4
92	нет в	1	4
93	всю жизнь	1	4
94	с этой	1	4
95	от него	1	4
96	не знает	3	4
97	добро и	1	3
98	не была	1	3
99	не знают	1	3
100	и мира	1	3
101	с его	6	3
102	этого мира	1	3
103	бы и	1	3
104	на этом	1	3
105	заключает в	1	3
106	то есть	18	3
107	его в	2	3
108	его личности	1	3
109	в жизни	2	3
110	духовной жизни	1	3
111	том что	8	3
112	но если	1	3
113	не имеет	1	3
114	только свобода	1	3
115	в момент	2	3
116	к тому	4	3
