N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	65
2	и не	11	22
3	и т.п	2	17
4	в сущности	1	16
5	в том	8	16
6	в этом	7	15
7	но в	2	14
8	в нем	5	13
9	нового времени	12	13
10	мы уже	1	12
11	и на	2	11
12	прежде всего	4	11
13	все эти	2	10
14	не только	5	10
15	и его	1	10
16	так и	2	10
17	но и	3	10
18	и потому	4	10
19	том числе	1	10
20	во всех	3	9
21	в эпоху	9	9
22	в его	1	9
23	все это	5	9
24	средневековья и	2	9
25	за пределы	3	8
26	в своем	1	8
27	в основе	3	8
28	в духе	3	8
29	культуры и	7	8
30	и даже	2	8
31	по своему	4	8
32	формы и	2	7
33	в области	1	7
34	только в	1	7
35	числе и	1	7
36	жизни и	8	7
37	в ней	5	6
38	еще не	3	6
39	и у	1	6
40	том что	2	6
41	никогда не	6	6
42	времени и	2	6
43	в значительной	1	6
44	так как	1	6
45	может быть	7	6
46	века и	2	6
47	не знает	6	6
48	сказать что	3	6
49	связана с	2	5
50	с его	6	5
51	отличие от	1	5
52	как в	3	5
53	с их	2	5
54	на протяжении	2	5
55	в них	4	5
56	как и	7	5
57	земли и	1	5
58	есть в	2	5
59	в своей	3	5
60	потому что	4	5
61	и пр	3	5
62	превращается в	1	5
63	xix века	5	5
64	в той	1	5
65	и все	4	5
66	жизни в	3	5
67	в средние	3	4
68	и до	1	4
69	и к	5	4
70	в самом	1	4
71	в этой	1	4
72	и еще	1	4
73	во время	1	4
74	в отличие	1	4
75	мысли и	2	4
76	не в	6	4
77	до сих	1	4
78	шекспира и	1	4
79	на всех	1	4
80	в жизни	5	4
81	из них	1	4
82	выходит за	1	4
83	средневековья в	1	4
84	сих пор	1	4
85	это уже	1	4
86	мира и	2	4
87	средние века	7	4
88	культуры в	5	4
89	новое время	4	3
90	ренессанса и	1	3
91	жизни как	2	3
92	менее всего	1	3
93	связанный с	1	3
94	уже не	2	3
95	но все	1	3
96	то что	4	3
97	в себе	2	3
98	перестает быть	4	3
99	и с	2	3
100	это не	4	3
101	весь мир	1	3
102	в новое	3	3
103	в ее	3	3
104	он и	1	3
105	мир и	2	3
106	но это	6	3
107	эти формы	3	3
108	самой жизни	2	3
109	по своей	1	3
110	не могут	1	3
111	сама жизнь	2	3
112	в виду	1	3
113	средних веков	1	3
114	с ним	1	3
