N	3gram	Bakhtin_Pr_4	Myslijsy
1	более или менее	3	8
2	сами по себе	2	7
3	во всяком случае	1	7
4	в том что	2	7
5	а между тем	1	4
6	по мере того	1	4
7	до сих пор	8	4
8	сам по себе	3	4
9	мере того как	1	4
10	с одной стороны	1	3
11	и в жизни	1	2
12	и все остальные	1	2
13	есть прежде всего	1	2
14	нам кажется что	3	2
15	не может обойтись	1	2
16	и во всех	1	2
17	после того как	1	2
18	между тем как	1	2
19	одно и то	1	2
20	то что мы	1	2
21	всяком случае оно	1	2
22	с другой стороны	3	2
23	то же время	5	2
24	так и в	1	2
25	не может быть	8	2
26	с самого начала	1	2
27	в этом смысле	2	2
28	в то же	5	2
29	и то же	1	2
30	сама по себе	2	2
31	если бы он	1	1
32	мы чувствуем что	1	1
33	если в самом	1	1
34	сплошь да рядом	1	1
35	представим себе что	1	1
36	прежде всего на	1	1
37	дело в том	2	1
38	может обойтись без	1	1
39	большей или меньшей	2	1
40	том что он	1	1
41	то есть к	1	1
42	но он есть	1	1
43	а в нем	1	1
44	одной стороны и	1	1
45	языка и не	1	1
46	может быть различно	1	1
47	друг от друга	1	1
48	и во многих	1	1
49	оно должно быть	2	1
50	и в других	2	1
51	в сознании и	1	1
52	мы говорим здесь	1	1
53	в отличие от	3	1
54	друг на друга	2	1
55	в собственном смысле	1	1
56	при этом не	1	1
57	и не может	7	1
58	его собственная мысль	1	1
59	и не в	2	1
60	только в себе	1	1
61	влияние на все	1	1
62	пространство и время	1	1
63	как и в	3	1
64	правда мы можем	1	1
65	мы не знаем	1	1
66	бы ни было	1	1
67	и в процессе	1	1
68	между собою и	1	1
69	по сравнению с	1	1
70	в большей или	2	1
71	все же не	1	1
72	в связи с	1	1
73	понимать себя и	1	1
74	о которых мы	1	1
75	в общем не	1	1
76	в этом случае	1	1
77	все же есть	1	1
78	о том что	2	1
79	в одном из	2	1
80	то есть в	4	1
81	на друга и	2	1
82	и потому сами	1	1
83	но все же	1	1
84	если бы не	1	1
85	не я и	1	1
86	этого слова и	1	1
87	определенное место в	1	1
88	в большинстве случаев	8	1
89	не о том	1	1
90	вместе с нею	1	1
91	в душевной жизни	1	1
