N	3gram	Medvedev_F_3	Analitik
1	не может быть	14	16
2	в том что	3	9
3	в то же	7	8
4	в отличие от	2	6
5	то же время	7	6
6	той или иной	1	6
7	по отношению к	3	5
8	с точки зрения	14	4
9	и не может	4	4
10	о том что	1	3
11	а не в	3	3
12	подобно тому как	4	3
13	в том числе	1	3
14	того или иного	1	3
15	в таком случае	1	3
16	бы то ни	4	3
17	из того что	1	3
18	и т п	5	3
19	для того чтобы	4	3
20	то ни было	4	3
21	с одной стороны	1	3
22	не в том	1	3
23	том или ином	1	3
24	и того же	1	2
25	нет и не	2	2
26	в самом деле	4	2
27	то же самое	3	2
28	именно в этом	1	2
29	сами по себе	2	2
30	ни в коем	1	2
31	в этом отношении	3	2
32	в той мере	1	2
33	в коем случае	1	2
34	в данном случае	4	2
35	не сводится к	1	2
36	с другой стороны	5	2
37	в том или	1	2
38	какой бы то	1	2
39	мере в какой	1	2
40	и все же	1	2
41	коем случае не	1	2
42	одного и того	1	2
43	той мере в	1	2
44	тех или иных	1	2
45	чего бы то	1	1
46	при этом от	1	1
47	действительно имеет место	1	1
48	а вовсе не	4	1
49	бы ни был	1	1
50	и той же	1	1
51	то и просто	1	1
52	равно как и	2	1
53	имеем в виду	1	1
54	один и тот	1	1
55	о том как	2	1
56	выходит за пределы	1	1
57	всякое высказывание в	1	1
58	можно утверждать что	1	1
59	оно ни было	1	1
60	до сих пор	1	1
61	в зависимости от	5	1
62	сам по себе	1	1
63	в самом произведении	3	1
64	ином ее аспекте	1	1
65	может иметь место	1	1
66	лишь одним из	2	1
67	между тем как	1	1
68	на самом же	2	1
69	как это происходит	1	1
70	в собственном смысле	1	1
71	и не будет	1	1
72	том числе и	1	1
73	а то и	1	1
74	каков бы ни	1	1
75	в противном случае	1	1
76	по себе в	1	1
77	вне произведения как	1	1
78	с этой точки	1	1
79	то или иное	2	1
80	вместе с тем	3	1
81	в какой это	2	1
82	внешнее и внутреннее	1	1
83	литературное произведение есть	1	1
84	и тогда когда	1	1
85	п таким образом	1	1
86	между ними могут	1	1
87	химическом соединении с	2	1
88	не только в	1	1
89	в художественном произведении	3	1
90	смысле этого слова	2	1
91	т п таким	1	1
92	и не могут	3	1
93	все без исключения	3	1
94	но в таком	1	1
95	неизменным в течение	1	1
96	творчества и восприятия	2	1
97	так и не	1	1
98	отца к сыну	1	1
99	в такой же	1	1
100	одни и те	3	1
101	бы оно ни	1	1
102	смысла но не	1	1
103	событие самого рассказывания	1	1
104	собственном смысле слова	1	1
105	во всяком случае	6	1
106	что же касается	1	1
107	самом же деле	2	1
108	этой точки зрения	1	1
109	в той же	1	1
110	от отца к	1	1
111	не от отца	1	1
112	а вместе с	1	1
113	произведения так и	2	1
114	и вместе с	1	1
115	между которыми располагается	2	1
116	это происходит в	1	1
117	и в самом	1	1
118	в химическом соединении	2	1
119	мы имеем в	1	1
120	и те же	3	1
121	быть понято как	1	1
122	как одну из	1	1
123	иметь место в	1	1
124	в этом смысле	2	1
125	же мере и	1	1
126	в связи с	4	1
127	но отнюдь не	1	1
128	к тому что	2	1
129	одной и той	1	1
130	той же мере	1	1
131	или ином ее	1	1
132	друг с другом	1	1
133	дело не в	2	1
134	в процессе его	2	1
135	с той или	1	1
136	как и в	1	1
137	художественное произведение является	1	1
138	в том же	1	1
139	и тот же	1	1
140	этого слова в	1	1
