N	3gram	Vinokur_St_1	Psycholo
1	в том что	17	17
2	для того чтобы	10	13
3	в самом деле	5	11
4	с точки зрения	8	10
5	заключается в том	3	10
6	и т п	9	8
7	не может быть	5	8
8	на то что	4	6
9	на самом деле	6	5
10	до сих пор	7	5
11	в этом отношении	7	5
12	можно было бы	8	4
13	в том случае	1	4
14	так же как	3	4
15	в данном случае	6	4
16	тем не менее	2	4
17	о том что	11	4
18	и в самом	3	4
19	только в том	3	4
20	том что он	1	3
21	сами по себе	1	3
22	точно так же	1	3
23	в том чтобы	1	3
24	то что она	1	3
25	в конце концов	1	3
26	в то время	2	3
27	что и в	4	3
28	том что в	3	2
29	так как в	2	2
30	того материала который	1	2
31	в том и	1	2
32	и не может	1	2
33	представление о том	1	2
34	что он не	1	2
35	как и в	2	2
36	на этот вопрос	1	2
37	и то что	2	2
38	то время как	1	2
39	и что в	1	2
40	не в том	2	2
41	потому что она	1	2
42	бы то ни	1	2
43	во всяком случае	6	2
44	в этой области	5	2
45	и таким образом	1	2
46	и в том	2	2
47	надо сказать что	1	2
48	ни в каком	1	2
49	таким образом в	1	2
50	то же время	4	2
51	что в этой	2	2
52	того или иного	4	2
53	и никогда не	1	2
54	с другой стороны	6	2
55	в то же	4	2
56	к тому что	1	2
57	и т д	21	2
58	то что называют	1	2
59	то все же	1	1
60	а между тем	1	1
61	этих случаев в	1	1
62	таким путем в	1	1
63	само собой разумеется	1	1
64	то ни стало	1	1
65	и даже не	2	1
66	в этом смысле	1	1
67	в рифме в	1	1
68	а не по	1	1
69	свидетельствует о том	1	1
70	он не только	1	1
71	о том как	1	1
72	в этом случае	2	1
73	что же касается	3	1
74	же как и	1	1
75	во что бы	1	1
76	в одну кучу	1	1
77	в зависимости от	1	1
78	но и в	2	1
79	все эти утверждения	1	1
80	точки зрения их	2	1
81	только то что	1	1
82	и в других	1	1
83	за то что	3	1
84	а с другой	1	1
85	может быть даже	1	1
86	не только все	1	1
87	что в то	1	1
88	что в сознании	1	1
89	по крайней мере	2	1
90	то или иное	3	1
91	и в этих	1	1
92	то что было	1	1
93	что бы то	1	1
94	но и это	1	1
95	потому что он	1	1
96	ясно что при	1	1
97	ясно что и	1	1
98	в узком смысле	1	1
99	все это очень	1	1
100	но вытекает ли	1	1
101	чтобы убедиться в	1	1
102	этом случае есть	1	1
103	бы и сейчас	1	1
104	то что для	1	1
105	с одной стороны	2	1
106	совершенно непонятным почему	1	1
107	который видит в	1	1
108	объясняется тем что	1	1
109	должна была бы	3	1
110	в том как	3	1
111	как будто бы	1	1
112	имеем дело с	2	1
113	что в таком	1	1
114	это объясняется тем	1	1
115	это можно было	1	1
116	ответ на этот	1	1
117	тем что в	2	1
118	домик в коломне	1	1
119	в каком случае	1	1
120	в свое время	2	1
121	которые тем не	1	1
122	который заключается в	1	1
123	собой разумеется что	1	1
124	нечего и говорить	1	1
125	то обстоятельство что	2	1
126	том смысле что	1	1
127	он должен был	2	1
128	ничего общего с	3	1
129	с того что	1	1
130	когда говорит о	1	1
131	нужно сказать что	4	1
132	т п в	3	1
133	целый ряд таких	1	1
134	что оба эти	1	1
135	каком случае не	1	1
136	друг от друга	1	1
137	же можно было	1	1
138	после того как	1	1
139	в капитанской дочке	1	1
140	по этому поводу	2	1
141	я позволю себе	1	1
142	в том смысле	2	1
143	не значит что	3	1
144	и не имеет	1	1
145	те или иные	1	1
146	не имеет ничего	2	1
147	и так в	1	1
148	тот факт что	1	1
