N	2gram	Potebnia_M_4	FransuaR
1	и в	23	56
2	то есть	34	24
3	в его	5	18
4	таким образом	24	17
5	все эти	3	15
6	в этом	23	14
7	в том	23	13
8	так и	6	13
9	в то	4	12
10	и его	2	12
11	то же	14	11
12	в них	3	11
13	в этих	3	11
14	как бы	5	11
15	и до	3	10
16	мы уже	3	10
17	еще не	3	10
18	же время	3	10
19	в самом	3	9
20	и не	18	9
21	только в	15	9
22	но и	11	9
23	в сущности	2	8
24	во всех	1	8
25	не только	10	8
26	в нем	7	8
27	и с	4	8
28	и их	3	8
29	и даже	2	8
30	до сих	4	8
31	и др	2	8
32	по своему	2	8
33	сих пор	4	8
34	все это	5	8
35	том что	12	8
36	и на	3	7
37	в большинстве	2	7
38	как мы	2	7
39	у него	1	7
40	в частности	1	7
41	той же	3	6
42	в ее	2	6
43	в этой	1	6
44	но в	8	6
45	на его	3	6
46	точки зрения	4	6
47	языка и	3	6
48	вовсе не	7	6
49	мы видим	2	6
50	связи с	3	6
51	большинстве случаев	2	6
52	прежде всего	1	6
53	границы между	1	6
54	в той	4	6
55	и все	4	6
56	потому что	33	6
57	одним из	1	5
58	у гоголя	1	5
59	но не	1	5
60	в пределах	1	5
61	он не	2	5
62	так сказать	5	5
63	роль в	1	5
64	мы видели	1	5
65	во время	2	5
66	в отношении	1	5
67	своего рода	1	5
68	в процессе	3	5
69	никогда не	3	5
70	в области	2	5
71	один из	2	5
72	не было	12	5
73	как и	14	5
74	что в	17	5
75	есть и	2	5
76	ту же	3	4
77	например в	3	4
78	и потому	10	4
79	в ней	2	4
80	не был	1	4
81	за пределы	1	4
82	и к	6	4
83	в которой	6	4
84	что это	7	4
85	в себе	14	4
86	при этом	15	4
87	их в	3	4
88	что все	4	4
89	и более	4	4
90	даже в	2	4
91	того чтобы	4	4
92	во всем	1	4
93	образы и	3	4
94	времени и	1	4
95	к языку	1	4
96	и других	3	4
97	о том	8	4
98	в ту	2	4
99	с одной	1	4
100	в качестве	1	4
101	конечно не	2	4
102	так как	14	4
103	в своих	2	4
104	в их	1	3
105	меньшей степени	1	3
106	на них	1	3
107	в своем	8	3
108	перед нами	1	3
109	кроме того	3	3
110	его к	2	3
111	главным образом	1	3
112	слова и	5	3
113	не мог	1	3
114	не в	11	3
115	но он	1	3
116	языков и	1	3
117	в таких	2	3
118	казалось бы	1	3
119	можно видеть	2	3
120	в форме	1	3
121	настоящего времени	2	3
122	рядом с	1	3
123	здесь мы	2	3
124	и о	4	3
125	в другом	1	3
126	в образе	2	3
127	и здесь	2	3
128	настоящее время	1	3
129	же книге	1	3
130	все его	1	3
131	а также	1	3
132	как форма	1	3
133	времени в	1	3
134	подлежит сомнению	1	3
135	между тем	9	3
136	видели что	1	3
137	одной из	1	3
138	так что	5	3
139	эти образы	2	3
140	уже не	3	3
141	что и	7	3
142	может быть	26	3
143	здесь в	1	3
144	к которому	1	3
145	сказать что	8	3
146	там где	3	3
147	связь с	1	3
148	не были	2	3
149	к его	2	3
150	до настоящего	1	3
151	образом и	1	3
152	на эту	1	3
153	в первой	1	3
154	в систему	1	3
155	в связи	1	3
156	не подлежит	1	3
157	в настоящее	1	3
158	бы в	2	3
159	то что	29	3
160	том числе	1	3
161	и то	5	2
162	самом деле	3	2
163	на самом	3	2
164	что эти	3	2
165	др в	1	2
166	для своего	1	2
167	мы не	8	2
168	с другой	2	2
169	значение и	2	2
170	хотя и	5	2
171	и как	2	2
172	в действительности	3	2
173	и хотя	3	2
174	бы и	5	2
175	в нашем	2	2
176	еще один	1	2
177	и те	1	2
178	что она	2	2
179	и еще	1	2
180	в виде	2	2
181	не как	2	2
182	для понимания	2	2
183	и такие	1	2
184	в мире	2	2
185	его в	4	2
186	из нее	2	2
187	превращаются в	1	2
188	с тем	7	2
189	в слове	22	2
190	между собою	4	2
191	в развитии	1	2
192	для него	5	2
193	и при	2	2
194	в своей	1	2
195	в котором	4	2
196	с точки	3	2
197	в которых	3	2
198	друг другу	1	2
199	если бы	13	2
200	на котором	4	2
201	дело в	1	2
202	дело не	2	2
203	не имели	2	2
204	того как	6	2
205	с одним	1	2
206	особое значение	1	2
207	что на	2	2
208	в каком	4	2
209	не потому	1	2
210	начиная с	1	2
211	языке и	4	2
212	числе и	1	2
213	той или	1	2
214	данном случае	2	2
215	только не	3	2
216	то время	1	2
217	и совершенно	1	2
218	и сам	1	2
219	язык был	1	2
220	с ним	5	2
221	образом в	5	2
222	можно сказать	4	2
223	и во	1	2
224	к нему	5	2
225	на одном	1	2
226	было бы	8	2
227	второй план	1	2
228	но с	1	2
229	что он	4	2
230	это не	7	2
231	вопрос об	1	2
232	образов в	1	2
233	судить о	2	2
234	уже в	5	2
235	только на	4	2
236	в известном	1	2
237	из них	1	2
238	в одном	4	2
239	к ним	2	2
240	в других	2	2
241	для того	6	2
242	человека и	3	2
243	видим что	1	2
244	далеко не	1	2
245	одной стороны	1	2
246	языка в	2	2
247	его как	1	2
248	знания и	1	2
249	не может	11	2
250	с какою	1	2
251	вместе с	6	2
252	так же	4	2
253	между явлениями	1	2
254	из которых	2	2
255	он говорит	1	2
256	в данном	4	2
257	а не	12	2
258	времени с	1	2
259	в речи	3	2
260	такие явления	1	2
261	весь этот	1	2
262	благодаря этому	1	2
263	но это	3	2
264	никогда еще	2	2
265	все же	1	2
266	и для	2	2
267	мы найдем	1	2
268	мира и	1	2
269	в эту	1	2
270	на языке	1	2
271	а в	5	2
272	между ними	4	2
273	это в	1	2
274	другой стороны	1	2
275	от всех	1	2
276	и эта	1	2
277	всем и	1	1
278	то на	1	1
279	речь идет	1	1
280	предполагает что	1	1
281	начинается с	1	1
282	того же	1	1
283	языку и	2	1
284	о различии	1	1
285	этого последнего	2	1
286	идет о	1	1
287	в приведенном	1	1
288	тем же	1	1
289	явления и	2	1
290	этого в	1	1
291	а как	2	1
292	есть образ	1	1
293	всего того	1	1
294	и значение	3	1
295	по мнению	1	1
296	или наоборот	1	1
297	словом не	1	1
298	уже после	1	1
299	и себя	2	1
300	на той	2	1
301	что между	3	1
302	большую роль	1	1
303	вопрос о	2	1
304	сделал его	1	1
305	и новые	1	1
306	когда люди	1	1
