N	2gram	Bakhtin_Pr_3	DiskursI
1	в себе	5	19
2	при этом	3	17
3	в этом	8	16
4	как и	11	16
5	состоит в	1	16
6	и в	53	16
7	в качестве	1	16
8	может быть	12	16
9	и не	15	15
10	а не	11	14
11	отличие от	1	12
12	то есть	48	12
13	в отличие	1	12
14	и т.п	31	12
15	но в	5	11
16	в мире	5	11
17	но и	7	11
18	не только	4	10
19	том что	5	10
20	своего рода	3	10
21	так и	6	9
22	не может	2	9
23	как в	7	8
24	в том	14	8
25	а также	4	8
26	но не	5	7
27	в нем	10	7
28	не менее	3	7
29	при всей	2	7
30	прежде всего	15	7
31	то же	6	6
32	еще не	5	6
33	с его	2	6
34	в своей	3	6
35	тем самым	1	6
36	по своей	9	6
37	в своих	2	6
38	и на	18	5
39	в своем	1	5
40	в то	5	5
41	нового времени	8	5
42	с другой	2	5
43	же время	5	5
44	что в	2	5
45	то что	9	5
46	данного жанра	5	5
47	героя в	1	5
48	я и	1	4
49	в рассказе	2	4
50	и то	1	4
51	по отношению	2	4
52	в этой	1	4
53	человека в	3	4
54	в основе	5	4
55	потому что	5	4
56	этом отношении	1	4
57	о том	2	4
58	как бы	14	4
59	рассказа как	1	4
60	мира и	2	4
61	точки зрения	4	4
62	в период	1	4
63	к его	1	4
64	к этому	4	4
65	отношению к	1	4
66	можно назвать	2	4
67	также и	4	3
68	например в	5	3
69	в строгом	1	3
70	и ее	6	3
71	жанровой традиции	7	3
72	не знают	2	3
73	проявляется в	4	3
74	столь же	1	3
75	перед нами	5	3
76	и наконец	2	3
77	этих жанров	2	3
78	все эти	9	3
79	всей своей	2	3
80	из этих	1	3
81	он не	3	3
82	из виду	1	3
83	подход к	1	3
84	и может	1	3
85	его в	2	3
86	это не	6	3
87	соответствии с	2	3
88	ведет к	1	3
89	в этих	5	3
90	в котором	1	3
91	не в	2	3
92	мире и	2	3
93	могут быть	4	3
94	той или	1	3
95	рассказ с	1	3
96	мире в	1	3
97	в его	8	3
98	восходит к	1	3
99	но она	1	3
100	только в	4	3
101	и его	10	3
102	уже не	1	3
103	из них	4	3
104	в них	2	3
105	в исторической	1	3
106	или иной	1	3
107	здесь в	10	3
108	не было	4	3
109	не знает	4	3
110	в творчестве	8	3
111	как будто	2	3
112	можно сказать	8	3
113	но это	3	3
114	и все	10	3
115	жизни в	3	3
116	жизни и	9	3
117	как на	1	3
118	того же	2	2
119	и это	3	2
120	той же	5	2
121	хвалы и	1	2
122	место в	2	2
123	говорить о	2	2
124	жизни как	4	2
125	в ней	7	2
126	к своему	1	2
127	мы имеем	1	2
128	время в	1	2
129	отношение к	6	2
130	тут же	1	2
131	дистанция между	1	2
132	как уже	1	2
133	в целом	1	2
134	рассказ о	1	2
135	рассказа в	1	2
136	в записках	1	2
137	не к	1	2
138	этого жанра	14	2
139	личности в	1	2
140	и с	6	2
141	этой традиции	1	2
142	обоих случаях	1	2
143	на почве	1	2
144	рассказчика и	1	2
145	который по	1	2
146	но уже	1	2
147	рассказ в	1	2
148	все это	8	2
149	действие и	1	2
150	как все	1	2
151	с точки	2	2
152	их в	2	2
153	в обоих	1	2
154	непосредственно и	1	2
155	никогда не	2	2
156	при котором	1	2
157	что на	1	2
158	в области	3	2
159	жанров в	1	2
160	указать на	1	2
161	с их	2	2
162	пожалуй и	1	2
163	жития святых	1	2
164	в жанровом	4	2
165	с ее	1	2
166	но при	1	2
167	здесь не	4	2
168	это еще	2	2
169	в себя	6	2
170	времени и	2	2
171	живет в	2	2
172	в результате	1	2
173	жанров и	2	2
174	но здесь	2	2
175	восходящей к	1	2
176	неотделим от	1	2
