N	2gram	Potebnia_M_3	Problemy
1	и в	30	46
2	то есть	34	40
3	и не	15	27
4	может быть	28	23
5	не может	6	19
6	как бы	3	19
7	в нем	9	17
8	в этом	10	16
9	не только	21	14
10	и т.п	1	14
11	слова в	7	13
12	перед нами	2	12
13	как мы	7	12
14	но и	19	12
15	как и	10	12
16	и на	3	11
17	точки зрения	2	11
18	в одном	2	11
19	а не	15	11
20	не в	15	10
21	между ними	1	10
22	в самом	8	9
23	с точки	1	9
24	слово не	5	9
25	и все	3	9
26	в его	4	9
27	в том	32	9
28	вовсе не	7	9
29	прежде всего	3	9
30	до сих	3	8
31	конечно не	1	8
32	сих пор	3	8
33	или в	3	8
34	в сущности	1	7
35	еще не	5	7
36	в себе	16	7
37	и с	2	7
38	слово и	3	7
39	слова с	3	7
40	по себе	16	7
41	слова и	5	7
42	то же	23	6
43	и он	1	6
44	хотя и	1	6
45	но в	1	6
46	слово в	4	6
47	к одному	5	6
48	в каждом	3	6
49	ни в	2	6
50	что я	5	6
51	но это	6	6
52	и его	4	6
53	на предмет	2	6
54	что он	6	6
55	только в	21	6
56	есть в	3	6
57	друг друга	3	6
58	и между	4	6
59	все это	4	6
60	в котором	4	5
61	с его	1	5
62	во всех	1	5
63	по отношению	5	5
64	за пределы	2	5
65	нам кажется	2	5
66	так сказать	2	5
67	при этом	3	5
68	особенно в	1	5
69	это не	1	5
70	в жизни	1	5
71	в то	10	5
72	себе самом	1	5
73	это слово	4	5
74	с самим	1	5
75	о том	2	5
76	же время	5	5
77	к нему	3	5
78	слово с	2	5
79	если мы	1	5
80	так как	13	5
81	у него	2	5
82	с другом	1	5
83	друг с	1	5
84	отношению к	5	5
85	жизни и	2	5
86	например в	6	4
87	самом деле	2	4
88	в их	2	4
89	мы не	9	4
90	но не	7	4
91	как в	10	4
92	все же	2	4
93	все эти	1	4
94	он не	4	4
95	людей и	2	4
96	таким образом	14	4
97	и наконец	2	4
98	видеть и	1	4
99	том что	18	4
100	в этих	1	4
101	том же	2	4
102	любовь к	1	4
103	слово как	5	4
104	раз и	1	4
105	в процессе	1	4
106	во всем	1	4
107	потому что	46	4
108	слова но	2	4
109	здесь не	1	4
110	так и	11	4
111	в словах	3	4
112	по мере	4	4
113	в виду	1	4
114	и здесь	1	4
115	можно сказать	3	4
116	слово может	5	4
117	же и	3	4
118	уже не	6	4
119	уже в	5	4
120	к ним	1	4
121	мы можем	3	4
122	точек зрения	1	4
123	еще и	1	4
124	превращается в	1	4
125	да и	1	4
126	должно быть	5	4
127	то что	18	4
128	не знает	3	4
129	что в	17	4
130	но эти	1	4
131	одним из	1	3
132	человека и	5	3
133	сам по	5	3
134	и это	4	3
135	в приведенном	2	3
136	тем же	4	3
137	и до	2	3
138	мы уже	2	3
139	той же	2	3
140	и о	2	3
141	то это	6	3
142	такого что	1	3
143	отношение к	2	3
144	себе и	1	3
145	отличие от	1	3
146	в своем	5	3
147	более или	3	3
148	из этих	9	3
149	в этой	2	3
150	как он	1	3
151	на то	2	3
152	но именно	1	3
153	не к	4	3
154	их в	2	3
155	друг в	1	3
156	в мире	1	3
157	было бы	9	3
158	кажется что	1	3
159	далеко не	4	3
160	в слове	32	3
161	или менее	3	3
162	но если	1	3
163	и при	4	3
164	в своей	2	3
165	не как	2	3
166	образом и	3	3
167	но он	1	3
168	она не	2	3
169	но здесь	1	3
170	на него	3	3
171	у меня	2	3
172	не могут	5	3
173	даны в	1	3
174	если бы	12	3
175	и т.д	1	3
176	никак не	3	3
177	и что	10	3
178	отличается от	1	3
179	словом и	5	3
180	между этими	1	3
181	себя в	1	3
182	только на	3	3
183	в единстве	1	3
184	а то	1	3
185	что и	13	3
186	тем что	7	3
187	одном слове	1	3
188	и даже	2	3
189	с другой	7	3
190	себя и	4	3
191	него в	1	3
192	так же	3	3
193	к своему	2	3
194	жизнь и	1	3
195	что же	2	3
196	в речи	2	3
197	бы в	2	3
198	другой стороны	4	3
199	того же	1	3
200	но этот	2	3
201	а между	2	2
202	отношения к	1	2
203	словом как	1	2
204	и должны	1	2
205	самый предмет	2	2
206	делая его	1	2
207	к отдельному	1	2
208	а как	2	2
209	вопрос о	1	2
210	из своих	1	2
211	он как	2	2
212	себе что	2	2
213	мы здесь	1	2
214	и говорить	1	2
215	он сам	1	2
216	не входит	1	2
217	если в	1	2
218	к слову	2	2
219	ведь мы	1	2
220	нет и	1	2
221	сама по	2	2
222	в одной	1	2
223	с этим	6	2
224	стороны и	1	2
225	в художественном	1	2
226	и слова	2	2
227	когда он	1	2
228	целый ряд	2	2
229	и как	5	2
230	не было	4	2
231	его к	2	2
232	увидим что	1	2
233	от этого	2	2
234	мы чувствуем	1	2
235	бы не	4	2
236	так в	2	2
237	отношение между	1	2
238	но на	1	2
239	бы ни	3	2
240	в первых	1	2
241	время и	2	2
242	должна быть	1	2
243	на том	1	2
244	в корне	1	2
245	свое время	1	2
246	и по	4	2
247	но все	2	2
248	об этом	2	2
249	на все	2	2
250	лишь в	1	2
251	от одного	1	2
252	может стать	2	2
253	и тем	5	2
254	все равно	4	2
255	строгом смысле	1	2
256	что такое	2	2
257	себе а	4	2
258	в которых	2	2
259	мысли и	2	2
260	могло бы	1	2
261	и другого	1	2
262	не менее	5	2
263	которые в	1	2
264	уже сказали	1	2
265	зрения и	2	2
266	словом то	1	2
267	того как	4	2
268	но она	1	2
269	не могло	1	2
270	следовательно и	1	2
271	того и	1	2
272	ничего не	1	2
273	жизни не	3	2
274	к ней	5	2
275	своей природе	1	2
276	отношении к	2	2
277	и мысли	1	2
278	то и	6	2
279	языка в	5	2
280	могут быть	3	2
281	к тому	7	2
282	указывает на	6	2
283	предмет в	1	2
284	него как	1	2
285	без всякого	1	2
286	языка и	2	2
287	представим себе	1	2
288	в произведении	3	2
289	те же	6	2
290	времени и	1	2
291	из одного	1	2
292	остановимся на	1	2
293	с ним	6	2
294	все в	2	2
295	между тем	9	2
296	от них	2	2
297	в языке	7	2
298	и следовательно	3	2
299	образов и	2	2
300	он уже	1	2
301	так что	7	2
302	с нею	2	2
303	в друге	1	2
304	в поэзии	1	2
305	принадлежащих к	1	2
306	слова не	2	2
307	для него	9	2
308	в известной	1	2
309	сами по	1	2
310	а в	12	2
311	и речь	1	2
312	в других	2	2
313	к самому	1	2
314	для этого	1	2
315	предмет и	2	2
316	на этот	1	2
317	его как	1	2
318	слова слово	1	2
319	там где	3	2
320	слова что	1	2
321	что мы	8	2
322	в одно	3	2
323	прямо на	1	2
324	слова от	1	2
325	вместе с	12	2
326	в строгом	1	2
327	со словом	4	2
328	в данном	1	2
329	если оно	1	2
330	слов в	2	2
331	об особенностях	1	2
332	для понимания	4	2
333	этого слова	11	2
334	сознании и	2	2
335	себе еще	1	2
336	сознания и	1	2
337	в результате	1	2
338	о котором	1	2
339	для нас	20	2
340	слов с	1	2
341	в большей	2	2
342	есть уже	11	2
343	не дает	2	2
344	в системе	2	2
345	здесь только	3	2
346	более глубокое	1	2
347	сказать что	5	2
348	нет но	1	2
349	есть и	1	2
350	в свое	2	2
351	самосознания и	1	2
352	как слово	3	2
353	во всяком	1	2
354	все что	4	2
355	я и	3	1
356	выражено в	1	1
357	слова которые	1	1
358	предполагает что	1	1
359	чтобы не	1	1
360	должно стать	1	1
361	и то	8	1
362	сам язык	1	1
363	на самом	1	1
364	он может	1	1
365	этого последнего	2	1
366	к своей	1	1
367	так у	2	1
368	смотрит на	2	1
369	и есть	3	1
370	далее и	2	1
371	по преимуществу	1	1
372	можно в	1	1
373	в нашу	1	1
374	оно было	1	1
375	собственном смысле	2	1
376	этого он	1	1
377	и дополнения	1	1
378	или наоборот	1	1
379	нуждаются в	1	1
380	входит в	2	1
381	от своих	4	1
382	человека однако	1	1
383	слово вызывает	1	1
384	принадлежит к	1	1
385	на себе	1	1
386	не вполне	1	1
387	сложнее и	1	1
388	что говорят	1	1
389	от друга	1	1
390	из того	2	1
391	в некотором	2	1
392	и заставляет	1	1
393	в каждой	4	1
394	с большим	1	1
395	образов а	1	1
396	собою и	1	1
397	в ней	8	1
398	нет то	1	1
399	это возможно	1	1
400	именно эти	2	1
401	слово на	1	1
402	со словами	1	1
403	время в	3	1
404	и человеческой	2	1
405	же самые	1	1
406	одним словом	2	1
407	нам его	1	1
408	но как	2	1
409	в голове	1	1
410	а только	3	1
411	эта особенность	1	1
412	остаются в	2	1
413	который мы	1	1
414	это последнее	2	1
415	в новом	2	1
416	друг от	1	1
417	один и	1	1
418	заключено в	1	1
419	в собственном	2	1
420	приходит на	1	1
421	вследствие чего	1	1
422	из уст	1	1
423	что как	2	1
424	внутренняя жизнь	1	1
425	все остальные	3	1
426	не сливается	1	1
427	от нашего	4	1
428	могли бы	1	1
429	было только	1	1
430	мысль в	3	1
431	себе не	4	1
432	в словаре	1	1
433	слово нельзя	1	1
434	со своей	2	1
435	сливается с	2	1
436	та же	2	1
437	из жизни	1	1
438	что это	4	1
439	в целом	3	1
440	сказать о	1	1
441	бы с	1	1
442	так или	2	1
443	же слово	2	1
444	есть для	5	1
445	общий смысл	1	1
446	тоже не	1	1
447	еще один	1	1
448	и отношения	1	1
449	все слова	1	1
450	словами для	2	1
451	тому же	1	1
452	иначе и	2	1
453	во многих	1	1
454	из его	1	1
455	в наших	1	1
456	слово это	2	1
457	всеми остальными	3	1
458	и если	2	1
459	на его	2	1
460	что она	3	1
461	в ее	2	1
462	к миру	1	1
463	человек не	2	1
464	явления так	1	1
465	эта последняя	2	1
466	он должен	1	1
467	первым и	1	1
468	в силу	3	1
469	и вот	1	1
470	в первом	3	1
471	что у	1	1
472	кажется нам	1	1
473	слова к	1	1
474	будем говорить	1	1
475	может понять	1	1
476	с сознанием	2	1
477	одно и	5	1
478	от нее	2	1
479	здесь мы	1	1
480	что все	3	1
481	тоже как	1	1
482	с мертвым	1	1
483	сознание и	1	1
484	форма есть	1	1
485	об этой	1	1
486	на ту	1	1
487	говорить не	1	1
488	в строго	1	1
489	его в	3	1
490	знает что	1	1
491	что общий	1	1
492	эту последнюю	1	1
493	его личности	1	1
494	понять его	1	1
495	деле в	1	1
496	и мы	2	1
497	большим количеством	1	1
498	в них	5	1
499	на которую	1	1
500	она и	1	1
501	берет на	1	1
502	жизни то	1	1
503	не всегда	2	1
504	несмотря на	2	1
505	и характеры	1	1
506	здесь можно	1	1
507	мы знаем	1	1
508	нет своего	1	1
509	такою же	1	1
510	от языка	1	1
511	в один	4	1
512	и тогда	3	1
513	мы как	1	1
514	можно только	2	1
515	во время	2	1
516	что если	1	1
517	от своего	1	1
518	или точнее	1	1
519	в такой	1	1
520	живет только	1	1
521	одним и	3	1
522	условиях и	1	1
523	место в	3	1
524	не столько	2	1
525	что до	1	1
526	но эта	1	1
527	не будем	1	1
528	другом и	1	1
529	друг другу	1	1
530	над всеми	3	1
531	ускользают от	1	1
532	тем самым	7	1
533	возможно только	3	1
534	однако в	1	1
535	где нет	1	1
536	в устах	1	1
537	даже в	2	1
538	слове на	1	1
539	тому что	3	1
540	между людьми	2	1
541	как может	1	1
542	или что	3	1
543	отражается в	2	1
544	виду что	1	1
545	тогда когда	9	1
546	и притом	2	1
547	как его	1	1
548	достигается в	1	1
549	достигает своего	1	1
550	оттенки в	1	1
551	иметь в	2	1
552	но только	2	1
553	значение этого	1	1
554	человека по	1	1
555	слова так	1	1
556	и без	7	1
557	речи не	1	1
558	эти стороны	1	1
559	находиться в	1	1
560	развивается в	1	1
561	образа но	1	1
562	есть это	1	1
563	связи с	2	1
564	и сама	1	1
565	мы бы	1	1
566	в более	1	1
567	в сознании	15	1
568	входящее в	1	1
569	этими суждениями	1	1
570	что на	1	1
571	в области	2	1
572	может показаться	1	1
573	с первой	1	1
574	есть к	3	1
575	настоящего времени	1	1
576	именно оно	1	1
577	начиная с	1	1
578	когда мы	2	1
579	нисколько не	1	1
580	когда они	1	1
581	отсюда как	1	1
582	указание на	2	1
583	глубокое и	1	1
584	мере того	3	1
585	определенное место	1	1
586	есть или	1	1
587	и другим	1	1
588	другое слово	1	1
589	его с	2	1
590	для его	1	1
591	уже на	2	1
592	особенности и	1	1
593	или поздно	1	1
594	и слияние	1	1
595	что при	3	1
596	формы этого	1	1
597	и самое	2	1
598	предмет о	1	1
599	того чтобы	3	1
600	данном случае	1	1
601	его художественного	1	1
602	с самого	1	1
603	лучше сказать	2	1
604	она только	1	1
605	человеческой мысли	1	1
606	с первым	1	1
607	понимание и	1	1
608	на нее	1	1
609	не с	1	1
610	оно как	1	1
611	во многом	2	1
612	произведения не	2	1
613	говорить с	1	1
614	это только	1	1
615	и внутренняя	1	1
616	с очевидно	1	1
617	этой жизни	1	1
618	совершенно невозможно	1	1
619	и вообще	3	1
620	и слияния	1	1
621	даже из	1	1
622	каждый раз	2	1
623	с тою	1	1
624	законам и	1	1
625	и резкие	1	1
626	то уже	1	1
627	этом последнем	2	1
628	понимают друг	1	1
629	его жизни	2	1
630	или на	2	1
631	после того	1	1
632	все его	1	1
633	в сфере	1	1
634	от него	2	1
635	форма художественного	1	1
636	о влиянии	1	1
637	или иначе	1	1
638	этих слов	2	1
639	эти два	1	1
640	частиц и	1	1
641	на одном	1	1
642	из своего	1	1
643	язык в	1	1
644	отдельного слова	1	1
645	в художественной	1	1
646	о предмете	2	1
647	говоря что	1	1
648	и следует	2	1
649	как объект	1	1
650	на которой	3	1
651	один из	4	1
652	его собственная	1	1
653	в двух	1	1
654	романа и	1	1
655	мы видим	2	1
656	в какой	2	1
657	для себя	3	1
658	не видеть	2	1
659	в стороне	1	1
660	должен был	1	1
661	идеи во	1	1
662	приходит в	1	1
663	говорит только	2	1
664	с одной	7	1
665	понимать себя	2	1
666	человека с	1	1
667	из которого	1	1
668	это значение	1	1
669	имеет еще	1	1
670	но самое	1	1
671	а это	1	1
672	следует за	1	1
673	рано или	1	1
674	его и	1	1
675	слова если	2	1
676	еще все	2	1
677	таким-то образом	1	1
678	никто не	3	1
679	бы совершенно	1	1
680	без слов	4	1
681	наших собственных	1	1
682	себя от	2	1
683	ее не	1	1
684	при всей	1	1
685	на меня	1	1
686	она имеет	1	1
687	гораздо сложнее	1	1
688	смысле то	2	1
689	в очень	1	1
690	жизни в	1	1
691	из двух	3	1
692	от ее	1	1
693	нужно было	1	1
694	одной стороны	3	1
695	со стороны	3	1
696	даже не	1	1
697	отдельному слову	1	1
698	другим можно	1	1
699	нельзя сказать	3	1
700	именно в	3	1
701	по своим	1	1
702	только один	2	1
703	а с	2	1
704	по всей	1	1
705	предмета но	1	1
706	что не	8	1
707	на ней	1	1
708	что для	4	1
709	другому и	1	1
710	человека но	1	1
711	не на	1	1
712	слово из	1	1
713	план и	1	1
714	но есть	1	1
715	и слово	6	1
716	между собою	6	1
717	следовательно к	1	1
718	художественное значение	1	1
719	слово становится	1	1
720	положениях и	1	1
721	и потому	4	1
722	или гораздо	1	1
723	первому и	1	1
724	этим что	1	1
725	притом так	1	1
726	имеющее свою	1	1
727	и там	1	1
728	в наглядный	1	1
729	в форме	2	1
730	форма в	4	1
731	на самое	1	1
732	и грубый	1	1
733	еще раз	2	1
734	с любовью	2	1
735	вне себя	2	1
736	в душевной	1	1
737	есть язык	1	1
738	она эта	1	1
739	слове а	1	1
740	на слово	2	1
741	этот образ	4	1
742	не знаем	3	1
743	мысли не	3	1
