N	3gram	Vygotskiy__3	EvropaiE
1	с точки зрения	1	16
2	с одной стороны	5	8
3	в том что	17	6
4	с этой точки	2	5
5	так же как	6	5
6	этой точки зрения	2	5
7	для того чтобы	7	5
8	бы то ни	1	4
9	не только в	1	4
10	то ни было	1	4
11	и в этом	2	4
12	того или иного	2	4
13	само по себе	2	4
14	той или иной	2	4
15	в этом смысле	2	3
16	же как и	4	3
17	хотя бы и	1	3
18	в этом отношении	3	3
19	можно было бы	5	3
20	ту или иную	1	3
21	в применении к	1	3
22	в известном смысле	2	3
23	друг с другом	5	3
24	во всяком случае	4	3
25	в известной степени	1	3
26	заключает в себе	2	3
27	сказать что в	1	2
28	имеет место в	1	2
29	только в том	2	2
30	то что в	2	2
31	из того что	1	2
32	к тому чтобы	1	2
33	в данном случае	1	2
34	тому или иному	2	2
35	заключается в том	7	2
36	по сравнению с	3	2
37	так и в	2	2
38	с другой стороны	3	2
39	не может быть	2	2
40	но было бы	1	2
41	в свою очередь	2	2
42	так же мало	1	2
43	на то что	3	2
44	друг от друга	1	2
45	приводит нас к	1	2
46	как мы видели	3	2
47	и связанное с	1	1
48	и того же	4	1
49	мы сказали бы	1	1
50	в своем развитии	1	1
51	в последнее время	3	1
52	основании того что	1	1
53	что в основных	1	1
54	что в самом	1	1
55	более или менее	1	1
56	с мы не	1	1
57	неизбежно придет к	1	1
58	во многих случаях	1	1
59	и в качестве	1	1
60	что как бы	1	1
61	то и другое	4	1
62	представление о том	1	1
63	того что мы	1	1
64	в отличие от	6	1
65	к тому или	1	1
66	с тем что	3	1
67	что мы знаем	3	1
68	том числе и	1	1
69	кроме того что	1	1
70	мы увидим что	1	1
71	несмотря на его	1	1
72	в гораздо большей	1	1
73	как на то	1	1
74	в этот период	1	1
75	мы говорили в	1	1
76	то мы увидим	1	1
77	вопрос можно ли	1	1
78	мы остановились на	1	1
79	так как их	1	1
80	во внимание что	1	1
81	или иначе говоря	1	1
82	с мы думаем	1	1
83	не сводится к	1	1
84	на этот раз	1	1
85	лежащих в основе	3	1
86	смысле этого слова	4	1
87	между собой это	1	1
88	склонен думать что	1	1
89	в значительной степени	1	1
90	и в отношении	2	1
91	не могут быть	1	1
92	во всех этих	1	1
93	то время как	4	1
94	в связи с	5	1
95	этот процесс мы	1	1
96	друг к другу	1	1
97	было бы неправильно	2	1
98	мы не станем	4	1
99	мы видели что	3	1
100	если обратиться к	1	1
101	это мы видим	1	1
102	как и всякая	1	1
103	мы не можем	1	1
104	в то время	4	1
105	значение только в	1	1
106	та или иная	3	1
107	связи с этим	1	1
108	в отношении их	1	1
109	это значит что	4	1
110	они относятся к	1	1
111	выходит за пределы	1	1
112	на основании того	1	1
113	одного и того	4	1
114	нас к выводу	1	1
115	что оно не	1	1
116	в том числе	1	1
117	к тому что	1	1
118	всех этих случаях	1	1
119	независимо от того	3	1
120	мы стремились показать	1	1
121	в основных чертах	1	1
122	в области развития	1	1
