N	2gram	Tiupa_Narr_2	Dialekti
1	и не	14	30
2	и т	2	21
3	и в	13	18
4	точки зрения	5	17
5	ничего не	6	17
6	может быть	10	17
7	в нем	5	16
8	ни в	1	15
9	не имеет	2	15
10	так что	1	15
11	потому что	2	14
12	а не	17	14
13	не только	26	13
14	и даже	3	13
15	то что	8	13
16	что в	4	13
17	в этом	13	12
18	было бы	2	12
19	с точки	2	12
20	если бы	4	12
21	и что	2	12
22	не может	8	12
23	что это	4	11
24	в себе	8	11
25	что он	5	11
26	как бы	6	11
27	все это	1	11
28	то же	4	10
29	несмотря на	2	10
30	прежде всего	6	10
31	сказать что	3	10
32	отнюдь не	4	9
33	стало быть	2	9
34	так и	9	9
35	это не	3	9
36	том что	13	9
37	никогда не	6	9
38	в том	14	9
39	ясно что	1	8
40	но это	2	8
41	в каком	1	8
42	к нему	1	8
43	также и	1	7
44	и как	1	7
45	то в	1	7
46	что она	2	7
47	что не	1	7
48	той или	3	7
49	не существует	1	7
50	вовсе не	2	7
51	не просто	1	7
52	но и	15	7
53	его не	1	6
54	хотя бы	2	6
55	в чем	2	6
56	но в	6	6
57	с другой	5	6
58	не в	8	6
59	она не	1	6
60	в то	5	6
61	и образ	1	6
62	с ним	4	6
63	никак не	3	6
64	можно сказать	6	6
65	да и	3	6
66	говорить о	2	5
67	я не	5	5
68	и он	2	5
69	отношение к	1	5
70	в своем	6	5
71	все же	6	5
72	себе не	1	5
73	на то	2	5
74	и с	1	5
75	а потом	2	5
76	в этих	1	5
77	в отношении	1	5
78	ни о	1	5
79	в виду	1	5
80	есть только	1	5
81	можно было	2	5
82	не с	1	5
83	как же	1	5
84	мы должны	1	5
85	он сам	2	5
86	говорит о	2	5
87	или не	1	5
88	а в	9	5
89	это и	1	4
90	как он	2	4
91	об этом	4	4
92	а есть	1	4
93	и более	2	4
94	и притом	1	4
95	же время	3	4
96	не о	1	4
97	к ней	3	4
98	к тому	9	4
99	как мы	1	4
100	не могу	2	4
101	быть может	2	4
102	о том	5	4
103	быть и	1	4
104	но не	3	4
105	в котором	5	4
106	в конце	4	4
107	не говорит	1	4
108	как раз	3	4
109	как это	4	4
110	хотя и	5	4
111	собственно говоря	2	4
112	так же	2	4
113	может и	1	4
114	во всяком	1	4
115	отношения к	1	3
116	самом деле	3	3
117	от самого	1	3
118	должна быть	2	3
119	есть не	1	3
120	но она	1	3
121	в ней	2	3
122	мысли и	1	3
123	на самом	2	3
124	что они	3	3
125	если она	1	3
126	стороны и	1	3
127	более или	1	3
128	в самом	2	3
129	он не	5	3
130	что ни	1	3
131	этом смысле	1	3
132	должно быть	1	3
133	или менее	1	3
134	что я	3	3
135	точку зрения	3	3
136	тому что	3	3
137	вплоть до	1	3
138	в основе	1	3
139	иметь в	1	3
140	а лишь	1	3
141	к мифу	1	3
142	ничто не	1	3
143	в сознании	2	3
144	только с	1	3
145	ли это	1	3
146	и о	1	3
147	сознания и	1	3
148	жизнь и	1	3
149	что и	2	3
150	может иметь	1	3
151	один из	3	3
152	но с	1	3
153	только в	11	3
154	даже если	1	3
155	очень много	1	3
156	только на	2	3
157	но что	1	3
158	или иной	3	3
159	даже не	1	3
160	ничем не	1	3
161	и потому	1	3
162	в данном	10	3
163	что же	1	3
164	в его	6	3
165	не является	4	3
166	и все	4	3
167	бы в	2	3
168	еще более	1	3
169	и смысл	1	3
170	только что	2	3
171	жизни и	4	3
172	гораздо более	1	3
173	говоря о	1	2
174	же как	2	2
175	и состоит	2	2
176	вопрос о	1	2
177	время как	1	2
178	в полной	1	2
179	мы и	1	2
180	и говорить	1	2
181	быть в	1	2
182	из этих	2	2
183	себе и	2	2
184	относится к	1	2
185	что именно	1	2
