N	2gram	Propp_Russ_1	FransuaR
1	и в	36	45
2	то есть	3	25
3	и не	6	15
4	в этом	12	14
5	но в	2	14
6	не только	22	14
7	во всех	4	13
8	и его	1	13
9	в его	2	13
10	как бы	5	12
11	во время	14	12
12	что в	19	12
13	то же	3	11
14	в своем	3	11
15	в то	1	11
16	в нем	2	10
17	и с	2	10
18	как и	10	10
19	в том	17	10
20	но и	16	10
21	в ней	2	8
22	таким образом	6	8
23	как мы	10	8
24	жизни и	1	8
25	и др	4	8
26	так же	3	8
27	также и	1	7
28	он был	2	7
29	с его	1	7
30	мы видели	1	7
31	том что	19	7
32	потому что	10	7
33	что и	7	7
34	и все	1	7
35	все это	6	7
36	в этой	1	6
37	он не	1	6
38	всех этих	2	6
39	весь мир	1	6
40	в них	6	6
41	связи с	4	6
42	так и	7	6
43	что он	1	6
44	так как	15	6
45	например в	2	5
46	самом деле	1	5
47	на самом	2	5
48	и на	10	5
49	хотя и	2	5
50	и как	2	5
51	и к	3	5
52	и у	5	5
53	все эти	2	5
54	на этом	3	5
55	форм и	1	5
56	его в	1	5
57	с ним	2	5
58	этом отношении	1	5
59	мы видим	2	5
60	этого праздника	3	5
61	и их	4	5
62	в связи	4	5
63	не может	4	5
64	но это	4	5
65	есть и	1	5
66	же как	1	4
67	в доме	2	4
68	мы уже	1	4
69	мы не	6	4
70	и о	1	4
71	но не	2	4
72	в общем	1	4
73	эта связь	1	4
74	перед нами	1	4
75	кроме того	1	4
76	и питье	1	4
77	тому же	1	4
78	по своему	1	4
79	об этом	9	4
80	точки зрения	3	4
81	в их	4	4
82	своего рода	3	4
83	в основе	1	4
84	у него	2	4
85	и это	1	4
86	можно было	1	4
87	ничего не	3	4
88	и здесь	2	4
89	о том	8	4
90	и во	1	4
91	связаны с	3	4
92	только в	4	4
93	в первой	1	4
94	с этим	2	4
95	сказать что	1	4
96	а не	2	4
97	его как	2	4
98	как это	8	4
99	а также	3	4
100	а в	9	4
101	как на	1	4
102	по поводу	1	4
103	такой же	2	4
104	в приведенном	1	3
105	но она	2	3
106	того же	1	3
107	и он	1	3
108	из этих	4	3
109	как в	5	3
110	как он	2	3
111	что она	2	3
112	связанные с	3	3
113	на свободу	1	3
114	как они	2	3
115	связанных с	1	3
116	ни в	1	3
117	кн iii	1	3
118	он и	1	3
119	в которых	5	3
120	не менее	3	3
121	но они	3	3
122	дело в	1	3
123	не имеет	6	3
124	что на	4	3
125	от того	1	3
126	всего этого	1	3
127	не могло	1	3
128	то время	1	3
129	часто в	1	3
130	нуждается в	1	3
131	это не	10	3
132	того что	4	3
133	в праздник	3	3
134	до нас	1	3
135	поэтому и	1	3
136	есть в	1	3
137	в одном	3	3
138	не было	2	3
139	еще и	1	3
140	на весь	2	3
141	о чем	3	3
142	там где	2	3
143	вместе с	10	3
144	в течение	5	3
145	по существу	4	3
146	и для	2	3
147	в году	2	3
148	на этот	3	3
149	в заключение	1	3
150	и другие	13	3
151	ту же	1	2
152	можно говорить	2	2
153	чтобы не	1	2
154	в этот	10	2
155	за все	2	2
156	с точки	3	2
157	и до	2	2
158	и за	1	2
159	из своих	1	2
160	говорить о	1	2
161	в целом	2	2
162	это время	2	2
163	в народном	1	2
164	к самым	1	2
165	в различных	2	2
166	в чем	1	2
167	в данном	1	2
168	отличие от	1	2
169	относится к	1	2
170	в истории	1	2
171	независимо от	2	2
172	сочетается с	1	2
173	все же	5	2
174	когда он	2	2
175	и наконец	1	2
176	от этого	1	2
177	не будем	3	2
178	что это	3	2
179	при этом	6	2
180	оно было	1	2
181	он должен	1	2
182	в начале	1	2
183	и связанные	2	2
184	так например	6	2
185	том же	2	2
186	на все	2	2
187	было бы	1	2
188	но их	1	2
189	и смерти	1	2
190	для них	3	2
191	с тем	8	2
192	несмотря на	3	2
193	у народа	1	2
194	священной истории	3	2
