N	3gram	Potebnia_M_4	DiskursI
1	в том что	7	13
2	по отношению к	8	9
3	с одной стороны	1	9
4	тогда как в	1	5
5	о том что	5	5
6	во втором значении	1	4
7	то же время	3	4
8	но при этом	1	3
9	не в том	2	3
10	не может быть	5	3
11	и как бы	2	3
12	в свою очередь	1	3
13	с другой стороны	1	3
14	в то же	3	3
15	что же касается	1	2
16	мы имеем дело	2	2
17	и того же	1	2
18	а не в	1	2
19	подобно тому как	2	2
20	в том числе	1	2
21	то же самое	4	2
22	а в том	2	2
23	и не только	1	2
24	сами по себе	2	2
25	том числе и	1	2
26	обратить внимание на	2	2
27	нет различия между	1	2
28	по крайней мере	5	2
29	прибавить ни убавить	1	2
30	в данном случае	2	2
31	в том чтобы	1	2
32	не было в	2	2
33	ни прибавить ни	1	2
34	сказать и о	1	2
35	но в качестве	1	2
36	то есть в	2	2
37	можно сказать что	4	2
38	только в том	2	2
39	одного и того	1	2
40	в своем распоряжении	2	2
41	в этом случае	5	1
42	нет и не	1	1
43	дело в том	1	1
44	слова в слове	1	1
45	одним и тем	1	1
46	не только о	1	1
47	но и о	1	1
48	на самом деле	3	1
49	внимание на то	3	1
50	о том как	1	1
51	именно в том	1	1
52	смысле можно говорить	1	1
53	с точки зрения	3	1
54	не было и	2	1
55	до сих пор	4	1
56	в разные времена	1	1
57	и не может	1	1
58	том случае если	1	1
59	хотя бы и	2	1
60	сам по себе	4	1
61	мы и сами	1	1
62	имеем дело не	1	1
63	в котором нет	1	1
64	следует обратить внимание	1	1
65	в таком случае	2	1
66	и что это	1	1
67	вместе с тем	3	1
68	только потому что	2	1
69	таким же образом	1	1
70	в чем и	1	1
71	дело не с	1	1
72	и тем же	1	1
73	и в том	2	1
74	вся основана на	1	1
75	из виду что	1	1
76	еще не было	1	1
77	в этом состоит	1	1
78	в том случае	3	1
79	имеем дело с	1	1
80	потому что в	3	1
81	в связи с	1	1
82	а не как	1	1
83	к лицу с	1	1
84	чем и состоит	1	1
85	во всяком случае	3	1
86	состоит именно в	1	1
87	в свое время	1	1
88	в этом отношении	1	1
89	до известной степени	2	1
90	то есть все	1	1
91	он говорит и	1	1
92	там же с	2	1
93	до настоящего времени	1	1
94	том что человек	1	1
95	с самого начала	1	1
96	легко заметить что	1	1
97	и тем более	1	1
98	заключается в том	1	1
99	не может стать	1	1
100	речь идет о	1	1
101	же время и	1	1
102	на то что	4	1
103	в том и	2	1
104	тем не менее	4	1
105	дело не в	1	1
106	лицом к лицу	1	1
107	в большинстве случаев	2	1
108	как и в	1	1
109	но и к	1	1
