N	3gram	Tiupa_Hudo_2	Istorich
1	и т д	2	22
2	не может быть	3	7
3	тем не менее	3	6
4	с другой стороны	1	5
5	до сих пор	2	5
6	с одной стороны	3	4
7	в том что	11	4
8	дело в том	1	3
9	по отношению к	7	3
10	то же самое	2	3
11	точно так же	1	3
12	то время как	1	3
13	что это за	1	3
14	в то время	1	3
15	с того что	1	3
16	о том что	7	3
17	но все же	1	3
18	можно было бы	2	3
19	же обстоит дело	1	2
20	бы то ни	1	2
21	в конечном итоге	1	2
22	так же как	2	2
23	сих пор мы	1	2
24	же самое что	2	2
25	как будто бы	2	2
26	все же не	1	2
27	однако это не	1	2
28	с самого начала	1	2
29	том что она	2	1
30	в тот момент	1	1
31	без другого не	1	1
32	в сад и	1	1
33	сводится к тому	1	1
34	а иногда и	1	1
35	и у всех	1	1
36	мы имеем дело	1	1
37	да и не	1	1
38	это было бы	1	1
39	подобно тому как	4	1
40	в соответствии с	3	1
41	о том как	2	1
42	в этом случае	1	1
43	не мешает ему	1	1
44	же как и	1	1
45	может быть объяснена	1	1
46	при этом он	1	1
47	о том чтобы	1	1
48	и т п	2	1
49	упоминается и в	1	1
50	только тем что	2	1
51	в том случае	1	1
52	в этой связи	2	1
53	в значительной степени	1	1
54	едва ли не	1	1
55	в это время	1	1
56	приводит к тому	1	1
57	именно потому что	1	1
58	которая была бы	1	1
59	не только в	2	1
60	то что она	1	1
61	она не знает	1	1
62	а не как	1	1
63	не только для	1	1
64	ни один человек	1	1
65	это своего рода	1	1
66	на этом пути	1	1
67	в первом случае	1	1
68	того или иного	2	1
69	у окна и	1	1
70	в одном из	1	1
71	мы знаем что	1	1
72	но и для	1	1
73	это отнюдь не	1	1
74	как одно из	1	1
75	того как он	1	1
76	что не мешает	1	1
77	его лица не	1	1
78	тот момент когда	1	1
79	в этой роли	1	1
80	содержит в себе	1	1
81	в последней главе	1	1
82	если бы не	1	1
83	после того как	1	1
84	к тому что	4	1
85	легко может быть	1	1
86	ответ на него	1	1
87	и в этом	2	1
88	для того чтобы	3	1
89	что и в	1	1
90	к тому же	2	1
91	пока еще не	1	1
92	но тем не	2	1
93	т д он	1	1
94	в этом отношении	1	1
