N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	49
2	то есть	26	32
3	прежде всего	8	19
4	в его	13	18
5	и на	14	17
6	не только	16	17
7	и его	14	17
8	в этом	12	15
9	и не	16	15
10	в них	6	13
11	только в	6	13
12	но и	16	13
13	как и	4	11
14	как бы	12	11
15	в этой	1	10
16	вовсе не	7	10
17	в нем	30	9
18	для него	3	9
19	и др	14	9
20	все это	5	9
21	в романе	21	9
22	в сущности	13	8
23	отношение к	7	8
24	то же	14	7
25	все же	7	7
26	все эти	9	7
27	таким образом	9	7
28	на протяжении	2	7
29	как мы	8	7
30	один из	4	7
31	не может	14	7
32	о мире	1	7
33	жизни и	1	7
34	мы уже	2	6
35	именно в	3	6
36	во всех	17	6
37	в истории	3	6
38	так и	11	6
39	и с	4	6
40	рядом с	4	6
41	точки зрения	16	6
42	но он	2	6
43	xviii века	2	6
44	в то	14	6
45	же время	12	6
46	в себя	1	6
47	у рабле	3	6
48	в литературе	1	6
49	здесь в	4	6
50	так как	3	6
51	сказать что	2	6
52	с точки	8	5
53	с его	4	5
54	из этих	3	5
55	но не	2	5
56	в своем	3	5
57	выражение в	3	5
58	при этом	6	5
59	в эту	2	5
60	в своей	7	5
61	никогда не	3	5
62	роль в	2	5
63	тот же	1	5
64	в начале	1	5
65	может быть	14	5
66	протяжении всего	1	5
67	в особенности	8	5
68	пародии на	2	5
69	и потому	4	5
70	в основном	3	5
71	и до	1	4
72	и к	5	4
73	но в	8	4
74	в себе	3	4
75	лишь в	4	4
76	в жизни	1	4
77	в этих	2	4
78	и более	1	4
79	с ним	7	4
80	одна из	2	4
81	характер и	1	4
82	с другой	5	4
83	и во	3	4
84	и чисто	3	4
85	в известной	2	4
86	а в	6	4
87	в форме	1	4
88	до сих	2	4
89	не было	3	4
90	там где	4	4
91	и о	2	4
92	сих пор	2	4
93	том что	2	4
94	в духе	2	4
95	в свое	3	4
96	значение в	1	4
97	как на	1	4
98	также и	3	3
99	связана с	2	3
100	в самом	5	3
101	место в	1	3
102	и со	1	3
103	меньшей степени	4	3
104	не был	1	3
105	точка зрения	8	3
106	менее всего	1	3
107	да и	1	3
108	но именно	4	3
109	всех этих	4	3
110	свое время	1	3
111	в плане	6	3
112	можно было	2	3
113	а затем	1	3
114	на все	2	3
115	и других	3	3
116	было бы	3	3
117	из них	3	3
118	ни в	1	3
119	далеко не	5	3
120	несмотря на	1	3
121	мы видели	1	3
122	это ощущение	1	3
123	рабле а	1	3
124	во всем	1	3
125	в одном	2	3
126	даже в	2	3
127	только с	1	3
128	и это	1	3
129	с ее	4	3
130	в ее	2	3
131	культуры и	1	3
132	так в	2	3
133	связанных с	4	3
134	и вообще	2	3
135	но здесь	3	3
136	в виду	1	3
137	о том	3	3
138	в значительной	1	3
139	к нему	5	3
140	наконец в	2	3
141	же в	1	3
142	большей или	4	3
143	с одной	4	3
144	не дает	1	3
145	этом отношении	1	3
146	или меньшей	4	3
147	что для	1	3
148	связь с	2	3
149	о чем	1	3
150	одной стороны	4	3
151	в течение	1	3
152	например у	1	3
153	с полной	1	3
154	но эти	3	3
155	и все	4	3
156	в большей	3	3
157	в том	3	3
158	другой стороны	4	3
159	как известно	1	2
160	одним из	4	2
161	на самом	2	2
162	тех же	1	2
163	по преимуществу	4	2
164	но даже	1	2
165	на мир	4	2
166	в ней	4	2
167	еще не	4	2
168	он был	1	2
169	за пределы	4	2
170	что они	2	2
171	его романа	1	2
172	как к	2	2
173	целый ряд	1	2
174	из распространеннейших	1	2
175	эти жанры	2	2
176	та же	1	2
177	к необходимости	1	2
178	таковы например	1	2
179	есть для	2	2
180	имеем в	1	2
181	на то	1	2
182	вследствие этого	1	2
183	на его	8	2
184	перестает быть	2	2
185	в понимании	3	2
186	значительной степени	1	2
187	связанные с	3	2
188	зрения на	7	2
189	речь и	3	2
190	в низких	1	2
191	автора и	4	2
192	смысл и	1	2
193	затем и	1	2
194	в отношении	6	2
195	наших дней	1	2
196	и без	1	2
197	в их	4	2
198	жизнь и	1	2
199	на фоне	7	2
200	в условиях	2	2
201	точку зрения	3	2
202	и эти	2	2
203	на языке	1	2
204	в устах	1	2
205	диалога в	1	2
206	его влияния	1	2
207	эти формы	1	2
208	он еще	1	2
209	весь роман	1	2
210	того чтобы	1	2
211	ничего не	4	2
212	связанное с	1	2
213	в самой	1	2
214	связи с	2	2
215	своей книге	1	2
216	могут быть	19	2
217	он видит	1	2
218	здесь не	2	2
219	без всякого	1	2
220	в пределах	14	2
221	с рабле	1	2
222	притом в	1	2
223	особенно в	1	2
224	не были	3	2
225	громадное значение	1	2
226	связанная с	1	2
227	в другом	2	2
228	одного из	2	2
229	свое произведение	2	2
230	можно сказать	2	2
231	во все	1	2
232	нуждается в	1	2
233	и следовательно	7	2
234	одной из	3	2
235	всяком случае	5	2
236	именно на	1	2
237	со всеми	1	2
238	в качестве	3	2
239	есть в	1	2
240	характерно что	2	2
241	у него	3	2
242	эти явления	1	2
243	до наших	1	2
244	и даже	6	2
245	и прежде	1	2
246	смысла и	3	2
247	до конца	12	2
248	формах и	3	2
249	для них	2	2
250	вместе с	1	2
251	так же	2	2
252	в него	3	2
253	книге о	1	2
254	в меру	1	2
255	этого момента	1	2
256	такого рода	2	2
257	на эту	1	2
258	пародию на	2	2
259	вокруг себя	1	2
260	по существу	3	2
261	для понимания	2	2
262	своего времени	1	2
263	мы сказали	4	2
264	эти два	1	2
265	на определенных	1	2
266	но это	1	2
267	в смысле	4	2
268	форм и	3	2
269	пределах одной	2	2
270	и становится	1	2
271	хотя и	2	2
272	лишь как	3	2
273	и могли	1	2
274	и другие	1	2
275	нашло свое	1	2
276	совершенно не	2	2
277	включает в	1	2
