N	2gram	Propp_Isto_7	SlovoVZh
1	не может	14	16
2	может быть	14	14
3	точки зрения	4	14
4	как бы	4	13
5	и его	3	13
6	таким образом	7	12
7	и в	24	12
8	по отношению	1	11
9	отношению к	1	11
10	и не	4	10
11	если бы	1	9
12	так как	8	9
13	прежде всего	2	8
14	сказать что	2	7
15	для нас	6	7
16	в ней	1	6
17	в том	7	6
18	только в	6	6
19	при этом	4	6
20	в нем	6	6
21	должна быть	1	5
22	то же	8	5
23	можно сказать	1	5
24	как в	12	5
25	но в	5	5
26	и др	2	5
27	в жизни	1	5
28	героя и	5	5
29	а не	8	5
30	как и	6	5
31	что мы	3	5
32	том что	10	5
33	никогда не	4	5
34	хотя бы	1	5
35	то что	7	5
36	мы все	1	4
37	зависимости от	1	4
38	как если	1	4
39	к нему	7	4
40	в литературе	2	4
41	в этом	12	4
42	все же	9	4
43	в самом	2	4
44	уже не	2	4
45	не только	21	4
46	ни было	1	4
47	отношение к	5	4
48	от того	1	4
49	так и	5	4
50	с другой	9	4
51	что не	2	4
52	не в	9	4
53	его в	3	4
54	дело в	1	4
55	и к	1	4
56	жизни и	1	4
57	и на	2	4
58	здесь не	2	3
59	самом деле	1	3
60	формы и	1	3
61	в котором	2	3
62	ясно что	1	3
63	еще не	8	3
64	мы не	4	3
65	с героем	2	3
66	о том	9	3
67	и герой	3	3
68	бы то	1	3
69	но и	11	3
70	того что	6	3
71	когда он	3	3
72	и наконец	3	3
73	имеет в	1	3
74	и ее	2	3
75	все эти	2	3
76	только на	2	3
77	конечно не	2	3
78	и по	3	3
79	то ни	1	3
80	и с	1	3
81	до сих	2	3
82	ни в	2	3
83	в некоторых	1	3
84	и пр	1	3
85	в них	3	3
86	и уже	1	3
87	в своей	1	3
88	так же	6	3
89	тем не	4	3
90	этой точки	3	3
91	и более	1	3
92	из этого	1	3
93	по себе	1	3
94	сих пор	3	3
95	не менее	5	3
96	все это	8	3
97	но для	2	3
98	это как	2	3
99	ее и	1	3
100	с ним	5	3
101	или не	1	3
102	от этой	1	2
103	как не	1	2
104	и то	1	2
105	как это	2	2
106	но тем	2	2
107	те же	1	2
108	мы имеем	12	2
109	и здесь	12	2
110	не остается	1	2
111	и та	1	2
112	с его	3	2
113	но мы	1	2
114	и что	10	2
115	между собой	1	2
116	в чем	5	2
117	тем как	1	2
118	но конечно	2	2
119	данном случае	3	2
120	в данном	4	2
121	в его	1	2
122	что и	8	2
123	в форме	2	2
124	независимо от	1	2
125	в своем	1	2
126	кроме того	3	2
127	дело с	1	2
128	в какой	1	2
129	и потому	1	2
130	и так	2	2
131	с одной	5	2
132	уже в	3	2
133	имеем в	5	2
134	он не	6	2
135	не так	2	2
136	в зависимости	1	2
137	к ним	2	2
138	мы можем	4	2
139	но что	1	2
140	из него	1	2
141	но все	4	2
142	в особенности	2	2
143	на все	1	2
144	это не	10	2
145	оно не	1	2
146	одной стороны	5	2
147	другой стороны	8	2
148	его как	1	2
149	там где	5	2
150	автора и	1	2
151	связь с	2	2
152	вместе с	7	2
153	можно найти	2	2
154	но не	6	2
155	и подобные	1	2
156	вместе со	2	2
157	с этой	6	2
158	она не	2	2
159	с точки	1	2
160	тесную связь	1	2
161	в условиях	1	2
162	такой же	1	2
163	в основном	2	2
164	этой стороны	3	2
165	тогда когда	3	2
166	в то	2	2
167	на него	2	2
168	ничего не	5	2
169	и все	6	2
170	но зато	1	2
171	все они	1	2
172	в этих	13	2
173	но это	3	2
174	от всех	2	2
175	же относится	1	2
176	стороны и	2	2
177	но этот	1	2
178	выходят за	1	2
179	как только	2	2
180	же самое	1	2
181	что в	13	2
182	как на	1	2
183	и другие	9	2
184	к этому	2	2
185	если же	1	2
186	стороны к	1	1
187	и это	2	1
188	ту же	1	1
189	например в	3	1
190	же как	4	1
191	как мы	3	1
192	и о	2	1
193	вне этого	1	1
194	мы здесь	2	1
195	задачи в	5	1
196	на основе	1	1
197	ее до	1	1
198	совершенно ясно	4	1
199	нами выше	2	1
200	и историческая	1	1
201	показать что	1	1
202	нам кажется	1	1
203	из трех	1	1
204	не хочет	1	1
205	то время	2	1
206	из его	1	1
207	не имеют	2	1
208	и больше	1	1
209	из двух	1	1
210	можно было	1	1
211	мы уже	4	1
212	а этот	1	1
213	на которую	1	1
214	другая форма	1	1
215	та же	2	1
216	герою а	1	1
217	что уже	1	1
218	для этого	1	1
219	из одного	3	1
220	к другу	1	1
221	не вполне	3	1
222	на себя	2	1
223	конечно уже	1	1
224	сводится к	1	1
225	и он	3	1
226	с большим	1	1
227	но при	2	1
228	из особенностей	1	1
229	там же	2	1
