N	3gram	Propp_Morf_1	Istorich
1	с другой стороны	4	8
2	и т д	39	8
3	с одной стороны	1	7
4	в этом случае	8	6
5	в иное царство	5	5
6	в том что	3	5
7	до сих пор	1	4
8	здесь мы имеем	1	4
9	о том что	1	4
10	мы имеем в	1	4
11	о том как	1	3
12	в данном случае	1	3
13	то время как	3	3
14	но так как	1	3
15	в сказке о	1	3
16	в тех случаях	2	3
17	к заключению что	1	3
18	в то время	3	3
19	но есть и	1	3
20	тех случаях когда	2	3
21	не может быть	9	3
22	случай мы имеем	3	2
23	мы не будем	2	2
24	точно так же	1	2
25	же можно сказать	1	2
26	с этим в	1	2
27	во всяком случае	2	2
28	мы можем наблюдать	1	2
29	по отношению к	4	2
30	но все же	3	2
31	после того как	1	2
32	это еще не	1	2
33	как и в	2	2
34	что и в	1	2
35	даже в тех	1	2
36	идет со мной	1	1
37	кто кого перевесит	1	1
38	входить так как	1	1
39	в подобных случаях	1	1
40	можно предположить что	1	1
41	в обоих случаях	2	1
42	в подземное царство	1	1
43	с ними и	1	1
44	взять с собой	1	1
45	этом нет необходимости	1	1
46	по существу и	1	1
47	т д здесь	1	1
48	этот может быть	1	1
49	то это значит	1	1
50	со мной на	1	1
51	уже не может	1	1
52	и по-видимому не	1	1
53	более или менее	2	1
54	здесь можно усмотреть	1	1
55	но то что	1	1
56	том что он	1	1
57	того или другого	1	1
58	то же можно	1	1
59	сих пор не	1	1
60	случай который может	1	1
61	может фигурировать и	1	1
62	в таком случае	1	1
63	герой получает от	1	1
64	в этих случаях	11	1
65	друг на друга	2	1
66	для этой цели	1	1
67	наряду с этим	3	1
68	т д но	4	1
69	совершенно ясно что	1	1
70	но это не	1	1
71	здесь можно наблюдать	1	1
72	на первый взгляд	3	1
73	на первом месте	1	1
74	имеем в сказке	3	1
75	и тем не	1	1
76	не может считаться	1	1
77	комбинируются друг с	1	1
78	одно и то	1	1
79	который может быть	1	1
80	можно сказать о	1	1
81	в свое царство	1	1
82	не потому что	1	1
83	другой стороны у	1	1
84	мы можем указать	1	1
85	можно заметить что	2	1
86	и то же	1	1
87	а также и	3	1
88	в дальний путь	1	1
89	обстоит дело с	1	1
90	иван-царевич идет со	1	1
91	он представляет собой	1	1
92	летит по воздуху	1	1
93	это не значит	2	1
94	т д все	1	1
95	не представляет собой	1	1
96	как на пример	1	1
97	в последнем случае	2	1
98	но это еще	1	1
99	быть поставлен вопрос	1	1
100	змей может быть	1	1
101	независимо от того	3	1
102	так например в	1	1
103	этот случай с	1	1
104	в приведенных случаях	1	1
105	похожи друг на	1	1
106	таким образом мы	5	1
107	не означает что	1	1
108	может быть разрешен	2	1
109	весы кто кого	1	1
110	нам еще пригодится	1	1
111	то что не	1	1
112	и вот мы	1	1
113	это значит что	1	1
114	подобно тому как	5	1
115	пусть иван-царевич идет	1	1
116	можно сказать что	1	1
117	на то что	2	1
118	могут быть зафиксированы	1	1
119	между героем и	1	1
120	в другое место	1	1
121	такой случай мы	1	1
122	сказке о жар-птице	1	1
123	другой стороны оно	1	1
124	не значит что	2	1
125	может быть поставлен	1	1
126	тем не менее	4	1
127	друг с другом	1	1
128	на русском языке	1	1
129	для того чтобы	2	1
130	может быть дано	1	1
131	и как будто	1	1
132	здесь как и	1	1
133	т д в	2	1
134	мной на весы	1	1
135	на весы кто	1	1
136	очень часто является	1	1
