N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	65
2	то есть	20	45
3	и др	2	24
4	как бы	5	22
5	и не	11	22
6	и т.п	12	17
7	в сущности	2	16
8	в том	23	16
9	в этом	15	15
10	но в	8	14
11	в нем	9	13
12	нового времени	1	13
13	и на	5	11
14	прежде всего	11	11
15	не только	28	10
16	и его	2	10
17	так и	8	10
18	но и	14	10
19	и потому	3	10
20	том числе	2	10
21	во всех	5	9
22	в эпоху	5	9
23	в его	7	9
24	за пределы	2	8
25	всех этих	1	8
26	в своем	6	8
27	в основе	7	8
28	и даже	3	8
29	здесь в	2	8
30	по своему	3	8
31	и другие	1	8
32	точки зрения	3	7
33	в области	1	7
34	только в	7	7
35	числе и	2	7
36	на самом	1	6
37	в году	2	6
38	они были	1	6
39	еще не	14	6
40	все же	3	6
41	при этом	13	6
42	том что	19	6
43	никогда не	2	6
44	как мы	2	6
45	времени и	3	6
46	в значительной	2	6
47	в литературе	2	6
48	может быть	17	6
49	не знает	1	6
50	сказать что	3	6
51	меньшей степени	1	5
52	с его	4	5
53	отличие от	5	5
54	как в	10	5
55	с их	1	5
56	этих форм	1	5
57	на протяжении	2	5
58	в них	4	5
59	как и	16	5
60	есть в	2	5
61	в своей	5	5
62	потому что	4	5
63	той или	3	5
64	между тем	4	5
65	и одновременно	2	5
66	для него	4	5
67	в одном	2	5
68	или иной	5	5
69	еще и	1	5
70	в частности	9	5
71	в той	1	5
72	и все	2	5
73	в большей	1	5
74	в своих	3	5
75	жизни в	2	5
76	и до	1	4
77	и к	4	4
78	в самом	3	4
79	в этой	2	4
80	так сказать	2	4
81	во время	1	4
82	в их	5	4
83	в отличие	5	4
84	мысли и	2	4
85	не в	7	4
86	до сих	1	4
87	большей или	2	4
88	начало в	1	4
89	связи с	4	4
90	в жизни	1	4
91	из них	3	4
92	отношение к	4	4
93	выходит за	1	4
94	или меньшей	2	4
95	сих пор	1	4
96	это уже	1	4
97	это как	1	4
98	культуры в	1	4
99	это в	2	4
100	новое время	1	3
101	можно говорить	1	3
102	в обычном	1	3
103	самом деле	1	3
104	мы и	1	3
105	нем только	1	3
106	в себя	5	3
107	уже не	4	3
108	но все	1	3
109	то что	5	3
110	в себе	7	3
111	в xvii	1	3
112	понимания и	1	3
113	и других	1	3
114	это не	3	3
115	в новое	1	3
116	далеко не	10	3
117	в ее	3	3
118	с точки	1	3
119	разного рода	2	3
120	мир и	1	3
121	но это	1	3
122	по своей	11	3
123	этом отношении	1	3
124	не могут	1	3
125	но одновременно	2	3
126	и прежде	1	3
127	в виду	2	3
128	средних веков	1	3
129	и вообще	2	3
130	о нем	2	3
131	с другой	10	3
132	и во	2	3
133	к нему	1	3
134	в форме	2	3
135	что он	4	3
136	до нас	1	3
137	но как	2	3
138	во введении	1	3
139	в известной	1	3
140	друг друга	1	3
141	в системе	1	3
142	как раз	1	3
143	связаны с	1	3
144	в ряду	2	3
145	мира в	3	3
146	и их	1	3
147	с миром	1	3
148	в тех	2	3
149	речевого общения	12	3
150	но для	1	3
151	не является	4	3
152	по ходу	1	3
153	не может	9	3
154	что в	4	3
155	отношения к	2	2
156	одним из	2	2
157	например в	2	2
158	области литературы	1	2
159	в чужой	1	2
160	смерть в	1	2
161	видеть в	1	2
162	для своего	2	2
163	и само	1	2
164	всех его	1	2
165	не вполне	1	2
166	и он	2	2
167	форм в	1	2
168	на них	1	2
169	в чем	1	2
170	различия между	3	2
171	но не	11	2
172	нет и	1	2
173	форме и	1	2
174	его к	1	2
175	таковы например	1	2
176	из этих	1	2
177	он не	1	2
178	они в	1	2
179	различные формы	1	2
180	не к	1	2
181	на его	4	2
182	новое и	1	2
183	свое время	1	2
184	и по	2	2
185	так например	2	2
186	значительной степени	2	2
187	слов о	1	2
188	а его	1	2
189	на все	1	2
190	большинстве случаев	1	2
191	это было	2	2
192	в этих	1	2
193	и без	2	2
194	европейских литератур	1	2
195	бы быть	3	2
196	раз и	1	2
197	а иногда	1	2
198	дело в	1	2
199	на него	1	2
200	в процессе	5	2
201	образом в	1	2
202	этих двух	1	2
203	во всем	1	2
204	литературного развития	1	2
205	к себе	2	2
206	могут быть	4	2
207	к тому	5	2
208	и это	1	2
209	но при	3	2
210	приводит к	2	2
211	роль в	7	2
212	особенно в	1	2
213	во второй	1	2
214	понятно что	1	2
215	поэтому в	1	2
216	на что	1	2
217	о том	8	2
218	можно сказать	5	2
219	основе своей	2	2
220	отметить что	1	2
221	существенную роль	3	2
222	представления о	2	2
223	еще только	1	2
224	с одной	9	2
225	литературы в	2	2
226	в большинстве	1	2
227	только на	1	2
228	или даже	2	2
229	xvii веке	1	2
230	от того	1	2
231	в особенности	4	2
232	народного творчества	2	2
233	при всей	3	2
234	что не	4	2
235	одной стороны	9	2
236	до конца	1	2
237	более того	2	2
238	несмотря на	1	2
239	некоторые из	1	2
240	его на	1	2
241	наряду с	1	2
242	аспекте в	1	2
243	быть только	1	2
244	да и	1	2
245	на ранних	2	2
246	того что	3	2
247	в основном	1	2
248	в целом	4	2
249	в книге	1	2
250	многие из	1	2
