N	3gram	Tiupa_Narr_2	StatiiOP
1	в том что	8	11
2	и т п	2	6
3	не может быть	2	5
4	в этом смысле	1	4
5	с точки зрения	2	4
6	в этом отношении	3	4
7	то время как	1	4
8	во всяком случае	1	4
9	о том что	4	4
10	в то время	1	4
11	состоит в том	4	3
12	не в том	1	3
13	в связи с	1	3
14	то же время	3	3
15	не только в	6	3
16	в то же	3	3
17	то что я	1	2
18	но и в	2	2
19	до сих пор	1	2
20	в ряде случаев	1	2
21	что это за	1	2
22	с одной стороны	5	2
23	у него есть	1	2
24	тем более что	1	2
25	к тому что	3	2
26	а с другой	1	2
27	в том смысле	1	2
28	тем не менее	4	2
29	можно сказать что	3	1
30	не может не	1	1
31	сказать что он	1	1
32	следует заметить что	1	1
33	иметь в виду	1	1
34	течение всей жизни	1	1
35	в том виде	1	1
36	более или менее	1	1
37	на самом деле	2	1
38	в самом деле	1	1
39	является не только	1	1
40	то же самое	1	1
41	известном смысле является	1	1
42	именно то что	2	1
43	и в других	1	1
44	в последние десятилетия	1	1
45	виде в каком	1	1
46	можно было бы	1	1
47	а то и	2	1
48	с этой точки	1	1
49	она тем что	1	1
50	говорилось выше в	1	1
51	на мой взгляд	1	1
52	как раз в	1	1
53	между тем для	1	1
54	но в целом	1	1
55	в чем же	1	1
56	в известном смысле	3	1
57	по большей части	3	1
58	то что он	1	1
59	на котором он	1	1
60	так или иначе	1	1
61	что это была	1	1
62	в этом направлении	1	1
63	в той или	1	1
64	уже не к	1	1
65	этой точки зрения	1	1
66	том виде в	1	1
67	но одновременно и	1	1
68	но в конце	1	1
69	не означает что	1	1
70	что у него	1	1
71	не только не	2	1
72	в каждой из	1	1
73	той или иной	3	1
74	о чем говорят	1	1
75	для того чтобы	1	1
76	что в ней	1	1
77	они не являются	1	1
78	и в другом	1	1
