N	3gram	Propp_Russ_2	Myshleni
1	для того чтобы	6	14
2	в том что	18	11
3	так же как	4	7
4	потому что он	1	5
5	в этом отношении	1	5
6	можно сказать что	1	5
7	в другом месте	1	4
8	подобно тому как	3	4
9	из того что	1	4
10	то время как	1	4
11	в то время	2	4
12	о том что	4	4
13	с таким же	1	3
14	состоит в том	13	3
15	в этом случае	6	3
16	тому как в	2	3
17	можно было бы	1	3
18	с одной стороны	2	3
19	так как это	1	3
20	в такой же	1	3
21	в свою очередь	1	3
22	не может быть	3	3
23	вопрос о том	1	3
24	том что в	1	2
25	потому что в	1	2
26	так что в	1	2
27	о том как	1	2
28	если верно что	1	2
29	в отличие от	3	2
30	таким образом в	1	2
31	вместе с тем	4	2
32	приводит нас к	2	2
33	в этой теории	1	2
34	с другой стороны	1	2
35	как мы видели	1	2
36	на нее как	1	1
37	что иное как	2	1
38	не может не	1	1
39	в одном ряду	1	1
40	мы должны будем	1	1
41	совершенно очевидно что	1	1
42	более или менее	1	1
43	одном ряду с	1	1
44	в том же	1	1
45	же как и	2	1
46	те и другие	1	1
47	как например в	1	1
48	и должен был	1	1
49	у нас на	1	1
50	что именно в	1	1
51	для этой цели	2	1
52	как мы увидим	1	1
53	в первую очередь	1	1
54	как это не	1	1
55	с этим связан	1	1
56	приводят нас к	1	1
57	и после этого	1	1
58	в применении к	1	1
59	и многие другие	2	1
60	не что иное	2	1
61	один из них	1	1
62	в этой связи	1	1
63	бы говорить о	1	1
64	смысле этого слова	1	1
65	в какой степени	1	1
66	но вместе с	2	1
67	во всяком случае	1	1
68	в этом и	2	1
69	тем не менее	2	1
70	и это не	1	1
71	может дать в	1	1
72	в тех случаях	1	1
73	и таким образом	1	1
74	подтверждается и другими	1	1
75	тем и другим	1	1
76	между собой и	1	1
77	мы не можем	2	1
78	по аналогии с	1	1
79	в том чтобы	2	1
80	к выводу что	1	1
81	в связь с	1	1
82	имели место в	1	1
83	а не на	1	1
84	которые имели место	1	1
85	тех случаях когда	1	1
86	показывает что в	1	1
87	идет речь это	1	1
88	одним из самых	1	1
