N	3gram	Tiupa_Lite_2	formyVre
1	то же время	9	9
2	и т п	2	8
3	в то же	9	6
4	и в то	1	5
5	для того чтобы	1	5
6	в том числе	2	4
7	по отношению к	3	3
8	в этом отношении	3	3
9	одно и то	2	3
10	не может быть	7	3
11	и то же	2	3
12	и в сущности	1	2
13	как и для	1	2
14	в соответствии с	1	2
15	одной стороны и	1	2
16	с точки зрения	3	2
17	в отличие от	1	2
18	том числе и	1	2
19	вместе с тем	1	2
20	жизни и в	1	2
21	с одной стороны	6	2
22	все то что	1	2
23	и прежде всего	1	2
24	той или иной	1	2
25	в том что	5	2
26	в историческом времени	1	1
27	не могло не	1	1
28	в данный момент	1	1
29	том что в	1	1
30	прежде всего в	1	1
31	как раз не	1	1
32	же время он	1	1
33	не только и	1	1
34	в себе и	1	1
35	ничего не меняет	1	1
36	у него нет	1	1
37	только и не	1	1
38	в самом начале	1	1
39	в данном случае	3	1
40	в первый раз	2	1
41	в себя и	1	1
42	в этот день	1	1
43	не могут быть	1	1
44	в нашем случае	1	1
45	ни к какой	1	1
46	вовсе не является	1	1
47	по существу он	1	1
48	того что было	1	1
49	во всех этих	1	1
50	не меняет в	1	1
51	из того же	1	1
52	имел в виду	1	1
53	и не столько	1	1
54	на себе и	1	1
55	в свою очередь	1	1
56	в этом случае	2	1
57	свое существование в	1	1
58	о том что	2	1
59	то есть в	1	1
60	никогда не бывает	1	1
61	и пространства и	1	1
62	в себе не	1	1
