N	2gram	Vygotskiy__4	Mirosoze
1	может быть	12	30
2	не только	15	29
3	и в	20	28
4	не может	6	28
5	но и	9	25
6	а не	7	25
7	он не	1	24
8	в этом	24	20
9	у него	2	17
10	не в	4	16
11	потому что	12	16
12	в ней	2	15
13	в своей	7	15
14	человека и	1	14
15	и есть	1	14
16	никогда не	5	14
17	в нем	2	13
18	и он	2	12
19	и это	2	12
20	в самом	6	11
21	для него	2	11
22	и не	8	11
23	в своем	4	10
24	было бы	8	10
25	что в	19	10
26	прежде всего	2	10
27	что он	6	10
28	и потому	1	10
29	с тем	6	9
30	но он	1	9
31	и его	5	9
32	не есть	2	9
33	в его	11	9
34	но не	3	8
35	но в	3	7
36	в себе	10	7
37	в конце	1	7
38	в самой	1	7
39	к нему	2	7
40	того что	10	7
41	нет ничего	1	7
42	должна быть	2	6
43	и на	6	6
44	в которой	3	6
45	в этой	3	6
46	ведет к	1	6
47	только в	10	6
48	вместе с	8	6
49	все это	1	6
50	в том	42	6
51	это не	5	5
52	как и	9	5
53	что есть	1	5
54	у нас	1	5
55	не могут	3	5
56	то что	15	5
57	и я	1	5
58	смысле слова	1	4
59	увидим что	5	4
60	привести к	2	4
61	не как	1	4
62	и по	1	4
63	должен был	1	4
64	в этих	3	4
65	точки зрения	24	4
66	в их	12	4
67	в которых	1	4
68	мог бы	1	4
69	что и	9	4
70	значит что	2	4
71	один из	3	4
72	уже не	1	4
73	уже в	6	4
74	а в	2	4
75	тем что	7	4
76	с этой	4	4
77	на пути	1	4
78	человека не	1	4
79	не знает	2	4
80	его не	1	3
81	с этим	5	3
82	когда он	3	3
83	на том	4	3
84	этот процесс	6	3
85	на этом	3	3
86	заключает в	1	3
87	и с	4	3
88	его в	6	3
89	его личности	1	3
90	для них	1	3
91	том что	35	3
92	но если	1	3
93	не имеет	2	3
94	ничего не	1	3
95	в момент	1	3
96	к тому	6	3
97	все его	1	3
98	толстой и	2	3
99	нет у	1	3
100	в него	2	3
101	себя в	3	3
102	конечно не	1	3
103	одно из	1	3
104	и их	1	3
105	так как	10	3
106	не хотел	1	3
107	это есть	1	3
108	это значит	2	3
109	должно быть	3	3
110	он должен	1	3
111	для нас	4	3
112	мы увидим	1	3
113	одним из	2	2
114	также и	2	2
115	в этот	1	2
116	связана с	2	2
117	высшей степени	2	2
118	а как	1	2
119	есть единственное	1	2
120	вопрос о	1	2
121	время как	1	2
122	в виду	3	2
123	не все	1	2
124	по отношению	1	2
125	себе и	3	2
126	относится к	1	2
127	в истории	10	2
128	как в	5	2
129	все же	5	2
130	и как	9	2
131	и к	5	2
132	и у	2	2
133	все эти	5	2
134	бы не	1	2
135	приводит к	3	2
136	самого себя	2	2
137	только один	1	2
138	вообще не	2	2
139	как он	4	2
140	если бы	5	2
141	приходят к	1	2
142	прежде чем	1	2
143	тому чтобы	1	2
144	этом он	1	2
145	входит в	2	2
146	в ином	2	2
147	ли может	1	2
148	чем в	3	2
149	которую он	2	2
150	начинает с	1	2
151	место в	2	2
152	мысли и	2	2
153	от его	1	2
154	сих пор	1	2
155	это особенно	1	2
156	с которой	1	2
157	в то	1	2
158	к этим	2	2
159	в основе	17	2
160	того чтобы	7	2
161	по своей	6	2
162	в каком	2	2
163	когда мы	2	2
164	могут быть	7	2
165	отличается от	2	2
166	всего в	1	2
167	его с	1	2
168	как для	1	2
169	должен быть	1	2
170	ко второй	1	2
171	и от	3	2
172	то время	1	2
173	и что	8	2
174	различие между	3	2
175	и когда	3	2
176	по сравнению	4	2
177	с чего	1	2
178	с ним	1	2
179	о нем	1	2
180	о том	5	2
181	может не	2	2
182	с того	1	2
183	и во	3	2
184	своему значению	3	2
185	и те	4	2
186	о своих	1	2
187	мы видим	10	2
188	свет и	1	2
189	начало в	1	2
190	нет никаких	1	2
191	его мысль	1	2
192	отношению к	1	2
193	даже и	1	2
194	для того	5	2
195	в высшей	2	2
196	до сих	1	2
197	и самый	1	2
198	связано с	1	2
199	на этот	3	2
200	отрывается от	1	2
201	его как	1	2
202	долгое время	1	2
203	о чем	1	2
204	его собственной	1	2
205	по своему	4	2
206	в той	2	2
207	как бы	7	2
208	том смысле	2	2
209	быть не	1	2
210	в начале	2	2
211	и для	4	2
212	не существует	1	2
213	бы в	3	2
214	конце концов	1	2
215	отношении к	1	2
216	в свою	2	2
217	сказать что	6	2
218	должно привести	2	2
219	у которых	1	2
220	эти слова	1	2
221	к этому	4	2
222	ту же	2	1
223	сплошь и	1	1
224	и то	10	1
225	ни кажется	1	1
226	выражения в	1	1
227	на самом	1	1
228	переход от	2	1
229	между двумя	2	1
230	имея в	1	1
231	в зависимости	1	1
232	и людей	1	1
233	из всех	1	1
234	мы имеем	2	1
235	мы не	1	1
236	не во	1	1
237	установить что	2	1
238	среды и	1	1
239	имеет свою	1	1
240	во внутреннем	1	1
241	что иное	1	1
242	в деле	3	1
243	оно есть	1	1
244	я не	1	1
245	ему в	1	1
246	зависимости от	2	1
247	подростка и	1	1
248	стороны его	1	1
249	собой в	1	1
250	еще не	2	1
251	иное как	1	1
252	во всех	1	1
253	тем как	3	1
254	то мы	1	1
255	самом деле	7	1
256	друг к	1	1
257	всякий раз	1	1
258	тех же	1	1
259	для других	2	1
260	если в	1	1
261	и действительно	1	1
262	с психологической	2	1
263	быть так	1	1
264	отличие от	2	1
265	и речи	2	1
266	что они	14	1
267	которые не	2	1
268	показать в	1	1
269	а начало	1	1
270	как говорит	2	1
271	опыта к	1	1
272	совершенно другой	1	1
273	в различные	1	1
274	кто не	1	1
275	отношение между	1	1
276	говорит что	3	1
277	его к	4	1
278	силе и	1	1
279	обычной точки	1	1
280	что составляет	1	1
281	не заключается	1	1
282	роль в	4	1
283	этого опыта	1	1
284	во многих	2	1
285	в мышлении	21	1
286	а вовсе	1	1
287	в первых	1	1
288	и простой	1	1
289	которые составляют	1	1
290	ключ к	4	1
291	к одному	6	1
292	этого вопроса	2	1
293	в силу	6	1
294	с таким	3	1
295	в плане	1	1
296	из него	2	1
297	он отвергает	1	1
298	таинственный и	1	1
299	момент когда	2	1
300	в каждом	2	1
301	как они	4	1
302	же не	2	1
303	в состоянии	1	1
304	указывали на	1	1
305	и характер	1	1
306	они должны	1	1
307	том случае	1	1
308	к другу	1	1
309	на все	3	1
310	знает что	3	1
311	и миросозерцания	1	1
312	всю свою	1	1
313	связанным с	1	1
314	и рядом	1	1
315	и вся	1	1
316	которой он	1	1
317	одна и	1	1
318	увидим как	1	1
319	не больше	1	1
320	нисколько не	2	1
321	что такое	5	1
322	и применяет	1	1
323	в такой	1	1
324	что вся	1	1
325	понимал что	1	1
326	он дает	1	1
327	это верно	1	1
328	в отличие	2	1
329	стоит в	1	1
330	и ту	1	1
331	до последнего	1	1
332	не путем	1	1
333	должны были	1	1
334	обнаруживается в	1	1
335	нельзя было	1	1
336	точку зрения	1	1
337	исключительно на	1	1
338	но во	1	1
339	и более	7	1
340	только те	1	1
341	войти в	1	1
342	и наоборот	1	1
343	происходит от	1	1
344	сложный и	2	1
345	в отношении	10	1
346	знал что	1	1
347	не менее	3	1
348	вплоть до	1	1
349	ничего кроме	2	1
350	есть прежде	1	1
351	в обоих	3	1
352	что их	1	1
353	этими двумя	2	1
354	или лучше	1	1
355	и именно	1	1
356	когда они	1	1
357	и слишком	1	1
358	мышления и	14	1
359	казалось бы	1	1
360	находятся в	2	1
361	действительно в	1	1
362	во всем	3	1
363	и после	1	1
364	ничто не	1	1
365	исторического процесса	1	1
366	только с	1	1
367	в области	4	1
