N	4gram	Bakhtin_Pr_5	Marksizm
1	бы то ни было	3	8
2	одного и того же	1	5
3	в то же время	10	3
4	какого бы то ни	1	2
5	но в то же	4	2
6	уже с самого начала	1	1
7	ибо как мы знаем	1	1
8	в большей или меньшей	1	1
9	том что он находится	1	1
10	не может до конца	2	1
11	и прежде всего в	1	1
12	одна и та же	2	1
13	или во всяком случае	1	1
14	в том что он	1	1
15	не чем иным как	1	1
16	как к своему центру	1	1
17	все более и более	1	1
18	как и во всякой	1	1
19	они становятся как бы	1	1
20	и в другом направлении	1	1
21	может войти в мир	1	1
