N	3gram	Bakhtin_fo_2	Problemy
1	и т п	11	9
2	с точки зрения	8	8
3	в большинстве случаев	3	8
4	до сих пор	2	7
5	то же время	4	5
6	с самим собою	1	5
7	в то же	4	5
8	как и все	1	4
9	в отличие от	1	4
10	не может быть	1	4
11	друг с другом	4	4
12	как бы в	1	4
13	и т д	3	4
14	в той или	1	3
15	к себе самому	3	3
16	со всею его	1	3
17	мы уже говорили	3	3
18	как мы увидим	1	3
19	с другой стороны	1	3
20	но в то	1	3
21	той или иной	1	3
22	как и в	1	3
23	том что он	1	2
24	друг на друга	2	2
25	и та же	2	2
26	это вовсе не	1	2
27	может быть и	2	2
28	уже говорили что	1	2
29	из одного куска	1	2
30	в конце концов	1	2
31	но при этом	1	2
32	и то же	1	2
33	то время как	1	2
34	одно и то	1	2
35	одна и та	2	2
36	и среди них	1	2
37	в то время	1	2
38	сделаны из одного	1	2
39	но все же	1	2
40	друг от друга	2	2
41	и в большинстве	1	2
42	человека и его	1	2
43	о том как	3	1
44	каждая из этих	1	1
45	и в поэзии	2	1
46	в форме диалога	1	1
47	а следовательно и	2	1
48	в этом мире	6	1
49	есть и что	1	1
50	те же явления	1	1
51	выходит из них	1	1
52	то есть не	1	1
53	а вовсе не	1	1
54	в виду что	1	1
55	прежде всего в	2	1
56	и наконец в	1	1
57	более глубокой и	1	1
58	также и в	1	1
59	есть прежде всего	1	1
60	в том числе	3	1
61	так что в	1	1
62	то же самое	2	1
63	в том же	4	1
64	с установкой на	1	1
65	как необходимый момент	2	1
66	со всеми ее	1	1
67	и во всех	2	1
68	сами по себе	2	1
69	что он не	1	1
70	только в сюжете	1	1
71	но и в	3	1
72	между тем как	1	1
73	на более глубокой	1	1
74	том числе и	2	1
75	только тон и	1	1
76	рано или поздно	1	1
77	ведь дело идет	1	1
78	может быть или	1	1
79	из уст в	1	1
80	так сказать в	1	1
81	то что было	2	1
82	же относится и	1	1
83	кроме того здесь	1	1
84	мы увидим дальше	1	1
85	многообразнейший мир вещей	1	1
86	проявляется прежде всего	1	1
87	дело идет о	1	1
88	с одной стороны	1	1
89	мы здесь не	1	1
90	в связи с	7	1
91	все больше и	1	1
92	до некоторой степени	1	1
93	каждый из них	1	1
94	и в их	1	1
95	становится как бы	1	1
96	или иной форме	1	1
97	в точном смысле	1	1
98	себе самом и	1	1
99	о которых мы	1	1
100	уст в уста	1	1
101	вместо того чтобы	1	1
102	бы не было	1	1
103	что до сих	1	1
104	здесь как бы	1	1
105	тон и стиль	2	1
106	о том что	1	1
107	же характер носит	1	1
108	его жизни и	1	1
109	не может не	1	1
110	на самом деле	1	1
111	и чувствует себя	1	1
112	в одном из	1	1
113	этой точки зрения	1	1
114	как бы уже	1	1
115	т п в	1	1
116	но в этом	1	1
117	мы будем говорить	1	1
118	можно сказать что	1	1
119	имеет еще довольно	1	1
120	сюда же относится	1	1
121	все они как	1	1
122	более глубокий и	1	1
123	все что ему	1	1
124	не только тон	1	1
125	в другом случае	1	1
126	больше и больше	1	1
127	как мы уже	4	1
128	таким образом и	1	1
129	конечно не в	1	1
130	такой же характер	1	1
131	мы будем рассматривать	1	1
132	и в нем	1	1
133	в том что	3	1
134	здесь еще нет	1	1
135	но к этому	1	1
136	и в другом	1	1
