N	3gram	Bakhtin_sl_2	Narrotol
1	в том что	4	8
2	не только в	2	6
3	по отношению к	4	5
4	в отличие от	12	5
5	с одной стороны	5	5
6	о том что	1	4
7	тем не менее	1	4
8	в этом отношении	3	3
9	той или иной	5	3
10	того или иного	1	3
11	то же время	4	3
12	в то же	4	3
13	хотя и не	1	2
14	с точки зрения	3	2
15	но и в	1	2
16	и т п	33	2
17	и не может	1	2
18	а в том	1	2
19	не только не	1	2
20	не может быть	15	2
21	так и по	1	2
22	все то что	1	2
23	соединяется с его	1	1
24	не может не	1	1
25	одной стороны и	3	1
26	на границе между	2	1
27	в чем не	2	1
28	в той или	3	1
29	точки зрения на	1	1
30	в чем же	1	1
31	иметь в виду	1	1
32	более или менее	2	1
33	отношению к себе	1	1
34	в своем собственном	1	1
35	дело не только	1	1
36	в частности в	1	1
37	и в то	1	1
38	в зависимости от	4	1
39	а также в	1	1
40	историческом так и	1	1
41	т п все	3	1
42	может быть только	1	1
43	до сих пор	2	1
44	а не только	1	1
45	однако и здесь	1	1
46	и особенно в	1	1
47	а также и	2	1
48	в евгении онегине	1	1
49	в связи с	2	1
50	в нем не	1	1
51	в этом направлении	1	1
52	не для того	1	1
53	во всяком случае	2	1
54	одно из существеннейших	1	1
55	здесь не только	1	1
56	ни в чем	2	1
57	и не столько	1	1
58	так и в	3	1
59	даже не столько	1	1
60	до достоевского и	1	1
61	в большинстве случаев	5	1
62	чужом для него	1	1
63	одно без другого	1	1
64	для того чтобы	2	1
65	с той или	1	1
