N	2gram	Propp_Isto_5	VrazhdaK
1	не только	13	9
2	в этом	10	8
3	и в	25	8
4	и что	8	8
5	но и	13	7
6	и все	3	7
7	то что	7	7
8	что в	8	7
9	все же	10	6
10	но в	1	6
11	в нем	7	6
12	как и	7	6
13	в котором	1	6
14	и с	3	6
15	о нем	3	6
16	и даже	1	6
17	то же	4	5
18	об этом	2	5
19	в то	3	5
20	же время	1	5
21	у него	2	5
22	не было	1	5
23	и не	11	5
24	в ней	5	4
25	что он	22	4
26	в истории	4	4
27	целый ряд	1	4
28	при этом	1	4
29	это не	6	4
30	несмотря на	2	4
31	все это	4	4
32	в виду	1	4
33	во многом	1	4
34	с ним	4	4
35	о том	7	4
36	для нас	5	4
37	уже в	2	4
38	может быть	17	4
39	как бы	2	4
40	в своих	1	4
41	так же	5	4
42	одним из	2	3
43	я не	1	3
44	в своем	1	3
45	и как	3	3
46	на то	2	3
47	его в	9	3
48	он не	4	3
49	и уже	1	3
50	том что	8	3
51	но он	2	3
52	что есть	1	3
53	в русской	3	3
54	и его	9	3
55	связи с	8	3
56	человека в	3	3
57	и о	1	3
58	что у	4	3
59	в его	12	3
60	в том	6	3
61	и у	1	3
62	чтобы он	2	3
63	в конце	1	3
64	тем что	10	3
65	в связи	4	3
66	наряду с	4	3
67	считал что	1	3
68	т е	16	3
69	к этому	2	3
70	же как	4	2
71	но после	1	2
72	на место	1	2
73	и он	6	2
74	он сам	1	2
75	но как	1	2
76	ответ на	1	2
77	в эти	1	2
78	отнюдь не	1	2
79	его на	4	2
80	в этой	3	2
81	в себе	1	2
82	после этого	2	2
83	в нашей	1	2
84	их в	3	2
85	таким образом	9	2
86	а с	1	2
87	мы знаем	8	2
88	во время	7	2
89	точки зрения	2	2
90	в своей	2	2
91	и ее	1	2
92	с точки	1	2
93	место в	1	2
94	не менее	4	2
95	одна из	2	2
96	никогда не	3	2
97	в момент	1	2
98	к себе	1	2
99	его с	1	2
100	на это	1	2
101	время он	1	2
102	и это	4	2
103	на основе	1	2
104	так в	2	2
105	еще не	8	2
106	а также	1	2
107	этот момент	1	2
108	после смерти	3	2
109	по мнению	1	2
110	уже не	11	2
111	при помощи	7	2
112	из них	2	2
113	его и	2	2
114	для него	1	2
115	отношение к	1	2
116	как же	1	2
117	и стал	2	2
118	с которым	2	2
119	о чем	2	2
120	этот рассказ	1	2
121	не может	6	2
122	вместе с	22	2
123	в него	5	2
124	ко мне	1	2
125	довольно много	1	2
126	в это	2	2
127	но это	7	2
128	же в	2	2
129	а в	3	2
130	в свою	3	2
131	себя как	1	1
132	вряд ли	1	1
133	также и	1	1
134	человека и	2	1
135	и борьбы	1	1
136	что образ	1	1
137	того же	2	1
138	которого никто	1	1
139	и есть	1	1
140	едва ли	1	1
141	герой названный	1	1
142	в их	1	1
143	той же	1	1
144	что уже	1	1
145	пока только	1	1
146	именно к	1	1
147	равно как	1	1
148	ему в	3	1
149	это время	2	1
150	меня в	2	1
151	а еще	2	1
152	на них	2	1
153	служит для	1	1
154	по своему	1	1
155	как правило	1	1
156	одним словом	1	1
157	совсем не	1	1
158	но не	5	1
159	о смерти	1	1
160	заметим что	1	1
161	если в	3	1
162	как показал	3	1
163	некоторые черты	1	1
164	говорилось выше	1	1
165	что они	1	1
166	к сожалению	1	1
167	и я	1	1
168	выясняется что	1	1
169	как говорит	1	1
170	как в	6	1
171	с этим	5	1
172	дает нам	1	1
173	почувствовал что	1	1
174	некоторое время	2	1
175	по которому	3	1
176	как к	1	1
177	что как	1	1
178	и наконец	1	1
179	себе не	1	1
180	каким-то образом	1	1
181	них он	1	1
182	и отчасти	1	1
183	то в	2	1
184	в самом	1	1
185	что это	5	1
186	мы получаем	1	1
187	в целом	3	1
188	не был	1	1
189	за это	1	1
190	и и	1	1
191	еще один	2	1
192	во многих	1	1
193	лет тому	1	1
194	вас и	1	1
195	ключ к	1	1
196	всех этих	1	1
197	и тотчас	1	1
198	в силу	1	1
199	сердце и	1	1
200	уже говорилось	1	1
201	из него	2	1
202	этом он	1	1
203	в глубине	1	1
204	это было	2	1
205	было бы	1	1
206	в жизни	1	1
207	не ясно	3	1
208	о второй	1	1
209	соответствии с	1	1
210	далее этот	1	1
211	этого не	1	1
212	а за	1	1
213	не всегда	4	1
214	которой он	2	1
215	в развитии	1	1
216	такой же	2	1
217	перед своим	1	1
218	он сказал	1	1
219	которую он	1	1
220	в этих	6	1
221	можно найти	2	1
222	всяком случае	1	1
223	этому же	1	1
224	как указывает	1	1
225	на свою	1	1
226	представление о	17	1
227	встрече с	1	1
228	в поэме	1	1
229	не будем	5	1
230	тем не	4	1
231	доказывает что	1	1
232	без всяких	2	1
233	покажу тебе	1	1
234	что этот	2	1
235	на три	1	1
236	но они	1	1
237	тем самым	1	1
238	что эта	1	1
239	не имеет	1	1
240	правда в	1	1
241	в процессе	1	1
242	как о	1	1
243	близок к	1	1
244	нет необходимости	3	1
245	также что	3	1
246	нем в	1	1
247	в могиле	2	1
248	через него	1	1
249	ничего не	2	1
250	того как	4	1
251	как новый	2	1
252	б в	2	1
253	в другую	2	1
254	в окно	1	1
255	потому что	7	1
256	в каком	1	1
257	ли это	1	1
258	не знали	1	1
259	такие же	1	1
260	тем это	2	1
261	один раз	1	1
262	оно важно	1	1
263	могут быть	6	1
264	вошли в	1	1
265	по всем	1	1
266	действительно можно	1	1
267	не совсем	6	1
268	свою очередь	1	1
269	его почти	1	1
270	в ее	4	1
271	не могло	1	1
272	на той	1	1
273	но мы	3	1
274	то время	1	1
275	роль в	2	1
276	и сам	2	1
277	на нее	2	1
278	ясно что	5	1
279	живет в	5	1
