1	не только	9	17
2	и в	27	14
3	и не	30	12
4	в области	2	11
5	в этом	18	10
6	в отношении	2	10
7	в том	7	9
8	то же	15	9
9	но в	6	9
10	в качестве	1	9
11	хотя бы	6	8
12	в пределах	8	8
13	только в	8	7
14	же время	7	7
15	в то	7	7
16	но и	10	6
17	в ней	5	6
18	было бы	6	6
19	в смысле	4	6
20	е с	2	6
21	не в	12	5
22	и о	1	5
23	отношении к	1	5
24	может быть	25	5
25	с другой	6	5
26	в которых	3	5
27	и пр	15	5
28	в котором	2	4
29	если бы	12	4
30	по себе	4	4
31	же в	1	4
32	а в	1	4
33	том что	4	4
34	как бы	8	4
35	и если	1	4
36	что в	8	4
37	мы должны	2	4
38	не может	24	4
39	россии и	2	4
40	в своем	2	4
41	то что	8	4
42	и потому	5	4
43	столь же	3	3
44	сводится к	5	3
45	мы не	4	3
46	могут быть	4	3
47	но не	5	3
48	хотя и	1	3
49	я и	1	3
50	с тем	7	3
51	одной стороны	1	3
52	в себе	3	3
53	потому что	7	3
54	точки зрения	16	3
55	и т	11	3
56	между тем	7	3
57	прежде всего	4	3
58	и как	4	3
59	с одной	1	3
60	т е	32	3
61	в нем	15	3
62	что мы	1	3
63	тот же	1	3
64	сами по	2	3
65	для того	4	3
66	в россии	2	3
67	это не	3	3
68	тем самым	1	3
69	она есть	3	3
70	с точки	14	3
71	с этим	1	2
72	есть не	1	2
73	в начале	1	2
74	в ее	4	2
75	и тем	3	2
76	является в	2	2
77	начала и	1	2
78	нужно было	1	2
79	так называемые	2	2
80	потому в	1	2
81	именно в	1	2
82	том числе	1	2
83	а не	17	2
84	бы ни	4	2
85	где в	1	2
86	как раз	8	2
87	не к	1	2
88	и с	3	2
89	есть в	1	2
90	и других	1	2
91	да и	4	2
92	в его	7	2
93	говорить о	2	2
94	в значительной	1	2
95	творчества и	3	2
96	одних и	1	2
97	для нас	3	2
98	все это	7	2
99	в мире	1	2
100	в частности	1	2
101	никак не	3	2
102	на этих	1	2
103	в них	3	2
104	время в	3	2
105	может и	3	2
106	не менее	7	2
107	не было	1	2
108	еще более	1	2
109	того что	3	2
110	переход от	1	2
111	друг другу	2	2
112	одна из	2	2
113	не о	3	2
114	в русскую	2	2
115	в жизни	11	2
116	из них	2	2
117	в определенную	1	2
118	в полной	2	2
119	во всех	3	2
120	должно быть	1	2
121	главным образом	2	2
122	отнюдь не	8	2
123	в общем	2	2
124	для них	7	2
125	в эту	2	2
126	со стороны	4	2
127	отношения к	2	2
128	стороны и	2	2
129	и это	2	2
130	только на	4	1
131	должна быть	3	1
132	это сделать	1	1
133	без того	1	1
134	себя в	1	1
135	к следующему	1	1
136	его в	7	1
137	и теперь	6	1
138	если он	1	1
139	наше сознание	1	1
140	не связаны	1	1
141	как таковые	1	1
142	в это	1	1
143	в других	1	1
144	и притом	2	1
145	мы можем	4	1
146	значение если	1	1
147	исторической и	1	1
148	вот как	2	1
149	не как	2	1
150	в ином	1	1
151	в природе	1	1
152	можно говорить	4	1
153	бы и	3	1
154	в отдельности	1	1
155	говорить об	2	1
156	е к	1	1
157	как она	1	1
158	он будет	1	1
159	не есть	4	1
160	и быть	1	1
161	только к	1	1
162	что жизнь	3	1
163	из предшествующего	1	1
164	как и	14	1
165	бы оно	1	1
166	проблема и	2	1
167	нет ничего	1	1
168	пространство в	1	1
169	друг друга	5	1
170	на то	1	1
171	знаем что	2	1
172	теми же	1	1
173	еще не	6	1
174	видение и	3	1
175	одно из	1	1
176	что эта	1	1
177	эти последние	1	1
178	всяком случае	6	1
179	из двух	1	1
180	в которые	1	1
181	как проблема	1	1
182	и очень	2	1
183	большинстве случаев	5	1
184	с другом	1	1
185	и внутренне	1	1
186	отдельности и	1	1
187	сливаются в	3	1
188	и иных	1	1
189	эта проблема	1	1
190	и должна	1	1
191	нет никакого	1	1
192	настоящее время	1	1
193	темы и	2	1
194	в данном	6	1
195	связь между	4	1
196	так же	9	1
197	следующему в	1	1
198	у каждого	1	1
199	в момент	1	1
200	технических средств	1	1
201	и теми	1	1
202	человека с	1	1
203	наоборот на	1	1
204	и глубины	1	1
205	что при	1	1
206	в формах	2	1
207	оно ни	1	1
208	на фоне	3	1
209	что и	2	1
210	связаны с	2	1
211	в собственном	1	1
212	что это	3	1
213	друг с	1	1
214	в условиях	3	1
215	того чтобы	5	1
216	в основном	2	1
217	теми кто	1	1
218	только то	3	1
219	в наши	1	1
220	можно рассматривать	1	1
221	ее современных	1	1
222	собственном смысле	1	1
223	в случаях	1	1
224	возникновении и	1	1
225	в истории	5	1
226	от тех	1	1
227	в развитии	1	1
228	вместе с	6	1
229	и ее	6	1
230	этом не	1	1
231	в большинстве	4	1
232	быть разрешена	1	1
233	не два	1	1
234	подходя к	1	1
235	во всяком	6	1
236	и через	1	1
237	и этим	1	1
238	ясно что	3	1
239	же как	3	1
240	не с	1	1
241	мы все	1	1
242	эта задача	1	1
243	как известно	1	1
244	является и	2	1
245	она не	4	1
246	они не	4	1
247	именно на	2	1
248	и силы	1	1
249	или иной	2	1
250	и чем	1	1
251	не входят	1	1
252	в самом	11	1
253	в каком	2	1
254	мы знаем	4	1
255	технике в	1	1
256	которых совершается	1	1
257	также что	1	1
258	входят в	1	1
259	увидеть и	2	1
260	распадается на	2	1
261	работы в	1	1
262	этом смысле	2	1
263	если мы	7	1
264	в себя	1	1
265	что уже	2	1
266	и на	3	1
267	и именно	2	1
268	в отличие	2	1
269	что его	1	1
270	там где	7	1
271	отличие от	2	1
272	именно о	1	1
273	он был	4	1
274	мы видим	1	1
275	идет речь	1	1
276	тогда когда	4	1
277	к предмету	1	1
278	в стадии	1	1
279	и который	1	1
280	одно и	1	1
281	уже в	4	1
282	к более	2	1
283	к сожалению	1	1
284	тем же	7	1
285	и по	1	1
286	не об	2	1
287	место в	10	1
288	и тех	2	1
289	тот или	1	1
290	не могла	1	1
291	и эти	1	1
292	два явления	1	1
293	может оказаться	1	1
294	должен быть	2	1
295	и при	1	1
296	и здесь	1	1
297	и более	3	1
298	оказывается в	1	1
299	т д	6	1
300	в творчестве	1	1
301	что именно	5	1
302	в современной	1	1
303	в идеологическом	5	1
304	в каждом	5	1
305	переходит в	2	1
306	промежуток времени	1	1
307	тем и	1	1
308	никогда не	5	1
309	в настоящее	1	1
310	xviii века	2	1
