N	4gram	Vygotskiy__6	KulturaY
1	с этой точки зрения	1	2
2	точно так же как	1	2
3	только в том что	1	1
4	что оно приводит к	1	1
5	не что иное как	1	1
6	в том что мы	2	1
7	одной и той же	3	1
8	состоит в том что	2	1
9	языка по сравнению с	1	1
10	том и в другом	1	1
11	одном и том же	2	1
12	в том и в	1	1
13	и в другом случае	1	1
14	в то время как	5	1
15	но с другой стороны	1	1
16	в зависимости от того	1	1
17	заключается в том что	5	1
18	приводит к тому что	1	1
19	в связи с этим	1	1
20	несмотря на то что	2	1
21	для того чтобы вообще	1	1
22	есть не что иное	1	1
