N	3gram	Voloshinov_1	Problemy
1	то же время	7	10
2	в то же	9	10
3	на самом деле	3	9
4	с самого начала	4	8
5	но в то	2	4
6	той или иной	3	4
7	его внутренней речи	2	3
8	одно и то	3	3
9	в конце концов	3	3
10	и то же	3	3
11	с другой стороны	1	3
12	не может быть	2	3
13	то все же	1	2
14	смысле этого слова	2	2
15	человека с человеком	1	2
16	вполне понятно что	1	2
17	и к тому	1	2
18	для этого необходимо	1	2
19	как раз и	1	2
20	с точки зрения	5	2
21	и не может	1	2
22	и в то	2	2
23	можно было бы	1	2
24	остановимся только на	1	2
25	и в этом	1	2
26	и та же	1	2
27	одна и та	1	2
28	но все же	2	2
29	в большинстве случаев	1	2
30	как мы уже	2	2
31	в том что	1	2
32	мы увидим что	2	2
33	именно потому что	1	2
34	как и самое	1	1
35	как к своему	1	1
36	в форме диалога	1	1
37	тот же самый	1	1
38	или хотя бы	2	1
39	и без его	1	1
40	а затем и	1	1
41	в самом деле	1	1
42	и в особенности	1	1
43	но даже и	1	1
44	в том и	1	1
45	в этом случае	3	1
46	себе в этом	1	1
47	должно было быть	1	1
48	до сих пор	1	1
49	роль в его	1	1
50	вместе с тем	2	1
51	слова то есть	1	1
52	и т.п но	2	1
53	про себя в	1	1
54	сказать что у	1	1
55	и т.д и	5	1
56	заключает в себе	4	1
57	без всякого сомнения	1	1
58	благодаря тому что	1	1
59	по крайней мере	1	1
60	в начале как	1	1
61	каждому из них	1	1
62	к тому что	2	1
63	в значительной степени	2	1
64	свою внутреннюю речь	1	1
65	и внутренняя речь	2	1
66	из мертвых душ	1	1
67	с другими людьми	1	1
68	в глаза и	1	1
69	тем что он	1	1
70	как бы два	1	1
71	мы как бы	1	1
72	в приведенных нами	1	1
73	не иначе как	1	1
74	и как бы	1	1
75	все больше и	2	1
76	слово как бы	1	1
77	того времени и	1	1
78	и в отношении	1	1
79	прежде всего в	3	1
80	стал для него	2	1
81	он в то	1	1
82	монологической речи героя	1	1
83	то же слово	2	1
84	мы видели что	2	1
85	почти на одном	1	1
86	что же такое	2	1
87	здесь как бы	1	1
88	мы говорили что	1	1
89	это еще не	1	1
90	между этими двумя	1	1
91	как и в	1	1
92	уже говорили в	1	1
93	правда и в	1	1
94	в свою очередь	4	1
95	отношения к нему	2	1
96	и того же	1	1
97	о том что	2	1
98	не только не	1	1
99	в сущности являются	1	1
100	но все эти	1	1
101	друг друга но	1	1
102	можно сказать что	2	1
103	одного и того	1	1
104	не может обойтись	1	1
105	вопрос о том	1	1
106	тем не менее	1	1
107	как бы в	3	1
108	больше и больше	2	1
109	на слушателя и	1	1
110	это как бы	1	1
111	человек не только	1	1
112	как можно более	1	1
113	как мы видели	3	1
114	уже как бы	1	1
115	для того чтобы	7	1
116	войти в кругозор	1	1
117	то же самое	4	1
118	в этом отношении	2	1
