N	3gram	Voloshinov_1	StatiiOP
1	в том что	1	16
2	о том что	2	11
3	в этом отношении	2	9
4	до сих пор	1	5
5	вместе с тем	2	5
6	для того чтобы	7	5
7	к тому что	2	5
8	тот факт что	1	4
9	иметь в виду	1	3
10	с другой стороны	1	3
11	с самого начала	4	3
12	вопрос о том	1	3
13	до того как	1	3
14	в другом месте	1	2
15	еще до того	1	2
16	только потому что	2	2
17	свое выражение в	1	2
18	с точки зрения	5	2
19	в значительной степени	2	2
20	и в этом	1	2
21	более или менее	1	2
22	не только не	1	2
23	в самом деле	1	2
24	но все же	2	2
25	тем не менее	1	2
26	бы в этом	1	1
27	в виду что	1	1
28	не говоря уже	1	1
29	в ней вполне	1	1
30	на самом деле	3	1
31	тому что у	2	1
32	не является ли	1	1
33	одному из них	1	1
34	и тому же	1	1
35	должно было быть	1	1
36	между тем в	1	1
37	если б с	1	1
38	в наши дни	1	1
39	в той же	3	1
40	вследствие того что	1	1
41	на этот вопрос	1	1
42	для того времени	1	1
43	и характер его	1	1
44	и в области	2	1
45	что язык не	2	1
46	самого начала был	1	1
47	и вообще не	1	1
48	в зависимости от	5	1
49	одно и то	3	1
50	и в наши	1	1
51	которой не может	1	1
52	но нет никакого	1	1
53	здесь нет и	1	1
54	значений слов в	1	1
55	и тем же	1	1
56	в конце концов	3	1
57	и то же	3	1
58	по сравнению с	1	1
59	по большей части	1	1
60	как и вообще	1	1
61	одни и те	1	1
62	в связи с	2	1
63	но вместе с	1	1
64	их точки зрения	1	1
65	на вопрос о	1	1
66	но и вообще	1	1
67	этот вопрос в	1	1
68	на все что	1	1
69	то же время	7	1
70	с их точки	1	1
71	в свою очередь	4	1
72	в этом случае	3	1
73	и в особенности	1	1
74	совсем другое дело	1	1
75	и те же	1	1
76	в то же	9	1
77	тем же языком	1	1
78	это еще не	1	1
79	одному и тому	1	1
80	как мы видели	3	1
