N	3gram	Ircho_Kome_3	Formalny
1	с точки зрения	3	13
2	в настоящее время	1	10
3	то же время	4	8
4	в то же	4	8
5	и т д	1	8
6	более или менее	1	6
7	до сих пор	9	6
8	в свою очередь	6	6
9	по отношению к	3	4
10	одной стороны и	1	4
11	с одной стороны	3	4
12	во всяком случае	3	4
13	так и в	1	4
14	и т п	3	4
15	бы то ни	2	3
16	и не может	1	2
17	в зависимости от	1	2
18	и в частности	1	2
19	в том чтобы	1	2
20	и в этом	1	2
21	в связи с	3	2
22	не сводится к	1	2
23	друг от друга	1	2
24	состоит в том	2	1
25	ничего общего с	1	1
26	для нашего времени	1	1
27	не говоря уже	1	1
28	должно было бы	1	1
29	так и не	1	1
30	не мешает ему	2	1
31	говоря уже о	1	1
32	в том что	9	1
33	он должен быть	1	1
34	в этом отношении	2	1
35	том числе и	1	1
36	с этой точки	1	1
37	вместе с тем	3	1
38	отнюдь не является	1	1
39	т е в	2	1
40	в ней как	1	1
41	то ни было	2	1
42	и в то	1	1
43	зависимости от того	1	1
44	и в пределах	1	1
45	в отличие от	1	1
46	по сравнению с	2	1
47	и вся его	1	1
48	точки зрения самого	1	1
49	так или иначе	2	1
50	довести до конца	1	1
51	но вместе с	1	1
52	и речи о	3	1
53	с другой стороны	2	1
54	жизни вовсе не	1	1
55	как и всякий	1	1
56	не могла не	1	1
57	этой точки зрения	1	1
58	и в свою	1	1
59	до тех пор	3	1
60	мы остановимся здесь	1	1
61	было ясно что	1	1
62	в самом начале	1	1
63	и до сих	1	1
64	с самого начала	4	1
65	на фоне этих	1	1
66	не менее в	1	1
67	но все же	2	1
68	здесь нет и	3	1
69	не с точки	1	1
70	прежде всего это	1	1
71	как мы знаем	1	1
72	бы при этом	1	1
73	в том числе	1	1
74	к тому что	1	1
75	а с точки	1	1
76	в отношении к	1	1
77	тем не менее	3	1
78	в нем к	1	1
79	на то чтобы	1	1
80	что и в	2	1
81	сводится к одной	1	1
82	и здесь не	1	1
