N	2gram	Tiupa_Narr_2	PoTuStor
1	может быть	10	17
2	и в	13	16
3	в этом	13	9
4	таким образом	5	9
5	прежде всего	6	9
6	и с	1	8
7	точки зрения	5	8
8	и его	3	8
9	не может	8	8
10	с его	3	7
11	не только	26	7
12	сказать что	3	7
13	самом деле	3	6
14	при этом	14	6
15	с точки	2	6
16	для него	4	6
17	и к	6	6
18	еще не	2	5
19	в чем	2	5
20	отношение к	1	5
21	все эти	3	5
22	ни в	1	5
23	в него	2	5
24	как бы	6	5
25	на самом	2	4
26	отнюдь не	4	4
27	и наконец	1	4
28	но в	6	4
29	в этой	4	4
30	в нем	5	4
31	мысли и	1	4
32	все это	1	4
33	как мы	1	4
34	с ее	1	4
35	так и	9	4
36	но мы	1	4
37	можно сказать	6	4
38	в его	6	4
39	а потому	1	4
40	с ними	3	4
41	только в	11	4
42	и их	1	4
43	и даже	3	4
44	но и	15	4
45	и не	14	4
46	и все	4	4
47	хотя бы	2	4
48	все что	4	4
49	отношения к	1	3
50	едва ли	3	3
51	во всех	1	3
52	в общем	1	3
53	и как	1	3
54	с их	1	3
55	и теперь	1	3
56	их в	1	3
57	на этом	1	3
58	этом смысле	1	3
59	том что	13	3
60	во время	2	3
61	никаких оснований	1	3
62	сих пор	1	3
63	в одном	1	3
64	и притом	1	3
65	в основе	1	3
66	до сих	1	3
67	чем не	1	3
68	и оно	1	3
69	к себе	7	3
70	те же	2	3
71	мира и	3	3
72	по сравнению	1	3
73	в конечном	3	3
74	и она	1	3
75	в том	14	3
76	в большинстве	1	3
77	только на	2	3
78	большинстве случаев	1	3
79	всяком случае	1	3
80	даже не	1	3
81	в области	2	3
82	но оно	1	3
83	вместе с	1	3
84	и потому	1	3
85	как это	4	3
86	сравнению с	1	3
87	матери и	1	3
88	что в	4	3
89	в этих	1	3
90	а в	9	3
91	то что	8	3
92	между ними	1	3
93	жизни и	4	3
94	во всяком	1	3
95	же как	2	2
96	в самом	2	2
97	мы не	2	2
98	и о	1	2
99	говорить о	2	2
100	что можно	1	2
101	того же	1	2
102	и говорить	1	2
103	между собой	3	2
104	из этих	2	2
105	конечном счете	3	2
106	за пределы	1	2
107	него только	1	2
108	что это	4	2
109	он не	5	2
110	нашего времени	1	2
111	и по	3	2
112	то же	4	2
113	по своему	2	2
114	на протяжении	5	2
115	было бы	2	2
116	в жизни	6	2
117	всю жизнь	1	2
118	как и	4	2
119	на первый	1	2
120	в своей	4	2
121	все и	1	2
122	не менее	4	2
123	никогда не	6	2
124	и лишь	1	2
125	всей жизни	1	2
126	сводится к	9	2
127	в каком	1	2
128	все то	2	2
129	не могут	1	2
130	на границе	1	2
131	не будет	2	2
132	по аналогии	1	2
133	быть может	2	2
134	с ним	4	2
135	о том	5	2
136	другими словами	1	2
137	аналогии с	1	2
138	для нас	2	2
139	что и	2	2
140	во всей	1	2
141	может иметь	1	2
142	один из	3	2
143	оно и	1	2
144	что он	5	2
145	и так	1	2
146	со всеми	2	2
147	есть в	1	2
148	с нею	2	2
149	не можем	1	2
150	в итоге	3	2
151	в начале	2	2
152	в душе	2	2
153	при всей	4	2
154	у него	6	2
155	и т.п	6	2
156	оно не	2	2
157	что не	1	2
158	не на	1	2
159	в развитии	1	2
160	что мы	1	2
161	с помощью	1	2
162	в частности	11	2
163	так же	2	2
164	в историю	1	2
165	в мир	1	2
166	с этой	3	2
167	внешний мир	1	2
168	своей жизни	1	2
169	но это	2	2
170	к другим	1	2
171	и для	3	2
172	не существует	1	2
173	моей жизни	2	2
174	сознания и	1	2
175	но зато	2	2
176	нет никаких	1	2
177	это делает	1	2
178	не знает	1	2
179	ее в	1	2
180	к этому	1	2
181	во сне	2	2
182	можно назвать	2	2
183	они не	2	2
184	говоря о	1	1
185	в движение	1	1
186	все остальное	1	1
187	личной жизни	1	1
188	он может	2	1
189	словами и	1	1
190	историю не	1	1
191	это и	1	1
192	другому человеку	1	1
193	жизни мы	2	1
194	далее и	1	1
195	смерть в	1	1
196	под которым	1	1
197	века в	1	1
198	его не	1	1
199	всей ее	1	1
200	самое замечательное	1	1
201	до времени	1	1
202	мы имеем	3	1
203	мир не	1	1
204	вопрос о	1	1
205	нам в	3	1
206	а для	1	1
207	я не	5	1
208	зависимости от	1	1
209	первого и	1	1
210	о роли	1	1
211	в ней	2	1
212	и самого	1	1
213	иное как	1	1
214	столь же	2	1
215	его отношение	1	1
216	но не	3	1
217	слов не	1	1
218	не входит	1	1
219	с совершенно	1	1
220	всей моей	1	1
221	что они	3	1
222	нашего сознания	1	1
223	в течение	2	1
224	в центре	2	1
225	первый взгляд	1	1
226	в рамках	6	1
227	же с	1	1
228	все же	6	1
229	однако не	2	1
230	находящиеся в	1	1
231	хотя и	5	1
232	когда он	1	1
233	может во	1	1
234	не являются	2	1
235	его к	1	1
236	уже не	4	1
237	точку зрения	3	1
238	его мать	1	1
239	в нашем	2	1
240	как он	2	1
241	сказал я	1	1
242	по мнению	1	1
243	всей его	1	1
244	добраться до	1	1
245	что она	2	1
246	не следует	3	1
247	что было	1	1
248	этом своем	1	1
249	другом человеке	1	1
250	именно то	2	1
251	из него	1	1
252	подобно тому	2	1
253	матери не	1	1
254	без исключения	1	1
255	по его	2	1
256	а то	2	1
257	в мире	4	1
258	конечно в	1	1
259	матери или	1	1
260	состояние как	1	1
261	той же	2	1
262	в единую	1	1
263	входит в	1	1
264	это было	1	1
265	истории и	1	1
266	которая была	1	1
267	поведения и	1	1
268	и социально	1	1
269	он является	3	1
270	служит в	1	1
271	в самую	2	1
272	как кажется	1	1
273	несмотря на	2	1
274	жизни но	1	1
275	мир в	1	1
276	и того	3	1
277	одного и	1	1
278	искать в	1	1
279	что есть	1	1
280	в следующем	1	1
281	его мнению	1	1
282	вторая часть	1	1
283	что я	3	1
284	к такой	1	1
285	к искажению	1	1
286	однако в	2	1
287	которой является	1	1
288	человека но	1	1
289	освободиться от	1	1
290	всех их	1	1
291	можно ли	1	1
292	и внешней	1	1
293	иной раз	1	1
294	одна из	3	1
295	до поры	1	1
296	всех без	1	1
297	что иное	1	1
298	того чтобы	3	1
299	только не	2	1
300	вытекает из	1	1
301	не имеет	2	1
302	ничего не	6	1
303	обратим внимание	1	1
304	всего на	1	1
305	пути и	1	1
306	за которой	1	1
307	связи с	1	1
308	ничто не	1	1
309	в сознании	2	1
310	в виду	1	1
311	мы и	1	1
312	на противоположном	1	1
313	у меня	2	1
314	мы узнаем	2	1
315	следует заметить	1	1
316	же самое	1	1
317	к тому	9	1
318	той или	3	1
319	поры до	1	1
320	что при	1	1
321	она не	1	1
322	опоры на	1	1
323	на другой	1	1
324	данном случае	6	1
325	эти столь	1	1
326	характер и	3	1
327	в себя	4	1
328	приводит к	1	1
329	роль в	2	1
330	и что	2	1
331	ее жизнь	1	1
332	если они	1	1
333	например о	1	1
334	и сам	3	1
335	в другом	4	1
336	можно было	2	1
337	времени и	4	1
338	его жизни	2	1
339	каждого из	1	1
340	еще в	1	1
341	это только	1	1
342	если бы	4	1
343	о ней	3	1
344	о нем	3	1
345	раз того	1	1
346	действия но	2	1
347	и здесь	2	1
348	и т.д	4	1
349	в детском	1	1
350	имеем дело	2	1
351	внимание на	3	1
352	говорит об	1	1
353	почти полное	1	1
354	этот момент	1	1
355	с нами	1	1
356	эти два	2	1
357	на одном	2	1
358	в другой	1	1
359	наконец в	1	1
360	все время	1	1
361	человека как	1	1
362	вся жизнь	2	1
363	к нему	1	1
364	себя с	2	1
365	получает возможность	1	1
366	что только	1	1
367	дело с	2	1
368	к их	1	1
369	может оказаться	2	1
370	и матери	1	1
371	делает его	1	1
372	с одной	5	1
373	в качестве	14	1
374	себя в	2	1
375	события и	1	1
376	и искусно	1	1
377	то и	3	1
378	в нашей	1	1
379	его жизненной	1	1
380	растворяется в	1	1
381	не будут	1	1
382	в конце	4	1
383	вовсе не	2	1
384	не случайно	2	1
385	заметить что	1	1
386	не говорит	1	1
387	как раз	3	1
388	этом отношении	3	1
389	него уже	1	1
390	в любви	1	1
391	внутреннего мира	1	1
392	они становятся	1	1
393	для того	1	1
394	со стороны	6	1
395	или иной	3	1
396	индивида и	1	1
397	с другой	5	1
398	в свою	2	1
399	и быть	1	1
400	а с	2	1
401	говорит о	2	1
402	связано с	1	1
403	у нас	2	1
404	одной стороны	5	1
405	как часть	1	1
406	его смерти	1	1
407	на этот	1	1
408	зависит от	2	1
409	а не	17	1
410	с которым	1	1
411	человек есть	1	1
412	об ее	1	1
413	точно из	1	1
414	не всегда	1	1
415	в связи	1	1
416	не психический	1	1
417	и особенно	1	1
418	намек на	1	1
419	не сразу	1	1
420	в человеке	1	1
421	предположить что	1	1
422	в данном	10	1
423	тому как	2	1
424	что же	1	1
425	а потом	2	1
426	быть только	1	1
427	даже с	1	1
428	только себя	1	1
429	матери а	1	1
430	том смысле	1	1
431	о его	1	1
432	в культуре	2	1
433	этом и	1	1
434	потому не	2	1
435	изобразить их	1	1
436	не подлежит	1	1
437	и представления	1	1
438	было на	1	1
439	интерес к	2	1
440	еще более	1	1
441	на других	1	1
442	мы должны	1	1
443	позволяет нам	1	1
444	только что	2	1
445	я в	5	1
446	же в	4	1
447	хотя в	1	1
448	к ее	1	1
449	по поводу	2	1
450	является его	2	1
451	жизни в	6	1
452	в психологии	1	1
453	смысле они	1	1
454	а во	2	1
455	мир но	1	1
456	по которой	1	1
457	не что	1	1
458	себе но	1	1
459	самое важное	1	1
460	в своих	2	1
461	этой точки	1	1
462	ли признать	1	1
463	как на	2	1
