N	2gram	Vygotskiy__7	KulturaY
1	и т	1	39
2	потому что	16	25
3	и в	26	23
4	письменной речи	3	21
5	не только	24	20
6	в том	18	19
7	в этом	29	18
8	и не	18	16
9	было бы	6	15
10	так как	14	15
11	может быть	7	15
12	ни к	1	15
13	точки зрения	28	14
14	все эти	6	12
15	если бы	5	12
16	у нас	2	12
17	в самом	9	12
18	но в	4	11
19	том что	17	11
20	того чтобы	19	11
21	в области	4	11
22	по себе	3	10
23	а не	6	10
24	что в	12	10
25	самом деле	6	9
26	вопрос о	6	9
27	в сущности	9	9
28	то что	24	9
29	можно было	2	9
30	вовсе не	2	9
31	для того	18	9
32	не может	11	9
33	только потому	3	8
34	с точки	21	8
35	не в	4	8
36	языка и	1	8
37	и что	6	8
38	в качестве	5	8
39	прежде всего	7	8
40	с другой	4	8
41	что это	6	7
42	все же	6	7
43	в нашем	4	7
44	в силу	5	7
45	и с	5	7
46	не менее	4	7
47	но и	11	7
48	с помощью	13	7
49	другой стороны	1	7
50	то же	8	6
51	но не	3	6
52	в этой	3	6
53	это не	3	6
54	тем не	3	6
55	речи в	27	6
56	ту же	2	6
57	между тем	1	6
58	этот вопрос	1	6
59	вопроса о	2	6
60	слова в	5	6
61	что не	2	6
62	что мы	9	6
63	в речи	5	6
64	и то	7	5
65	также и	2	5
66	мы имеем	1	5
67	я не	3	5
68	зависимости от	1	5
69	еще не	4	5
70	целый ряд	4	5
71	по существу	1	5
72	что все	2	5
73	об этом	3	5
74	лишь в	2	5
75	и тем	6	5
76	несмотря на	2	5
77	и здесь	2	5
78	не могут	4	5
79	ясно что	1	5
80	приводит к	4	5
81	в его	4	5
82	один из	2	5
83	что он	8	5
84	только в	8	5
85	речь в	4	5
86	всяком случае	1	5
87	само по	1	5
88	там где	1	5
89	вместе с	12	5
90	как это	5	5
91	подобного рода	2	5
92	что же	2	5
93	этого слова	3	5
94	слова и	10	5
95	все это	3	5
96	этом смысле	1	5
97	таким образом	23	5
98	речи и	30	5
99	во всяком	2	5
100	в зависимости	1	4
101	говорить о	1	4
102	что я	1	4
103	в данном	5	4
104	отнюдь не	1	4
105	однако не	1	4
106	перед нами	2	4
107	хотя и	1	4
108	если мы	5	4
109	на то	4	4
110	в нем	2	4
111	так и	3	4
112	но все	1	4
113	на этой	1	4
114	должно быть	2	4
115	можно ли	2	4
116	в то	3	4
117	на себе	1	4
118	но только	3	4
119	не имеет	2	4
120	ничего не	2	4
121	что на	2	4
122	к тому	7	4
123	но также	3	4
124	и о	3	4
125	от того	1	4
126	или в	2	4
127	могут быть	2	4
128	можно сказать	5	4
129	это слово	1	4
130	для нас	2	4
131	мы знаем	2	4
132	ни в	2	4
133	в конце	4	4
134	в них	1	4
135	в каком	1	4
136	не было	1	4
137	в связи	1	4
138	в разговоре	1	4
139	как бы	6	4
140	в результате	1	4
141	этой области	1	4
142	сказать что	8	4
143	была бы	1	4
144	к этому	2	4
145	так же	14	4
146	того же	1	3
147	это и	4	3
148	что слово	2	3
149	как не	1	3
150	а только	1	3
151	как в	4	3
152	данный момент	1	3
153	с этим	2	3
154	от речи	8	3
155	выражение в	6	3
156	то и	4	3
157	он не	3	3
158	всех этих	1	3
159	и по	3	3
160	на этом	1	3
161	что она	8	3
162	о которых	2	3
163	этого не	1	3
164	чем в	4	3
165	что такое	1	3
166	этого вопроса	1	3
167	в процессе	5	3
168	слова не	1	3
169	казалось бы	2	3
170	слова как	5	3
171	речи не	5	3
172	этой речи	7	3
173	и его	12	3
174	связи с	4	3
175	отличается от	3	3
176	всего в	2	3
177	что оно	4	3
178	как мы	14	3
179	в виду	5	3
180	в ней	3	3
181	здесь не	1	3
182	последнее время	3	3
183	а в	2	3
184	грамматических форм	1	3
185	для этого	3	3
186	вот почему	1	3
187	никак не	5	3
188	аналогии с	1	3
189	что и	3	3
190	в форме	1	3
191	в лучшем	2	3
192	конце концов	1	3
193	того что	14	3
194	есть в	3	3
195	уже в	2	3
196	же в	1	3
197	до конца	5	3
198	языка но	1	3
199	у него	1	3
200	как раз	3	3
201	тем что	9	3
202	именно в	6	3
203	речи а	5	3
204	в соответствии	1	3
205	из которых	2	3
206	слов в	1	3
207	лучшем случае	2	3
208	но для	2	3
209	своей собственной	1	3
210	этом отношении	3	3
211	но это	3	3
212	совершенно не	2	3
213	от слова	6	3
214	это так	1	3
215	к этой	2	3
216	и это	1	3
217	точно так	2	3
218	гораздо более	4	3
219	также что	1	2
220	отношения к	2	2
221	же как	8	2
222	и потому	3	2
223	на самом	3	2
224	о разных	1	2
225	и есть	2	2
226	отношений в	1	2
227	тем же	5	2
228	можно говорить	2	2
229	и до	2	2
230	почти всегда	2	2
231	той же	8	2
232	что между	2	2
233	что если	2	2
234	этого термина	2	2
235	бы сказать	2	2
236	а следовательно	1	2
237	мы будем	1	2
238	к слову	14	2
239	конечном счете	2	2
240	ответ на	2	2
241	очевидно что	3	2
242	отличие от	2	2
243	что они	10	2
244	дает нам	1	2
245	речи но	11	2
246	в своем	1	2
247	могли бы	5	2
248	его к	2	2
249	от этого	1	2
250	за собой	1	2
251	речи на	2	2
252	при этом	1	2
253	не как	1	2
254	состоит в	3	2
255	за счет	2	2
256	в одну	2	2
257	в другом	1	2
258	на ту	1	2
259	на все	1	2
260	заключается в	6	2
261	данном случае	5	2
262	только о	2	2
263	же образом	1	2
264	это положение	3	2
265	все равно	1	2
266	соответствии с	1	2
267	с тем	5	2
268	как и	15	2
269	мы видели	3	2
270	мы с	1	2
