N	2gram	Nazirov_Vr_1	Problema
1	и в	8	30
2	в своей	2	22
3	не только	9	18
4	то что	7	18
5	в этом	8	17
6	том что	3	17
7	и даже	6	14
8	людей и	1	13
9	таким образом	2	13
10	но и	7	13
11	потому что	1	13
12	также и	1	12
13	о том	4	12
14	в его	3	12
15	в том	3	12
16	в н	1	12
17	и не	5	12
18	в своем	3	11
19	у него	5	11
20	в этой	2	10
21	для нас	4	10
22	точки зрения	2	10
23	все же	6	9
24	но в	6	9
25	и вообще	1	9
26	и все	7	9
27	хотя и	1	8
28	с точки	2	8
29	в конце	3	8
30	но не	1	7
31	как и	6	7
32	никогда не	2	7
33	связи с	3	7
34	так и	1	7
35	что он	4	7
36	мы находим	1	7
37	может быть	4	7
38	говорит о	1	7
39	в связи	3	7
40	вместе с	2	7
41	тут же	1	6
42	и как	3	6
43	в нем	6	6
44	при помощи	2	6
45	его в	3	6
46	несмотря на	4	6
47	можно найти	1	6
48	и его	3	6
49	и что	8	6
50	уже не	2	6
51	с другой	1	6
52	прежде всего	1	6
53	как бы	4	6
54	конце концов	1	6
55	а в	2	6
56	другой стороны	1	6
57	и то	2	5
58	в году	18	5
59	не просто	1	5
60	за это	1	5
61	тем не	1	5
62	в силу	1	5
63	и с	6	5
64	он и	1	5
65	еще в	1	5
66	но он	3	5
67	что этот	1	5
68	не менее	2	5
69	того как	1	5
70	и о	3	5
71	что у	3	5
72	и у	3	5
73	и их	1	5
74	не может	2	5
75	так же	4	5
76	как раз	2	5
77	в самом	1	5
78	что в	7	5
79	к людям	1	4
80	человека и	1	4
81	того же	1	4
82	едва ли	1	4
83	и он	2	4
84	отнюдь не	2	4
85	в себе	2	4
86	при этом	4	4
87	же не	2	4
88	об этом	5	4
89	было бы	1	4
90	не мог	2	4
91	по крайней	1	4
92	в то	5	4
93	как о	1	4
94	за что	1	4
95	и сам	1	4
96	ясно что	1	4
97	нас в	1	4
98	крайней мере	1	4
99	в качестве	1	4
100	в период	2	4
101	далеко не	3	4
102	а с	2	4
103	в частности	1	4
104	этот мотив	1	4
105	из этого	1	4
106	у людей	1	4
107	в виду	4	3
108	в ней	4	3
109	еще не	2	3
110	он сам	2	3
111	в ее	1	3
112	совсем не	1	3
113	что они	1	3
114	он не	3	3
115	этом смысле	1	3
116	не всегда	1	3
117	сам же	1	3
118	однако в	1	3
119	гордого и	1	3
120	в русской	3	3
121	в духе	1	3
122	то время	1	3
123	жизнь и	1	3
124	с ним	4	3
125	а также	2	3
126	все в	1	3
127	к нему	1	3
128	русской литературе	3	3
129	же в	2	3
130	того что	1	3
131	в начале	6	3
132	в одном	1	3
133	именно в	1	3
134	и никогда	1	3
