N	2gram	Tiupa_Narr_1	KulturaY
1	и в	19	23
2	точки зрения	10	23
3	в том	18	22
4	не только	32	17
5	в этом	17	16
6	было бы	4	16
7	с точки	2	16
8	самом деле	2	14
9	может быть	25	14
10	в области	2	14
11	в самом	1	13
12	что в	3	13
13	не менее	3	12
14	потому что	1	12
15	том что	14	11
16	можно было	2	11
17	в его	9	11
18	того что	1	11
19	а не	12	11
20	у нас	1	10
21	и не	20	10
22	еще не	7	9
23	таким образом	1	9
24	тем не	3	9
25	хотя бы	4	9
26	прежде всего	4	9
27	лишь в	1	8
28	если бы	1	8
29	в виду	1	8
30	уже не	5	8
31	до сих	1	8
32	сих пор	1	8
33	как это	6	7
34	все эти	2	7
35	те же	4	7
36	с другой	8	7
37	или иной	5	7
38	на фоне	1	7
39	в данном	5	7
40	сказать что	4	7
41	то же	4	6
42	говорить о	2	6
43	в общем	1	6
44	в силу	4	6
45	только в	4	6
46	так и	9	6
47	при этом	9	6
48	и тем	4	6
49	в их	1	6
50	ничего не	2	6
51	связи с	4	6
52	не может	10	6
53	могут быть	3	6
54	по себе	5	6
55	о том	6	6
56	что и	1	6
57	тот же	1	6
58	что он	6	6
59	также и	1	5
60	и есть	1	5
61	в первом	3	5
62	как мы	3	5
63	в чем	1	5
64	в рамках	12	5
65	независимо от	2	5
66	все же	7	5
67	хотя и	3	5
68	из этих	3	5
69	как бы	4	5
70	как и	7	5
71	не в	14	5
72	вовсе не	1	5
73	от того	1	5
74	не могут	1	5
75	но также	1	5
76	той или	4	5
77	слов и	1	5
78	тем что	3	5
79	далеко не	5	5
80	в связи	2	5
81	тем более	2	5
82	но это	1	5
83	а в	11	5
84	совершенно не	2	5
85	того же	1	4
86	отношения между	1	4
87	в сущности	3	4
88	столь же	3	4
89	точка зрения	6	4
90	как в	7	4
91	в своем	2	4
92	в целом	1	4
93	этого слова	2	4
94	не столько	4	4
95	том чтобы	1	4
96	тем самым	6	4
97	как раз	2	4
98	в ее	3	4
99	данном случае	4	4
100	к языку	1	4
101	для нас	1	4
102	а также	7	4
103	между тем	3	4
104	один из	3	4
105	с одной	7	4
106	в нашей	1	4
107	что не	4	4
108	слова в	1	4
109	не случайно	2	4
110	не было	2	4
111	одной стороны	7	4
112	в той	6	4
113	то что	11	4
114	в таком	2	4
115	в слове	1	4
116	речь идет	4	3
117	на самом	1	3
118	это и	3	3
119	то в	6	3
120	есть не	1	3
121	мы не	1	3
122	сам по	1	3
123	в ней	3	3
124	время в	2	3
125	но не	5	3
126	но как	2	3
127	по отношению	7	3
128	очевидно что	1	3
129	отношение к	2	3
130	речи но	1	3
131	отнюдь не	5	3
132	что именно	2	3
133	что как	1	3
134	и к	1	3
135	что это	3	3
136	бы не	2	3
137	тому же	5	3
138	но на	1	3
139	он не	3	3
140	в первую	1	3
141	и с	4	3
142	зрения на	2	3
143	с этой	1	3
144	мы видели	1	3
145	не так	1	3
146	в которых	1	3
147	не понимает	1	3
148	и более	1	3
149	так называемого	1	3
150	она не	2	3
151	в то	3	3
152	как о	1	3
153	не имеет	2	3
154	на него	3	3
155	в процессе	1	3
156	в структуре	2	3
157	должна быть	2	3
158	говорить и	1	3
159	не по	1	3
160	что на	2	3
161	не есть	3	3
162	только то	1	3
163	в результате	2	3
164	но и	23	3
165	нас в	1	3
166	отметить что	1	3
167	это не	2	3
168	и только	2	3
169	может иметь	1	3
170	в какой	2	3
171	как же	1	3
172	а лишь	1	3
173	уже в	3	3
174	ни в	3	3
175	именно в	6	3
176	а именно	3	3
177	а с	3	3
178	и пр	1	3
179	первую очередь	1	3
180	когда мы	2	3
181	по существу	2	3
182	того или	2	3
183	поэтикой и	1	3
184	к тому	7	3
185	что вообще	1	3
186	другой стороны	4	3
187	или иного	2	3
188	по поводу	1	3
189	они не	2	3
190	таком случае	2	2
191	и через	1	2
192	было как	4	2
193	к другому	2	2
194	отношению к	6	2
195	бы уже	1	2
196	мы имеем	2	2
197	на себя	3	2
198	здесь не	4	2
199	в различных	1	2
200	не то	2	2
201	для обозначения	1	2
202	не все	5	2
203	отличие от	5	2
204	или иное	2	2
205	что они	3	2
206	языка и	2	2
207	дает нам	1	2
208	как к	2	2
209	когда он	3	2
210	и как	5	2
211	более или	2	2
212	но в	6	2
213	а во-вторых	1	2
214	в известном	2	2
215	и тот	2	2
216	так сказать	1	2
217	в значении	1	2
218	по происхождению	1	2
219	если же	1	2
220	отношений между	1	2
221	в россии	1	2
222	свое время	1	2
223	состоит в	13	2
224	на этом	1	2
225	но все	4	2
226	что все	1	2
227	его в	2	2
228	на протяжении	6	2
229	с другими	1	2
230	отказываться от	1	2
231	как об	1	2
232	себя внимание	3	2
233	как таковой	1	2
234	и того	1	2
235	одного и	1	2
236	или менее	2	2
237	и при	1	2
238	в котором	1	2
239	в отличие	5	2
240	не как	2	2
241	мысли и	1	2
242	своего рода	12	2
243	точку зрения	4	2
244	если это	1	2
245	однако в	2	2
246	не о	3	2
247	может служить	1	2
248	дело не	1	2
249	это еще	1	2
250	по своему	1	2
251	более что	1	2
252	в текст	1	2
253	которое в	1	2
254	отличается от	4	2
255	к другой	2	2
256	слава богу	1	2
257	то или	3	2
258	в пределах	2	2
259	на том	3	2
260	здесь как	1	2
261	совершенно иной	2	2
262	мог бы	3	2
263	к его	1	2
264	когда в	1	2
265	все те	4	2
266	и здесь	1	2
267	внимание на	1	2
268	можно сказать	5	2
269	как они	1	2
270	она может	2	2
271	известном смысле	2	2
272	в двух	2	2
273	может оказаться	2	2
274	деле не	1	2
275	тот или	1	2
276	в качестве	21	2
277	этом что	1	2
278	то и	1	2
279	ни одного	1	2
280	что если	1	2
281	не дает	1	2
282	а то	1	2
283	форм но	1	2
284	то у	1	2
285	образом не	1	2
286	в особенности	4	2
287	точек зрения	2	2
288	речи а	1	2
289	ни на	1	2
290	один и	1	2
291	о чем	2	2
292	что мы	2	2
293	в частности	14	2
294	так же	2	2
295	подхода к	1	2
296	в область	2	2
297	тому как	2	2
298	в тех	1	2
299	быть не	1	2
300	иначе говоря	6	2
301	еще раз	1	2
302	от нас	1	2
303	указать на	1	2
304	не с	3	2
305	надо полагать	2	2
306	функции не	1	2
307	не знает	1	2
308	первом случае	2	2
309	для большинства	1	2
310	только о	2	2
311	в свое	1	2
312	том числе	6	2
313	свою речь	1	1
314	отношения к	2	1
315	например в	2	1
316	же как	3	1
317	три слова	1	1
318	и то	1	1
319	значении этого	3	1
320	мере в	1	1
321	оказываются в	1	1
322	далее и	1	1
323	между двумя	5	1
324	на две	1	1
325	с таким	1	1
326	уже по	1	1
327	согласно которой	1	1
328	чего в	1	1
329	ставят перед	1	1
330	и ничего	1	1
331	во времени	8	1
332	но она	1	1
333	в изложении	1	1
334	как не	1	1
335	одного слова	1	1
336	письменные формы	1	1
337	таковы например	1	1
338	события здесь	1	1
339	и на	3	1
340	а еще	1	1
341	между собой	2	1
342	он сам	2	1
343	имело место	1	1
344	из композиционных	1	1
345	бы то	3	1
346	традиции это	1	1
347	в отвлечении	2	1
348	мы будем	1	1
349	легко может	1	1
350	не входит	1	1
351	как быть	1	1
352	тогда как	12	1
353	нет и	2	1
354	речевой жанр	1	1
355	какой-либо определенной	1	1
356	идет о	2	1
357	все благополучно	2	1
358	а некий	1	1
359	как оказывается	1	1
360	что касается	2	1
361	перед нами	4	1
362	и где	1	1
363	все без	1	1
364	собственно и	1	1
365	как уже	1	1
366	в противоположность	2	1
367	зрения как	1	1
368	лет а	1	1
369	не такое	1	1
370	или иную	2	1
