N	3gram	Ircho_Kome_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	для того чтобы	1	6
4	в том что	9	6
5	в этом отношении	3	5
6	так же как	1	4
7	в том числе	1	4
8	как мы видели	1	4
9	до сих пор	2	3
10	и прежде всего	1	3
11	то же самое	2	2
12	в чем же	1	2
13	в отличие от	1	2
14	можно было бы	1	2
15	внешнее и внутреннее	1	2
16	же как и	1	2
17	в данном случае	1	2
18	в то время	5	2
19	можно говорить о	1	2
20	в большинстве случаев	1	2
21	к тому же	5	2
22	в отрыве от	1	2
23	том что в	1	1
24	что иное как	1	1
25	да и в	1	1
26	но ни в	1	1
27	не находим в	1	1
28	в стороне от	1	1
29	хотя и не	1	1
30	по отношению к	3	1
31	и все остальные	1	1
32	как составная часть	1	1
33	ни в коем	1	1
34	что он не	1	1
35	независимо от того	1	1
36	это вовсе не	1	1
37	вместе с тем	1	1
38	в коем случае	1	1
39	в это время	1	1
40	в значительной степени	1	1
41	в самом начале	1	1
42	в этой пьесе	1	1
43	как он был	1	1
44	в одном случае	1	1
45	в течение всей	1	1
46	для этой цели	1	1
47	а вслед за	1	1
48	дошедших до нас	3	1
49	и таким образом	2	1
50	не мог не	1	1
51	мы не находим	1	1
52	внешней и внутренней	2	1
53	не что иное	1	1
54	как и в	2	1
55	но он не	1	1
56	о том что	3	1
57	народ и его	1	1
58	в этой же	1	1
59	о том насколько	2	1
60	в течение всего	1	1
61	но и не	1	1
62	друг от друга	1	1
63	то время когда	1	1
64	в его творчестве	1	1
65	в другом случае	1	1
66	после того как	3	1
67	как мы уже	1	1
68	все это конечно	1	1
69	был одним из	1	1
70	тем не менее	1	1
71	в конце xv	1	1
72	не представляется возможным	1	1
73	так как он	1	1
74	именно потому что	2	1
