N	3gram	Vygotskiy__1	Komedia
1	в том что	15	9
2	в то время	5	5
3	с другой стороны	9	5
4	том что он	2	4
5	то время как	4	4
6	в конце концов	1	4
7	в одном из	2	4
8	то же время	2	4
9	в то же	2	4
10	и т д	1	4
11	по отношению к	7	3
12	в этом отношении	4	3
13	речь идет о	2	3
14	с одной стороны	8	3
15	едва ли не	1	3
16	о том что	6	3
17	не в состоянии	2	2
18	то же самое	3	2
19	но и в	1	2
20	в первую очередь	3	2
21	и тем что	1	2
22	до сих пор	4	2
23	как и в	1	2
24	во всяком случае	3	2
25	и таким образом	2	2
26	на то что	3	2
27	к этому же	1	1
28	том что в	2	1
29	хотя и не	1	1
30	в силу этого	3	1
31	другой стороны в	1	1
32	время от времени	1	1
33	состоит в том	1	1
34	предстает перед нами	1	1
35	большей или меньшей	1	1
36	и все остальные	1	1
37	в том числе	1	1
38	в ответ на	1	1
39	в соответствии с	1	1
40	в том же	1	1
41	же как и	4	1
42	с этой точки	1	1
43	в зависимости от	2	1
44	вместе с тем	5	1
45	сам по себе	3	1
46	независимо от того	2	1
47	можно было бы	3	1
48	было бы сравнить	1	1
49	в значительной степени	2	1
50	чтобы убедиться в	2	1
51	так же как	5	1
52	в этой области	1	1
53	в данном случае	2	1
54	к сожалению не	1	1
55	не только в	1	1
56	сделать вывод что	1	1
57	в высшей степени	4	1
58	смысле этого слова	3	1
59	ответа на вопрос	1	1
60	в чем же	1	1
61	в отличие от	1	1
62	и на его	1	1
63	вопрос о чем	1	1
64	о которых мы	1	1
65	потому что они	1	1
66	до наших дней	1	1
67	этой точки зрения	1	1
68	в тех случаях	1	1
69	не мог не	1	1
70	и вот в	1	1
71	могут быть с	2	1
72	что он не	1	1
73	что у него	1	1
74	с самого начала	8	1
75	что в действительности	1	1
76	бы сравнить с	1	1
77	на основании этого	2	1
78	друг от друга	3	1
79	которые могут быть	1	1
80	тех случаях когда	1	1
81	как мы уже	1	1
82	к тому что	3	1
83	тем не менее	1	1
84	мы уже знаем	1	1
85	для того чтобы	15	1
86	так как он	2	1
