N	3gram	Losev_Prob_3	Problemy
1	в то же	4	10
2	на самом деле	2	9
3	с самим собою	1	7
4	в той или	2	4
5	во всяком случае	6	4
6	для себя самого	1	4
7	той или иной	8	4
8	бы то ни	4	3
9	одно и то	3	3
10	то ни было	3	3
11	в конце концов	3	3
12	и то же	4	3
13	друг к другу	1	3
14	с другой стороны	5	3
15	не может быть	5	3
16	к тому же	1	3
17	смысле этого слова	1	2
18	чего бы то	2	2
19	вполне понятно что	1	2
20	для этого необходимо	1	2
21	так что он	2	2
22	как раз и	4	2
23	с точки зрения	2	2
24	сам по себе	6	2
25	в отличие от	2	2
26	по себе и	1	2
27	что он только	1	2
28	можно было бы	3	2
29	и не в	1	2
30	на этот раз	3	2
31	и в этом	6	2
32	так и в	1	2
33	этого слова в	1	2
34	в том что	9	2
35	именно потому что	3	2
36	если бы он	1	1
37	с самим предметом	1	1
38	в чем не	2	1
39	точки зрения на	1	1
40	но как мы	1	1
41	в чем же	1	1
42	все это уже	1	1
43	а вовсе не	2	1
44	дело в том	3	1
45	так же и	1	1
46	на котором мы	1	1
47	и это вовсе	2	1
48	в самом деле	1	1
49	но даже и	4	1
50	в том и	1	1
51	никак не может	2	1
52	и к другим	1	1
53	том что он	1	1
54	того или другого	3	1
55	в этом случае	5	1
56	да и то	2	1
57	что же касается	4	1
58	уже сама по	1	1
59	и своего собственного	1	1
60	до сих пор	2	1
61	как мы сказали	1	1
62	бы даже и	1	1
63	то есть именно	1	1
64	что он не	1	1
65	мы могли бы	3	1
66	что в нем	1	1
67	это вовсе не	4	1
68	том или ином	2	1
69	благодаря тому что	1	1
70	не в содержании	1	1
71	по крайней мере	5	1
72	и то что	7	1
73	с собой не	1	1
74	может быть и	3	1
75	ни на какое	1	1
76	к тому что	1	1
77	о том как	2	1
78	то время как	4	1
79	в том или	2	1
80	то что у	3	1
81	в данном случае	7	1
82	до конца и	1	1
83	в глаза и	1	1
84	тем что он	1	1
85	с которыми мы	1	1
86	и все его	1	1
87	в себе как	1	1
88	как будто бы	3	1
89	самом деле и	1	1
90	настолько велико что	1	1
91	вернемся еще раз	1	1
92	и как бы	2	1
93	всяком случае не	1	1
94	художественное произведение в	1	1
95	то есть такого	1	1
96	в нем не	1	1
97	и именно потому	1	1
98	как впрочем и	1	1
99	только на одно	1	1
100	но и с	1	1
101	для чего же	1	1
102	потому что они	2	1
103	никогда не является	1	1
104	что же такое	3	1
105	и во всяком	1	1
106	в то время	4	1
107	что он есть	2	1
108	и ни в	2	1
109	чем иным как	1	1
110	как и в	1	1
111	имел в виду	1	1
112	но только в	2	1
113	в такой форме	1	1
114	и того же	1	1
115	о том что	3	1
116	у него с	1	1
117	не чем иным	1	1
118	как и во	1	1
119	не только не	1	1
120	себе и не	1	1
121	ни в чем	2	1
122	можно сказать что	2	1
123	как бы ни	1	1
124	которая может быть	1	1
125	одного и того	1	1
126	друг от друга	2	1
127	тем не менее	10	1
128	по себе но	1	1
129	как мы говорили	2	1
130	и во всем	1	1
131	для самого себя	2	1
132	сама по себе	8	1
133	как мы видели	2	1
134	для того чтобы	1	1
135	никогда и не	1	1
136	а не в	1	1
137	уже не в	1	1
138	что и в	3	1
139	то же самое	7	1
140	для себя не	1	1
141	мы еще не	1	1
