N	3gram	Tiupa_Hudo_1	Myslijsy
1	по отношению к	8	13
2	в том что	6	13
3	не может быть	2	9
4	только в том	2	6
5	тем не менее	3	6
6	и в этом	1	6
7	потому что не	1	4
8	не в том	2	4
9	в свою очередь	1	4
10	в этом смысле	1	4
11	в том смысле	1	4
12	и т д	3	4
13	а между тем	1	3
14	с точки зрения	3	3
15	с тем что	1	3
16	и что в	1	3
17	с одной стороны	1	3
18	в том как	1	3
19	а в том	1	3
20	то же время	8	3
21	с самого начала	1	3
22	так и в	1	3
23	не только в	2	3
24	в то же	8	3
25	по его словам	1	2
26	только потому что	2	2
27	в том и	1	2
28	в таком случае	1	2
29	заключает в себе	1	2
30	но и для	1	2
31	то и другое	2	2
32	к тому что	4	2
33	и потому что	1	2
34	не только для	1	2
35	не только не	1	2
36	и т п	8	2
37	если бы не	1	2
38	друг от друга	1	2
39	как и в	3	2
40	на том что	1	1
41	это могло бы	1	1
42	нет дела до	1	1
43	на самом деле	1	1
44	имеют для них	1	1
45	в ответ на	1	1
46	одной стороны и	1	1
47	и там где	1	1
48	и то и	1	1
49	сами по себе	1	1
50	не потому что	1	1
51	друг другу то	1	1
52	же время не	1	1
53	в этом отношении	3	1
54	ошибочно было бы	1	1
55	до сих пор	2	1
56	при этом не	1	1
57	никогда не была	1	1
58	в данное время	1	1
59	можно было бы	4	1
60	может быть только	1	1
61	с этой точки	1	1
62	более или менее	1	1
63	можно заметить что	1	1
64	здесь именно в	1	1
65	быть может даже	1	1
66	в связи с	3	1
67	потому что оно	1	1
68	но при этом	1	1
69	между тем в	1	1
70	в этих словах	2	1
71	отношению к другим	1	1
72	еще и потому	1	1
73	столь же мало	2	1
74	во всяком случае	1	1
75	не только потому	1	1
76	между этими двумя	1	1
77	никак не могло	1	1
78	по себе а	1	1
79	то что мы	1	1
80	о том что	9	1
81	этой точки зрения	1	1
82	но все же	1	1
83	не имеют для	1	1
84	было бы ошибочно	1	1
85	на то что	2	1
86	в первом случае	1	1
87	друг друга и	1	1
88	она не может	1	1
89	могло бы быть	1	1
