N	2gram	Vygotskiy__1	DiskursI
1	в качестве	9	34
2	не только	16	28
3	в том	24	23
4	а не	3	22
5	том что	21	19
6	представляет собой	11	17
7	может быть	14	17
8	как и	14	16
9	и в	23	16
10	в этом	17	15
11	еще не	1	14
12	но и	14	14
13	при этом	4	13
14	по своей	5	11
15	но не	4	11
16	прежде всего	10	11
17	и не	9	11
18	как в	4	10
19	с другой	10	10
20	по отношению	7	9
21	в нем	1	9
22	не может	12	9
23	состоит в	1	9
24	с одной	8	9
25	одной стороны	9	9
26	в частности	2	9
27	отношению к	7	9
28	отнюдь не	1	8
29	но в	5	8
30	о том	6	8
31	так и	5	8
32	а также	1	8
33	не было	1	7
34	в себе	6	7
35	то же	8	7
36	не в	4	7
37	в основе	8	7
38	со стороны	1	7
39	в его	14	7
40	только в	6	7
41	в своем	3	6
42	и как	5	6
43	ни к	1	6
44	и на	8	5
45	во всех	3	5
46	отличие от	1	5
47	в силу	6	5
48	в котором	4	5
49	в их	3	5
50	в отличие	1	5
51	в процессе	8	5
52	или иной	1	5
53	можно сказать	5	5
54	а с	4	5
55	в данном	2	5
56	как бы	11	5
57	к тому	4	5
58	а в	2	5
59	то что	17	5
60	в своей	4	5
61	в которых	3	4
62	с его	4	4
63	в сторону	1	4
64	в истории	1	4
65	и к	4	4
66	уже не	2	4
67	в целом	20	4
68	на его	1	4
69	лишь в	6	4
70	в них	2	4
71	потому что	6	4
72	могут быть	3	4
73	для себя	4	4
74	и т.д	5	4
75	внимание на	1	4
76	же время	2	4
77	между тем	9	4
78	одной из	1	4
79	что он	7	4
80	для него	2	4
81	что не	1	4
82	связи с	3	4
83	такого рода	1	4
84	не является	9	4
85	что в	14	4
86	также и	1	3
87	и потому	2	3
88	значении этого	1	3
89	в первом	2	3
90	столь же	6	3
91	той или	1	3
92	в одной	3	3
93	с этим	6	3
94	перед нами	5	3
95	в самом	7	3
96	заключается в	8	3
97	это не	1	3
98	ведет к	1	3
99	точки зрения	26	3
100	в ходе	8	3
101	в своих	5	3
102	по себе	5	3
103	в то	7	3
104	таким образом	26	3
105	ли не	1	3
106	должны быть	1	3
107	в строгом	1	3
108	в ситуации	1	3
109	как не	1	3
110	свою очередь	3	3
111	в ее	2	3
112	не с	2	3
113	еще в	1	3
114	и даже	2	3
115	что и	1	3
116	в лингвистике	1	3
117	хотя бы	4	3
118	из них	1	3
119	к ним	1	3
120	тем что	6	3
121	именно в	6	3
122	и составляет	1	3
123	по своему	1	3
124	тому как	1	3
125	того что	15	3
126	один из	2	3
127	все же	3	3
128	как уже	7	3
129	в свою	4	3
130	сказать что	11	3
131	другой стороны	9	3
132	в действительности	1	3
133	это понятие	2	3
134	отношения к	3	2
135	одним из	1	2
136	например в	1	2
137	жизни сознания	2	2
138	он всегда	1	2
139	едва ли	2	2
140	в сущности	6	2
141	совпадает с	1	2
142	в виду	1	2
143	между собой	5	2
144	в различных	1	2
145	в новом	3	2
146	за пределы	2	2
147	стороны и	1	2
148	как к	1	2
149	что касается	1	2
150	хотя и	2	2
151	когда он	2	2
152	сознания в	2	2
153	целый ряд	4	2
154	в противоположность	2	2
155	в тех	1	2
156	в этой	7	2
157	всей его	3	2
158	в значении	1	2
159	он ни	1	2
160	в принципе	1	2
161	силу своей	1	2
162	том чтобы	3	2
163	на этом	2	2
164	так например	1	2
165	могла бы	1	2
166	об этом	3	2
167	и тем	6	2
168	к области	1	2
169	соответствии с	1	2
170	иначе говоря	2	2
171	наших дней	1	2
172	и без	1	2
173	мысли и	6	2
174	по крайней	1	2
175	и относительно	1	2
176	возможно только	1	2
177	по мере	4	2
178	не менее	1	2
179	что с	2	2
180	внутренней речи	9	2
181	к такому	1	2
182	не могло	3	2
183	своей природе	2	2
184	и его	6	2
185	однако это	1	2
186	крайней мере	1	2
187	его понимании	1	2
188	отличается от	1	2
189	же самое	3	2
190	числе и	1	2
191	значительной степени	2	2
192	оно не	1	2
193	как мы	5	2
194	с ее	1	2
195	данном случае	2	2
196	языка и	1	2
197	что делает	1	2
198	приводит к	4	2
199	в другом	7	2
200	строго говоря	2	2
201	во всяком	3	2
202	единица речевого	1	2
203	и что	5	2
204	одного из	3	2
205	в значительной	2	2
206	на протяжении	1	2
207	работы с	1	2
208	в форме	1	2
209	представления о	1	2
210	большей или	1	2
211	в какой	5	2
212	и ее	7	2
213	уже в	3	2
214	в равной	2	2
215	или даже	2	2
216	по выражению	1	2
217	к мысли	2	2
218	слова в	1	2
219	как их	1	2
220	в одном	4	2
221	как его	1	2
222	заметить что	2	2
223	общения и	3	2
224	никогда не	2	2
225	на ее	2	2
226	чем он	2	2
227	и др	1	2
228	более того	1	2
229	в соответствии	1	2
230	зависит от	1	2
231	однако и	1	2
232	одну из	4	2
233	о чем	2	2
234	к его	2	2
235	что же	1	2
236	в ряду	1	2
237	для понимания	1	2
238	высказывания и	1	2
239	рассматривать как	1	2
240	или в	1	2
241	о котором	2	2
242	своей собственной	1	2
243	и все	5	2
244	указывает на	2	2
245	как показывает	1	2
246	или меньшей	1	2
247	хотя в	1	2
248	что даже	1	2
249	речи как	8	2
250	это в	1	2
251	к этому	4	2
252	том числе	1	2
253	как известно	3	1
254	человеческой речи	8	1
255	речь идет	2	1
256	между мыслью	4	1
257	для построения	1	1
258	не остается	3	1
259	сам по	3	1
260	и то	3	1
261	этом пункте	1	1
262	самом деле	3	1
263	на самом	1	1
264	переход от	1	1
265	и должны	2	1
266	идет о	2	1
267	чего не	1	1
268	не хочет	1	1
269	и до	2	1
270	во-первых в	1	1
271	той же	2	1
272	говоря мы	1	1
273	учения об	1	1
274	вторая часть	1	1
275	только благодаря	1	1
276	говорить о	2	1
277	принадлежит к	1	1
278	я не	3	1
279	в изложении	2	1
280	из того	5	1
281	которое не	2	1
282	мы и	3	1
283	быть осуществлено	1	1
284	к общему	1	1
285	что оба	1	1
286	на них	1	1
287	не могу	3	1
288	поведении человека	1	1
289	как таковая	2	1
290	и главное	1	1
291	и читателей	1	1
292	могло быть	1	1
293	оно в	1	1
294	не то	1	1
295	конечном счете	1	1
296	себе и	2	1
297	мы называем	3	1
298	из важнейших	2	1
299	что они	3	1
300	речи но	3	1
301	отчасти и	1	1
302	как говорит	2	1
303	что во	1	1
304	же с	1	1
305	независимо от	6	1
306	его на	2	1
307	с их	1	1
308	просто как	1	1
309	тех случаях	2	1
310	работа представляет	2	1
311	вопросом о	1	1
312	к реалистической	1	1
313	генетические отношения	1	1
314	в непосредственной	1	1
315	его стали	1	1
316	или иную	1	1
317	ситуации в	1	1
318	в которой	3	1
319	бы и	2	1
320	общение с	1	1
321	что это	3	1
322	образом и	3	1
323	монолог в	1	1
324	он в	3	1
325	в нашем	2	1
326	из этих	3	1
327	и те	2	1
328	действительности а	1	1
329	учение о	3	1
330	что к	1	1
331	реальности а	1	1
332	следуя за	1	1
333	на то	5	1
334	в проблеме	1	1
335	в общении	2	1
336	что она	4	1
337	этом пути	1	1
338	он не	5	1
339	с ней	2	1
340	всех этих	2	1
341	в первую	3	1
342	чем у	1	1
343	к одному	1	1
344	не к	2	1
345	понимания и	1	1
346	новое и	1	1
347	содержит в	1	1
348	войти в	1	1
349	чем она	1	1
350	одно и	2	1
351	и заключается	1	1
352	но все	2	1
353	есть все	2	1
354	значение в	3	1
355	в поведении	3	1
356	самим собой	1	1
357	на все	3	1
358	все их	1	1
359	речью и	2	1
360	и других	3	1
361	первую очередь	3	1
362	с другими	2	1
363	на бумаге	1	1
364	действительности в	1	1
365	этом смысле	1	1
366	здесь это	1	1
367	в жизни	1	1
368	который по	2	1
369	только лишь	1	1
370	для них	1	1
371	же образом	1	1
372	о которых	1	1
373	с этой	6	1
374	с тем	7	1
375	в слове	2	1
376	которой он	1	1
377	мы видели	2	1
378	обозначить как	1	1
379	строгом смысле	1	1
380	мы не	7	1
381	слова и	5	1
382	потому и	2	1
383	автора и	1	1
384	как таковой	2	1
385	в научной	2	1
386	не мог	1	1
387	с еще	1	1
388	различные формы	2	1
389	в этих	2	1
390	во время	1	1
391	и при	2	1
392	таким же	1	1
393	значительную роль	1	1
394	в изучении	2	1
395	лежат в	1	1
396	с точки	18	1
397	если можно	1	1
398	не столько	4	1
399	равной мере	2	1
400	что до	1	1
401	от его	1	1
402	должны были	3	1
403	свойства которые	1	1
404	результате этого	1	1
405	вплоть до	1	1
406	процесса и	1	1
407	поэтому в	2	1
408	которые в	1	1
409	его к	1	1
410	что было	1	1
411	тем не	1	1
412	и эти	2	1
413	и более	5	1
414	лежит не	1	1
415	не могли	2	1
416	между двумя	2	1
417	и направления	1	1
418	и вся	1	1
419	раз и	1	1
420	чистом виде	1	1
421	стоит в	1	1
422	до конца	1	1
423	тем самым	5	1
424	самого начала	8	1
425	аналогично тому	1	1
426	не имеет	2	1
427	дело в	2	1
428	сознания это	1	1
429	они встречались	1	1
430	в центр	1	1
431	для всего	1	1
432	исследования на	1	1
433	не вполне	1	1
434	для всех	4	1
435	этих двух	3	1
436	и является	1	1
437	во всем	3	1
438	на него	2	1
439	целом и	5	1
440	как будто	1	1
441	этом отношении	4	1
442	и делает	1	1
443	в каком	3	1
444	явно не	1	1
445	и оно	1	1
446	выход из	1	1
447	когда мы	1	1
448	во все	1	1
449	про себя	2	1
450	себе дорогу	3	1
451	всего в	2	1
452	этой книги	1	1
453	согласно которому	1	1
454	и другим	2	1
455	примера можно	1	1
456	анализа в	1	1
457	постановки вопроса	1	1
458	теории в	1	1
459	говоря словами	3	1
460	т.е в	1	1
461	состоят в	1	1
462	и это	3	1
463	наблюдений над	1	1
464	значения и	2	1
465	и от	3	1
466	чтобы быть	1	1
467	только то	1	1
468	с самого	8	1
469	индивидуального а	1	1
470	собой по	1	1
471	живет в	1	1
472	над проблемой	1	1
473	во второй	1	1
474	той ситуации	1	1
475	мыслью и	7	1
476	другом с	1	1
477	если бы	5	1
478	в словах	2	1
479	мн др	1	1
480	и мн	1	1
481	развития в	2	1
482	быть в	1	1
483	все прочие	2	1
484	что его	2	1
485	другими и	1	1
486	нас в	1	1
487	в конечном	1	1
488	с реальной	1	1
489	вслед за	2	1
490	наконец в	2	1
491	в середине	1	1
492	в теории	4	1
493	еще только	1	1
494	речи которые	1	1
495	и мы	3	1
496	он видел	1	1
497	известном смысле	2	1
498	целое в	1	1
499	явлениях природы	1	1
500	о двух	1	1
501	и действительно	1	1
502	не имеющих	1	1
503	которое мы	3	1
504	по мнению	1	1
505	всех его	1	1
506	от самых	1	1
507	мере развития	3	1
508	со всеми	2	1
509	до наших	1	1
510	оказывается в	1	1
511	с двумя	2	1
512	как процесс	1	1
513	не имеют	1	1
514	вопроса о	2	1
515	все многообразие	1	1
516	то и	3	1
517	в виде	2	1
518	слова не	1	1
519	в известном	2	1
520	но для	1	1
521	ту или	2	1
522	очевидно что	1	1
523	всяком случае	3	1
524	в известной	2	1
525	представлений о	1	1
526	речи что	1	1
527	в конце	2	1
528	может служить	1	1
529	мы можем	6	1
530	от детского	1	1
531	как раз	4	1
532	мы назвали	1	1
533	сложилось в	1	1
534	и строго	1	1
535	параллельно с	1	1
536	представляют собой	2	1
537	быть сведено	2	1
538	исследований и	2	1
539	представление о	2	1
540	но эти	1	1
541	ходе своего	1	1
542	к рассмотрению	1	1
543	между которыми	1	1
544	в области	3	1
545	на примере	2	1
546	до сих	4	1
547	он ничего	1	1
548	связаны с	1	1
549	что человек	1	1
550	а именно	1	1
551	уходит в	1	1
552	с той	2	1
553	было бы	4	1
554	общения а	1	1
555	же о	1	1
556	на которых	2	1
557	связано с	2	1
558	всех прочих	2	1
559	от этого	2	1
560	в любой	1	1
561	отношения в	1	1
562	бы назвать	1	1
563	ничем не	1	1
564	не на	1	1
565	сознания от	1	1
566	основных и	1	1
567	речи это	1	1
568	что так	1	1
569	искусственных понятий	1	1
570	в одно	1	1
571	несмотря на	2	1
572	и психологической	1	1
573	с помощью	13	1
574	и речью	2	1
575	вместе с	9	1
576	до этого	1	1
577	как это	2	1
578	человека к	2	1
579	из трех	1	1
580	только его	1	1
581	их к	1	1
582	что вся	1	1
583	в область	1	1
584	целом ряде	2	1
585	непосредственное ощущение	1	1
586	наряду с	1	1
587	деятельности это	1	1
588	в современной	2	1
589	и реалистической	1	1
590	этого слова	4	1
591	в чистом	1	1
592	в контексте	1	1
593	сих пор	4	1
594	в основном	1	1
595	вытекающим из	1	1
596	о его	1	1
597	поэтому что	1	1
598	в чем	4	1
599	в смысле	2	1
600	это явление	1	1
601	ближе к	2	1
602	в книге	1	1
603	сведено к	2	1
604	случаях когда	1	1
605	указать на	1	1
606	значения слова	3	1
607	не существует	1	1
608	в результате	4	1
609	вопрос о	7	1
610	это как	1	1
611	которая в	2	1
612	а к	1	1
613	у них	1	1
614	для современной	3	1
615	от того	6	1
616	тем более	5	1
617	мы должны	5	1
618	в большей	1	1
619	по-видимому в	1	1
620	в новых	3	1
621	можно так	1	1
622	лежит в	2	1
623	так выразиться	1	1
624	отношении к	1	1
625	речь или	2	1
626	сообщения не	1	1
627	двумя различными	1	1
628	речи и	28	1
629	также не	2	1
630	и другие	1	1
631	или во	1	1
632	и мимики	1	1
633	который не	1	1
634	в таком	1	1
