N	3gram	Losev_Prob_2	Problemy
1	до сих пор	4	8
2	не может быть	3	8
3	и не может	1	7
4	в то же	4	5
5	в самом деле	2	4
6	в том числе	2	4
7	то есть в	2	4
8	более или менее	4	3
9	как раз и	4	3
10	том числе и	2	3
11	с самим собою	1	3
12	имеем в виду	2	3
13	с другой стороны	5	3
14	нам кажется что	1	3
15	мы имеем в	1	3
16	слова то есть	2	3
17	как нам кажется	1	2
18	в этом смысле	5	2
19	сами по себе	2	2
20	в узком смысле	1	2
21	но и в	3	2
22	можно было бы	2	2
23	это вовсе не	1	2
24	в том что	4	2
25	возникает вопрос о	1	2
26	о том что	14	2
27	в свое время	1	2
28	то есть если	2	2
29	можно сказать что	3	2
30	той или иной	1	2
31	в этих случаях	1	2
32	как мы уже	1	2
33	сама по себе	4	2
34	каждая из этих	1	1
35	не может не	1	1
36	но как раз	1	1
37	представим себе что	2	1
38	пространстве и времени	2	1
39	в той или	1	1
40	он сам и	1	1
41	прежде всего как	1	1
42	иметь в виду	1	1
43	и без всякого	1	1
44	а вовсе не	1	1
45	одним и тем	1	1
46	совершенно не соответствует	1	1
47	этот вопрос для	1	1
48	также и в	1	1
49	в этом случае	7	1
50	одной стороны и	3	1
51	же как и	1	1
52	и если мы	1	1
53	на том или	2	1
54	и во многих	1	1
55	уже в силу	1	1
56	мы говорили в	1	1
57	мы не будем	1	1
58	хотя оно и	1	1
59	и в то	1	1
60	хотя бы и	3	1
61	не знаем о	1	1
62	слова и вообще	1	1
63	между тем как	1	1
64	а может быть	2	1
65	на самом же	1	1
66	и в этих	1	1
67	в первых двух	1	1
68	может быть даже	1	1
69	речи как раз	1	1
70	более глубокое и	1	1
71	от языка как	1	1
72	в известной мере	1	1
73	не могли бы	1	1
74	этом смысле и	1	1
75	может быть и	2	1
76	даже и не	2	1
77	ничего не знать	1	1
78	не совпадает с	2	1
79	в том или	1	1
80	так же как	1	1
81	что же тут	1	1
82	в данном случае	5	1
83	и тем же	1	1
84	и говорить не	1	1
85	здесь вовсе не	1	1
86	мы не знаем	1	1
87	с одной стороны	5	1
88	в конце концов	7	1
89	и то же	1	1
90	и не вполне	1	1
91	как один из	1	1
92	то что мы	7	1
93	перед нами в	1	1
94	так или иначе	6	1
95	это последнее может	1	1
96	с разных сторон	1	1
97	в связи с	5	1
98	и вы не	1	1
99	во всяком случае	10	1
100	в точном смысле	1	1
101	своими корнями в	1	1
102	самом же деле	1	1
103	что до сих	1	1
104	было и не	1	1
105	и только на	1	1
106	мы бы сказали	1	1
107	которая уже давно	1	1
108	так и в	1	1
109	в собственном смысле	1	1
110	то что не	2	1
111	с самого начала	2	1
112	хотя и необходимы	1	1
113	что в нем	1	1
114	что может быть	1	1
115	но это же	1	1
116	не только в	2	1
117	и не знает	1	1
118	такое слово как	1	1
119	но все же	1	1
120	не может обойтись	1	1
121	друг от друга	2	1
122	если бы не	3	1
123	мы не только	2	1
124	есть прежде всего	4	1
125	в каждом из	1	1
126	никак не может	2	1
127	в какой-то мере	1	1
128	бы не было	3	1
129	поэтому мы и	1	1
130	одна из самых	1	1
