N	3gram	Nazirov_Tv_1	Psycholo
1	в том что	6	14
2	с одной стороны	1	12
3	о том что	5	6
4	заключается в том	1	6
5	к тому что	1	6
6	до сих пор	1	5
7	с другой стороны	1	5
8	заключает в себе	1	4
9	и как бы	1	4
10	то же самое	1	3
11	вместе с тем	1	3
12	и что в	1	3
13	с самого начала	3	3
14	и т п	2	3
15	и т д	1	3
16	и того же	1	2
17	что иное как	1	2
18	мы никогда не	1	2
19	одного и того	1	2
20	в отличие от	1	2
21	то что в	1	2
22	в данном случае	2	2
23	сами по себе	1	2
24	не только в	2	2
25	в конце концов	1	2
26	ту же самую	1	2
27	и в самом	1	2
28	не что иное	1	2
29	можно сказать что	2	2
30	на самом деле	2	2
31	если мы перейдем	1	2
32	том что в	2	1
33	в романе мы	1	1
34	но только не	1	1
35	прежде всего на	1	1
36	чуть ли не	1	1
37	дело в том	3	1
38	мы имеем в	1	1
39	по отношению к	1	1
40	равно как и	1	1
41	и смерти в	1	1
42	сейчас же за	1	1
43	ни на чем	1	1
44	себе что он	1	1
45	нам кажется что	1	1
46	те и другие	1	1
47	в одной из	2	1
48	что в своих	1	1
49	что он не	1	1
50	и в свою	1	1
51	в первой главе	1	1
52	только то что	1	1
53	еще далеко не	1	1
54	справедливо указывает на	1	1
55	по крайней мере	2	1
56	не то что	1	1
57	на деле это	1	1
58	принципиально отличную от	1	1
59	но она не	1	1
60	как частный случай	1	1
61	как один из	1	1
62	не могут быть	1	1
63	это имеет место	1	1
64	с той же	1	1
65	то есть не	2	1
66	что у него	1	1
67	и в романе	1	1
68	мы все время	1	1
69	не может и	1	1
70	собой в его	1	1
71	лежащая в основе	1	1
72	в свою очередь	1	1
73	в конечном счете	4	1
74	у нас принято	1	1
75	один из самых	1	1
76	и приводит к	1	1
77	в романах достоевского	13	1
78	и все же	3	1
79	с потрясающей силой	1	1
80	в русской литературе	2	1
