N	3gram	Vinokur_St_2	Myslijsy
1	более или менее	2	8
2	сами по себе	2	7
3	во всяком случае	3	7
4	в том что	16	7
5	в свою очередь	1	6
6	тем не менее	2	5
7	а между тем	1	4
8	до сих пор	5	4
9	сам по себе	1	4
10	в то время	1	4
11	в том смысле	2	4
12	на то что	2	3
13	и сами по	1	3
14	и т п	3	3
15	как бы ни	1	3
16	и т д	6	3
17	не только по	2	2
18	на самом деле	1	2
19	после того как	4	2
20	то что в	2	2
21	одно и то	1	2
22	только потому что	2	2
23	не в том	2	2
24	с другой стороны	3	2
25	для того чтобы	5	2
26	то же время	1	2
27	как на самом	1	2
28	так и в	2	2
29	с самого начала	3	2
30	в этом смысле	1	2
31	в то же	1	2
32	и то же	1	2
33	таким образом в	1	2
34	и для самого	1	1
35	дело в том	4	1
36	но и по	1	1
37	в таком виде	1	1
38	том что он	5	1
39	что и для	1	1
40	что же касается	1	1
41	тому же поводу	1	1
42	в отличие от	2	1
43	бы то ни	2	1
44	с тем что	2	1
45	обратить внимание на	4	1
46	виде в каком	1	1
47	в той мере	2	1
48	вместе с тем	5	1
49	не то что	1	1
50	и на все	1	1
51	себе отчет в	1	1
52	то ни было	2	1
53	знал что ему	1	1
54	той мере в	2	1
55	имеет ничего общего	1	1
56	по сравнению с	1	1
57	между тем в	1	1
58	то что он	2	1
59	в связи с	1	1
60	друг к другу	1	1
61	при этом и	1	1
62	мере в какой	2	1
63	или лучше сказать	2	1
64	не имеет ничего	1	1
65	на вопрос о	1	1
66	вряд ли можно	1	1
67	но столь же	1	1
68	том смысле что	1	1
69	в том чтобы	1	1
70	в этом случае	1	1
71	ни для кого	1	1
72	на этом основании	1	1
73	о том что	11	1
74	ничего общего с	1	1
75	в одном из	3	1
76	что у него	1	1
77	вопрос о том	3	1
78	но все же	2	1
79	не имеют никакой	1	1
80	и в этом	2	1
81	мы до сих	1	1
