N	3gram	Losev_Prob_2	slovoVRo
1	не может быть	3	15
2	в этом случае	7	6
3	с одной стороны	5	5
4	той или иной	1	5
5	в зависимости от	1	4
6	но все же	1	4
7	в то же	4	4
8	в узком смысле	1	4
9	в том что	4	4
10	в той или	1	3
11	сама по себе	4	3
12	в этом отношении	1	3
13	в собственном смысле	1	3
14	можно прямо сказать	1	3
15	так и в	1	3
16	одной стороны и	3	3
17	несколько слов о	1	2
18	прямо сказать что	1	2
19	а вовсе не	1	2
20	более или менее	4	2
21	требует от нас	1	2
22	до сих пор	4	2
23	хотя бы и	3	2
24	может быть и	2	2
25	не только в	2	2
26	во всяком случае	10	2
27	уходит своими корнями	1	2
28	своими корнями в	1	2
29	его так сказать	1	2
30	в связи с	5	2
31	как мы уже	1	2
32	для того чтобы	2	2
33	и т д	6	2
34	в точном смысле	1	2
35	отношение может быть	1	1
36	не менее в	1	1
37	пространстве и времени	2	1
38	в какой мере	1	1
39	иметь в виду	1	1
40	то есть не	3	1
41	ни при каких	1	1
42	том что в	2	1
43	далеко не все	1	1
44	как один из	1	1
45	всегда в той	1	1
46	в этих случаях	1	1
47	также и в	1	1
48	в том числе	2	1
49	по самому своему	2	1
50	не может не	1	1
51	и не только	1	1
52	на первый план	3	1
53	мы говорили в	1	1
54	и в то	1	1
55	и соответствующего ему	1	1
56	сами по себе	2	1
57	то есть вне	1	1
58	и ни в	2	1
59	что язык не	1	1
60	но и в	3	1
61	между тем как	1	1
62	точном смысле слова	2	1
63	и представить себе	2	1
64	том числе и	2	1
65	и не может	1	1
66	на то что	4	1
67	более глубокое и	1	1
68	для нас в	1	1
69	утверждать что в	1	1
70	может быть только	2	1
71	при каких условиях	1	1
72	даже и не	2	1
73	произносимых им слов	1	1
74	в пространстве и	1	1
75	говорить здесь о	1	1
76	всяком случае не	2	1
77	в нашем случае	1	1
78	тогда когда это	1	1
79	все более и	1	1
80	и без всякого	1	1
81	это возможно только	2	1
82	так и от	1	1
83	те или иные	3	1
84	то есть чисто	1	1
85	с другой стороны	5	1
86	тем не менее	12	1
87	и должны были	1	1
88	о том что	14	1
89	того или иного	5	1
90	а в том	1	1
91	в частности в	2	1
92	как раз это	1	1
93	друг к другу	2	1
94	имеющая своей целью	1	1
95	мы не можем	1	1
96	с самого начала	2	1
97	не только не	2	1
98	более и более	1	1
99	можно говорить только	1	1
100	и особенно в	1	1
101	языка как такового	1	1
102	в другом случае	1	1
103	никак не могут	1	1
104	мы не знаем	1	1
105	это то есть	1	1
106	связанного с ним	1	1
107	одна из самых	1	1
108	и с другой	1	1
109	мы еще не	2	1
