N	4gram	Vygotskiy__5	Myshleni
1	в то время как	1	4
2	с этой точки зрения	1	4
3	заключается в том что	4	4
4	проистекает из того что	1	4
5	одного и того же	2	3
6	один и тот же	1	3
7	состоит в том что	2	3
8	в том что он	1	2
9	в том что в	1	2
10	вперед по сравнению с	1	2
11	ответ на этот вопрос	2	2
12	оказывается не в состоянии	1	2
13	мы могли бы сказать	2	2
14	с одной стороны и	1	1
15	вопрос о том в	1	1
16	для того чтобы он	1	1
17	а с другой стороны	2	1
18	видим таким образом что	1	1
19	могли бы сказать что	2	1
20	по сравнению с двумя	1	1
21	их друг от друга	1	1
22	мы будем иметь случай	1	1
23	что в этом заключается	1	1
24	не что иное как	2	1
25	особенность состоит в том	1	1
26	того чтобы увидеть что	1	1
27	в собственном смысле слова	1	1
28	для того чтобы сделать	1	1
29	в самом деле если	2	1
30	в том виде как	1	1
31	мы видим таким образом	1	1
32	не то что он	1	1
33	но вместе с тем	1	1
34	таким образом мы видим	1	1
35	одно и то же	3	1
36	так же как и	1	1
37	для того чтобы увидеть	1	1
38	образом мы видим что	2	1
39	одной и той же	2	1
40	еще в большей мере	1	1
41	так же точно как	2	1
42	вместе с тем мы	1	1
43	по одному тому что	1	1
44	заключается в том чтобы	1	1
45	по сравнению с теми	1	1
46	если скажем что они	1	1
