N	2gram	Bakhtin_Pr_1	OGranits
1	и в	23	13
2	и его	13	12
3	прежде всего	7	9
4	может быть	21	8
5	не может	11	8
6	и не	34	8
7	и т.п	3	7
8	в его	24	7
9	и их	2	7
10	и пр	1	7
11	точки зрения	21	7
12	только в	8	6
13	как бы	28	6
14	не только	13	6
15	то что	18	6
16	мы должны	2	6
17	таким образом	11	6
18	все же	5	5
19	и наконец	5	5
20	но ведь	1	5
21	в музыке	4	5
22	с точки	15	5
23	в процессе	4	5
24	хотя бы	2	5
25	мы не	2	4
26	но в	4	4
27	человеческого голоса	1	4
28	то же	10	4
29	лишь в	3	4
30	в сознании	2	4
31	в своей	11	4
32	было бы	6	4
33	все это	7	4
34	материала в	1	4
35	вполне понятно	1	4
36	в каждом	8	4
37	и то	1	3
38	в ее	1	3
39	самом деле	5	3
40	в пределах	9	3
41	так и	10	3
42	понятно что	1	3
43	говорить о	2	3
44	в их	3	3
45	по отношению	11	3
46	за пределы	6	3
47	с этим	1	3
48	в которой	4	3
49	ни один	2	3
50	в себе	5	3
51	к одному	1	3
52	не как	12	3
53	в одном	9	3
54	так как	7	3
55	одно и	1	3
56	здесь мы	2	3
57	но и	11	3
58	слово в	2	3
59	как и	8	3
60	и уже	3	3
61	точку зрения	4	3
62	что же	1	3
63	не в	6	3
64	да и	2	3
65	но для	2	3
66	и для	3	3
67	никогда не	5	3
68	и все	3	3
69	превращается в	1	3
70	отношению к	11	3
71	не столько	3	3
72	что в	8	3
73	в искусстве	2	3
74	и наиболее	1	2
75	композиции в	1	2
76	смысле слова	1	2
77	для себя	2	2
78	ни одно	1	2
79	данном случае	2	2
80	зависимости от	3	2
81	в произведении	1	2
82	только его	1	2
83	роль в	2	2
84	мы уже	2	2
85	те же	1	2
86	есть не	2	2
87	не исчерпывается	2	2
88	если бы	10	2
89	с самого	2	2
90	в ней	1	2
91	ее в	1	2
92	в чем	1	2
93	между тем	5	2
94	явлений и	1	2
95	во всей	2	2
96	каждый элемент	1	2
97	стилистических особенностей	1	2
98	что они	1	2
99	вслед за	1	2
100	наконец в	2	2
101	чем же	1	2
102	и следовательно	1	2
103	случае и	1	2
104	его на	2	2
105	как в	6	2
106	в данном	2	2
107	в этом	25	2
108	в полном	1	2
109	в том	11	2
110	мы видим	3	2
111	тот же	2	2
112	в действительности	1	2
113	или иного	1	2
114	от этого	1	2
115	и отчасти	1	2
116	в этот	2	2
117	во времени	3	2
118	в целом	4	2
119	и тем	2	2
120	все эти	8	2
121	уже в	5	2
122	кажется что	3	2
123	в нем	20	2
124	при этом	3	2
125	для него	15	2
126	говорить об	2	2
127	вовсе не	8	2
128	в зависимости	3	2
129	тем что	3	2
130	в них	3	2
131	и внутренняя	1	2
132	этой проблемы	1	2
133	в области	3	2
