N	2gram	Vygotskiy__5	TeoriaLi
1	не только	16	18
2	в качестве	4	17
3	тогда как	1	16
4	и не	12	16
5	а в	3	14
6	состоит в	6	13
7	и в	16	13
8	в частности	3	13
9	так и	7	12
10	может быть	9	12
11	в этом	25	11
12	представляет собой	7	11
13	при этом	4	11
14	в том	18	11
15	но не	10	10
16	и его	3	10
17	а не	10	10
18	то же	8	9
19	в его	11	9
20	по отношению	12	8
21	сводится к	1	8
22	но и	6	8
23	отношению к	12	8
24	что в	16	8
25	отличие от	2	7
26	в себе	1	7
27	том что	15	7
28	точки зрения	18	7
29	в отличие	2	7
30	в то	5	7
31	по своей	3	7
32	во второй	2	7
33	только в	10	7
34	себя в	1	7
35	как это	8	7
36	в данном	1	7
37	еще не	4	6
38	с его	1	6
39	но в	6	6
40	в первой	2	6
41	лишь в	1	6
42	место в	1	6
43	как бы	5	6
44	мы имеем	1	5
45	в своем	5	5
46	в самом	4	5
47	роли в	1	5
48	он не	8	5
49	того или	1	5
50	как и	8	5
51	не в	6	5
52	однако в	1	5
53	тем самым	8	5
54	в нем	7	5
55	в ее	1	5
56	в пределах	4	5
57	или иной	1	5
58	между тем	3	5
59	с другой	4	5
60	как в	5	5
61	или иного	1	5
62	между ними	1	5
63	говорить о	3	4
64	как правило	1	4
65	отношение к	11	4
66	то что	26	4
67	ни в	1	4
68	в слове	1	4
69	в ходе	12	4
70	в своей	2	4
71	в их	3	4
72	или менее	1	4
73	не столько	1	4
74	не менее	3	4
75	приводит к	7	4
76	можно сказать	5	4
77	в форме	1	4
78	и ее	1	4
79	но он	7	4
80	и т.п	1	4
81	в свою	4	4
82	не знает	5	4
83	сказать что	13	4
84	не может	18	4
85	более или	1	4
86	и то	4	3
87	между двумя	3	3
88	например в	1	3
89	совпадает с	2	3
90	что можно	1	3
91	а только	4	3
92	и т.д	4	3
93	перед нами	1	3
94	и к	2	3
95	все эти	4	3
96	в нашем	1	3
97	в этой	6	3
98	он должен	5	3
99	и по	4	3
100	его в	2	3
101	этом смысле	1	3
102	мог бы	1	3
103	в этих	3	3
104	тем не	1	3
105	в отношении	9	3
106	никогда не	5	3
107	как раз	1	3
108	потому что	21	3
109	той или	1	3
110	свою очередь	3	3
111	другой стороны	2	3
112	в другом	6	3
113	и что	12	3
114	входит в	1	3
115	того что	16	3
116	а с	2	3
117	во времени	1	3
118	для него	5	3
119	с ее	1	3
120	именно в	4	3
121	в воображении	1	3
122	прежде всего	3	3
123	и потому	2	3
124	по своему	3	3
125	этого слова	1	3
126	к которому	4	3
127	таким образом	19	3
128	в основе	8	3
129	отношении к	1	3
130	речи и	6	3
131	была бы	1	2
132	отношения к	2	2
133	того же	7	2
134	и это	1	2
135	это и	3	2
136	тех или	1	2
137	на деле	1	2
138	и больше	1	2
139	но она	1	2
140	принадлежит к	2	2
141	я не	2	2
142	в целом	4	2
143	между собой	13	2
144	в чем	3	2
145	возможность иного	1	2
146	чем это	1	2
147	могло быть	1	2
148	но как	3	2
149	способность к	3	2
150	у него	6	2
151	за пределы	4	2
152	что они	5	2
153	сама по	4	2
154	как к	1	2
155	и как	3	2
156	говорит что	5	2
157	в которой	5	2
158	образом и	1	2
159	но на	1	2
160	с языком	1	2
161	к одному	2	2
162	и возможность	1	2
163	или иных	1	2
164	одно и	1	2
165	здесь мы	1	2
166	единое целое	1	2
167	об этом	1	2
168	это не	4	2
169	и тем	3	2
170	вовсе не	2	2
171	и того	3	2
172	иначе говоря	1	2
173	одного и	3	2
174	с точки	9	2
175	их в	2	2
176	зрения и	1	2
177	по себе	7	2
178	и притом	1	2
179	дело не	1	2
180	не могло	1	2
181	только не	3	2
182	мышления и	4	2
183	вытекает из	3	2
184	казалось бы	4	2
185	этих двух	3	2
186	своей природе	3	2
187	внутренней и	1	2
188	как будто	2	2
189	и для	1	2
190	для такого	1	2
191	имеет место	2	2
192	и о	1	2
193	в себя	3	2
194	однако эта	1	2
195	не с	2	2
196	к его	3	2
197	мы в	1	2
198	если бы	8	2
199	в виду	2	2
200	и здесь	2	2
201	о том	8	2
202	что каждый	1	2
203	к действительности	1	2
204	особого рода	1	2
205	это было	1	2
206	к нему	3	2
207	во всех	2	2
208	или иначе	1	2
209	во втором	1	2
210	вслед за	2	2
211	к числу	1	2
212	потребности и	1	2
213	с одной	3	2
214	оказывается в	1	2
215	или иным	2	2
216	в конце	1	2
217	в структуре	1	2
218	и даже	2	2
219	со стороны	1	2
220	между которыми	1	2
221	в области	12	2
222	перед ним	1	2
223	себя и	2	2
224	одной стороны	3	2
225	и составляет	4	2
226	не на	3	2
227	знания о	1	2
228	одну из	1	2
229	о чем	2	2
230	вместе с	4	2
231	так же	15	2
232	из которых	3	2
233	к жизни	3	2
234	в той	6	2
