N	2gram	Losev_Dial_1	slovoVRo
1	и в	18	39
2	может быть	17	37
3	и т	21	35
4	и его	1	33
5	т п	2	33
6	то есть	1	26
7	не только	13	24
8	и не	30	22
9	но и	7	21
10	не может	12	20
11	в нем	16	19
12	в этом	12	16
13	все это	11	16
14	его слово	1	15
15	так и	9	15
16	а не	14	14
17	человек и	1	14
18	как в	2	13
19	во всех	1	12
20	вовсе не	7	10
21	к своему	1	9
22	и с	5	9
23	не в	6	9
24	таким образом	1	8
25	оно не	1	8
26	себя в	1	8
27	прежде всего	10	8
28	точки зрения	17	8
29	еще не	2	7
30	в него	2	7
31	при этом	1	7
32	его слова	1	7
33	в этих	5	7
34	для него	2	7
35	с ним	6	7
36	никогда не	9	7
37	могут быть	3	7
38	как мы	4	7
39	язык и	1	7
40	в его	3	7
41	и даже	13	7
42	и потому	3	7
43	как бы	11	7
44	но не	4	6
45	в своем	5	6
46	все же	5	6
47	и к	1	6
48	но в	6	6
49	все эти	2	6
50	в них	3	6
51	как и	2	6
52	она не	6	6
53	там где	1	6
54	жизни и	3	6
55	например в	1	5
56	это не	9	5
57	том что	9	5
58	по себе	25	5
59	не могут	1	5
60	но все	3	5
61	той или	7	5
62	мира и	1	5
63	с другой	6	5
64	один из	3	5
65	в том	9	5
66	с ними	2	5
67	с одной	2	5
68	конечно не	3	5
69	уже не	2	5
70	и их	2	5
71	одной стороны	2	5
72	или иной	3	5
73	и для	2	5
74	только в	3	5
75	для нас	1	5
76	от него	4	5
77	и все	3	5
78	и наконец	1	5
79	отношения к	3	4
80	его не	6	4
81	отношение к	5	4
82	связанные с	2	4
83	всех этих	3	4
84	то же	10	4
85	его в	1	4
86	с другими	2	4
87	на почве	1	4
88	в новое	1	4
89	ни в	15	4
90	в отношении	5	4
91	не менее	2	4
92	в то	6	4
93	в основе	3	4
94	же время	4	4
95	или как	1	4
96	во всем	2	4
97	что оно	5	4
98	здесь не	1	4
99	для этого	2	4
100	поэтому и	2	4
101	и других	1	4
102	так как	11	4
103	даже и	3	4
104	и др	1	4
105	в той	1	4
106	а в	5	4
107	отношении к	3	4
108	в таком	1	4
109	как это	4	3
110	должна быть	3	3
111	той же	1	3
112	говорить о	5	3
113	в чем	6	3
114	сама по	8	3
115	стороны и	3	3
116	перед нами	1	3
117	и как	7	3
118	не приходится	1	3
119	бы и	2	3
120	с их	1	3
121	борьбы с	1	3
122	на этом	2	3
123	сознание и	1	3
124	не с	5	3
125	еще раз	1	3
126	с точки	12	3
127	точку зрения	3	3
128	быть очень	3	3
129	связи с	1	3
130	этом отношении	2	3
131	в ней	3	3
132	и дальше	1	3
133	глубоко и	1	3
134	а также	1	3
135	к нему	8	3
136	между тем	1	3
137	что и	3	3
138	быть и	4	3
139	у него	1	3
140	в особенности	5	3
141	точек зрения	3	3
142	здесь в	2	3
143	может иметь	3	3
144	связано с	1	3
145	смысла и	1	3
146	стремится к	2	3
147	если она	3	3
148	и там	1	3
149	и от	2	3
150	но это	8	3
151	и часто	1	3
152	что в	13	3
153	хотя бы	6	3
154	сказать что	10	3
155	во всяком	4	3
156	новое время	1	2
157	можно говорить	2	2
158	также и	7	2
159	это и	4	2
160	мы уже	1	2
161	и само	1	2
162	мы не	1	2
163	о формах	1	2
164	но она	3	2
165	данном языке	1	2
166	не был	2	2
167	его так	1	2
168	но как	2	2
169	точка зрения	2	2
170	менее всего	1	2
171	изображения и	1	2
172	не входят	1	2
173	с этим	2	2
174	кроме того	1	2
175	хотя и	4	2
176	более или	3	2
177	в себе	11	2
178	эпохи и	1	2
179	как он	4	2
180	т д	19	2
181	а просто	2	2
182	он не	3	2
183	в виде	2	2
184	и более	4	2
185	людей и	1	2
186	зрения на	1	2
187	зрения и	1	2
188	за ней	1	2
189	далеко не	1	2
190	смысл и	4	2
191	или менее	3	2
192	и другие	1	2
193	и при	2	2
194	наконец даже	1	2
195	в их	3	2
196	свой смысл	2	2
197	мы сказали	1	2
198	но эта	3	2
199	которые в	1	2
200	но он	1	2
201	даже в	3	2
202	дело в	1	2
203	того как	1	2
204	того чтобы	1	2
205	чем не	1	2
206	только и	4	2
207	к ней	4	2
208	а лишь	3	2
209	и оно	1	2
210	отличается от	2	2
211	должен быть	1	2
212	самого же	1	2
213	говорит и	1	2
