N	2gram	Vinokur_Ku_2	slovoVRo
1	и в	23	41
2	в нем	4	30
3	и т	39	28
4	т п	24	23
5	литературного языка	1	20
6	могут быть	4	19
7	не только	20	16
8	и не	16	16
9	точки зрения	14	16
10	языка в	3	16
11	но и	7	16
12	а не	10	15
13	то же	6	14
14	и на	6	14
15	в то	4	14
16	и его	3	14
17	в пределах	4	14
18	может быть	15	14
19	и др	1	14
20	не может	9	14
21	слова и	5	13
22	в сущности	9	13
23	в его	5	13
24	в этом	18	12
25	до конца	3	12
26	же время	3	12
27	языка и	8	12
28	как бы	4	12
29	так и	4	11
30	в узком	4	10
31	язык и	2	10
32	в большинстве	1	10
33	в той	2	10
34	узком смысле	2	10
35	слово в	1	10
36	все эти	12	9
37	таким образом	5	9
38	или иной	1	9
39	литературный язык	2	8
40	как в	3	8
41	но в	11	8
42	с точки	8	8
43	как мы	3	8
44	в особенности	4	8
45	или в	4	8
46	и организации	1	8
47	слова в	6	8
48	прежде всего	8	8
49	отношение к	1	7
50	все же	7	7
51	стиля и	1	7
52	в слове	1	7
53	в своей	2	7
54	не в	8	7
55	вовсе не	9	7
56	и следовательно	2	7
57	на фоне	3	7
58	все они	2	7
59	во всяком	5	7
60	того же	3	6
61	при этом	2	6
62	это не	6	6
63	в них	4	6
64	установка на	2	6
65	в отношении	2	6
66	слова как	3	6
67	оно не	2	6
68	языковое сознание	1	6
69	только в	5	6
70	большинстве случаев	2	6
71	и даже	2	6
72	а в	3	6
73	в каждый	2	5
74	и к	1	5
75	в самом	12	5
76	т д	14	5
77	далеко не	1	5
78	всяком случае	5	5
79	все это	5	5
80	не на	2	5
81	в языке	10	5
82	к нему	2	5
83	слово как	1	5
84	с другой	8	5
85	и непосредственно	1	5
86	каждый данный	2	5
87	ту же	6	4
88	по преимуществу	2	4
89	в ней	3	4
90	меньшей степени	3	4
91	языку как	1	4
92	еще не	5	4
93	с его	1	4
94	данный момент	3	4
95	словом в	1	4
96	перед нами	4	4
97	в которой	1	4
98	всех этих	3	4
99	не как	2	4
100	в каждом	1	4
101	связанных с	1	4
102	и с	7	4
103	лишь в	5	4
104	на почве	1	4
105	языка но	3	4
106	как и	2	4
107	в их	2	4
108	речи в	6	4
109	том же	1	4
110	в процессе	3	4
111	и для	2	4
112	лежит в	1	4
113	с ее	1	4
114	ничего не	4	4
115	все его	1	4
116	языковой системы	1	4
117	язык в	2	4
118	большей или	3	4
119	один из	5	4
120	оно и	1	4
121	с одной	2	4
122	языка как	2	4
123	рядом с	2	4
124	или меньшей	3	4
125	одной стороны	1	4
126	и все	2	4
127	там где	5	4
128	и потому	2	4
129	и от	2	4
130	кроме того	1	4
131	и часто	1	4
132	быть и	1	4
133	другой стороны	7	4
134	каждое слово	1	4
135	также и	5	3
136	почти всегда	2	3
137	в зависимости	4	3
138	свой стилистический	1	3
139	зависимости от	5	3
140	следовательно в	1	3
141	же слово	1	3
142	данном случае	2	3
143	своем языке	1	3
144	в своем	2	3
145	языка так	1	3
146	бы и	4	3
147	из этих	1	3
148	выражение в	3	3
149	в себе	1	3
150	связанные с	2	3
151	в поэзии	1	3
152	он пользуется	1	3
153	вообще не	1	3
154	ни были	3	3
155	как оно	1	3
156	было бы	15	3
157	он не	3	3
158	лингвистики и	1	3
159	точку зрения	1	3
160	которые в	1	3
161	не должно	2	3
162	она не	2	3
163	следовательно и	2	3
164	никогда не	2	3
165	и здесь	5	3
166	не могут	5	3
167	в других	1	3
168	к тому	4	3
169	смысле в	1	3
170	свой язык	1	3
171	к языку	1	3
172	образом в	2	3
173	но здесь	2	3
174	тем чем	1	3
175	о том	1	3
176	не выходит	1	3
177	те или	1	3
178	или иные	1	3
179	переходит в	1	3
180	в него	1	3
181	того что	3	3
182	в том	19	3
183	языка на	1	3
184	в качестве	8	3
185	конечно не	2	3
186	его и	1	3
187	для него	1	3
188	так как	15	3
189	у него	3	3
190	как такового	1	3
191	выходит за	2	3
192	именно в	3	3
193	в свою	2	3
194	по всей	1	3
195	смысла и	2	3
196	не было	4	3
197	более того	1	3
198	но оно	2	3
199	как сказано	1	3
200	с этим	3	3
201	в данном	4	3
202	и следует	1	3
203	и там	1	3
204	по существу	5	3
205	с этой	2	3
206	как только	1	3
207	в результате	4	3
208	лишь как	1	3
209	в большей	3	3
210	хотя бы	9	3
211	язык это	1	3
212	одной из	1	3
213	с ними	2	3
214	в свое	2	3
215	но эти	1	3
216	которая не	1	3
217	смысле слова	2	2
218	на самом	2	2
219	то в	1	2
220	в котором	1	2
221	мы уже	1	2
222	той же	2	2
223	а как	1	2
224	мы не	1	2
225	же как	2	2
226	на правах	1	2
227	время как	1	2
228	мы и	1	2
229	конечно и	2	2
230	свою очередь	2	2
231	и то	5	2
232	в прямой	1	2
233	в широком	2	2
234	столь же	1	2
235	по своему	1	2
236	в ее	1	2
237	он может	1	2
238	но не	6	2
239	слову в	1	2
240	что они	2	2
241	сих пор	1	2
242	речи но	2	2
243	как к	1	2
244	хотя и	4	2
245	от этого	2	2
246	в целом	1	2
247	в известном	1	2
248	нами в	1	2
249	другом случае	1	2
250	эпохи и	1	2
251	не могла	1	2
252	широком смысле	4	2
253	одному из	1	2
254	перестает быть	1	2
255	они в	1	2
256	том и	1	2
257	и по	3	2
258	на этом	3	2
259	те же	3	2
260	на ту	2	2
261	на все	2	2
262	нисколько не	3	2
263	был бы	2	2
264	том что	11	2
265	в этих	1	2
266	и той	1	2
267	но он	1	2
268	языка то	1	2
269	где нет	1	2
270	даже в	1	2
271	тому что	1	2
272	в атмосфере	2	2
273	xviii века	1	2
274	в английском	1	2
275	дело не	2	2
276	на язык	1	2
277	явление в	1	2
278	языка это	1	2
279	для нас	4	2
280	у нас	12	2
281	на протяжении	1	2
282	всегда в	1	2
283	и о	4	2
284	то время	1	2
285	так в	3	2
286	роль в	2	2
287	с языком	1	2
288	на том	2	2
289	можно было	9	2
290	не с	1	2
291	эта игра	1	2
292	стилистика в	1	2
293	не исчерпывается	1	2
294	и вообще	2	2
295	в другом	2	2
296	одного из	2	2
297	можно сказать	4	2
298	а также	3	2
299	нас в	1	2
300	слов и	2	2
301	в лучшем	3	2
302	известном смысле	1	2
303	здесь не	3	2
304	между тем	6	2
305	различных жанров	1	2
306	и тем	5	2
307	нас здесь	1	2
308	так что	1	2
309	же и	2	2
310	связи с	3	2
311	уже не	8	2
312	и у	2	2
313	если мы	4	2
314	в виде	1	2
315	как более	1	2
316	или даже	1	2
317	в одном	1	2
318	свое выражение	1	2
319	для того	9	2
320	в последние	1	2
321	до сих	1	2
322	языка или	1	2
323	не есть	1	2
324	чем он	1	2
325	а на	2	2
326	с которым	1	2
327	жизнь в	1	2
328	совершенно не	3	2
329	что все	5	2
330	связь с	1	2
331	в частности	2	2
332	эти слова	1	2
333	так же	4	2
334	те лингвистические	1	2
335	которые являются	1	2
336	такого рода	1	2
337	речь в	5	2
338	быть только	2	2
339	должно быть	4	2
340	этом случае	2	2
341	не предполагает	1	2
342	лучшем случае	3	2
343	того или	2	2
344	и слово	1	2
345	как раз	3	2
346	слова так	1	2
347	одна из	1	2
348	тем и	1	2
349	имеет дело	1	2
350	у них	1	2
351	потому что	25	2
352	язык не	2	2
353	ни было	1	2
354	между ними	1	2
355	сказать что	4	2
356	самого языка	2	2
357	эта установка	1	2
358	или иного	2	2
359	к этому	4	2
360	в обычном	2	1
361	отношении они	1	1
362	слово само	1	1
363	совершенно новый	1	1
364	тех же	2	1
365	богатой и	1	1
366	и есть	2	1
367	речи на	2	1
368	и до	2	1
369	ведь и	1	1
370	которыми он	1	1
371	своим языком	1	1
372	из всех	1	1
373	и сюжеты	1	1
374	мы имеем	5	1
375	что между	2	1
376	не сомневается	1	1
377	место в	1	1
378	язык все	1	1
379	как во	1	1
380	почти исключительно	1	1
381	в лингвистику	1	1
382	но даже	2	1
383	речь эта	1	1
384	как впрочем	2	1
385	случае в	1	1
386	языковом сознании	1	1
387	и он	1	1
388	он был	1	1
389	на их	1	1
390	бы то	1	1
391	без всякого	1	1
392	а следовательно	2	1
393	языка путем	1	1
394	язык от	1	1
395	могло быть	1	1
396	но как	1	1
397	учителя и	1	1
398	а только	3	1
399	пользоваться языком	1	1
400	есть своя	1	1
401	свою жизнь	1	1
402	не все	3	1
403	к слову	2	1
404	и чужой	1	1
405	в общем	1	1
406	автора но	1	1
407	слова на	1	1
408	отличие от	2	1
409	или иное	3	1
410	эти внешние	1	1
411	зрения а	1	1
412	характер и	2	1
413	и такое	1	1
414	из уст	1	1
415	в значительной	1	1
416	какие бы	1	1
417	что как	1	1
418	эти звучат	1	1
419	в нужном	1	1
420	то или	3	1
421	два дня	1	1
422	в противном	1	1
423	и где	2	1
424	слова между	1	1
425	на анализе	1	1
426	в очень	1	1
427	могли бы	2	1
428	целый ряд	5	1
429	что по	1	1
430	его к	2	1
431	следующие строки	1	1
432	форм которые	1	1
433	в действительности	1	1
434	в себя	1	1
435	себе как	1	1
436	к необходимости	1	1
437	так или	2	1
438	сущности и	1	1
439	в этой	6	1
440	языка к	1	1
441	об искусственном	1	1
442	на то	4	1
443	письменный язык	1	1
444	и если	2	1
445	все ее	1	1
446	что она	3	1
447	случае перед	1	1
448	языком в	1	1
449	от которого	1	1
450	что же?	1	1
451	речи то	1	1
452	данного слова	1	1
453	не значит	1	1
454	он должен	1	1
455	к одному	1	1
456	свою энергию	1	1
457	слова которое	1	1
458	лишь до	1	1
459	и было	1	1
460	характерное для	2	1
461	какой бы	1	1
462	одной и	1	1
463	и стилистикой	1	1
464	или иных	1	1
465	эта же	1	1
466	именно это	1	1
467	с такими	1	1
468	значительной степени	1	1
469	то ни	1	1
470	укладываются в	1	1
471	бы быть	1	1
472	заключается в	2	1
473	раз те	1	1
474	здесь как	1	1
475	есть не	1	1
476	письменная речь	1	1
477	но их	1	1
478	и дает	1	1
479	чаще всего	1	1
480	этой работы	1	1
481	др например	1	1
482	ни в	4	1
483	но уже	2	1
484	о которых	3	1
485	дни в	1	1
486	до сознания	1	1
487	его стихи	1	1
488	этого не	3	1
489	и уже	1	1
490	и вне	1	1
491	несмотря на	5	1
492	мы видели	2	1
493	значит не	1	1
494	чем в	3	1
495	говорящего индивидуума	1	1
496	на этот	2	1
497	индивидуальной речи	1	1
498	и некоторые	1	1
499	смысл и	3	1
500	образом может	1	1
501	и становится	1	1
502	из языка	1	1
503	а главное	3	1
504	таким же	2	1
505	котором идет	1	1
506	и без	1	1
507	языке на	1	1
508	новый язык	1	1
509	над языком	1	1
510	ведь не	1	1
511	в отличие	2	1
512	в которых	2	1
513	могла бы	2	1
514	них можно	1	1
515	он тоже	1	1
516	исключительно на	1	1
517	для данного	2	1
518	тем не	6	1
519	по крайней	6	1
520	и более	2	1
521	только те	1	1
522	однако в	1	1
523	в устах	2	1
524	и вся	1	1
525	стилистикой и	1	1
526	не менее	7	1
527	свое время	2	1
528	самого начала	1	1
529	языка чем	1	1
530	виду не	1	1
531	взглянуть на	2	1
532	его есть	1	1
533	языком и	1	1
534	к такому	1	1
535	но только	4	1
536	того чтобы	11	1
537	словом но	1	1
538	на котором	1	1
539	стиля его	1	1
540	последние десятилетия	1	1
541	дело в	1	1
542	в самой	2	1
543	поэтическое произведение	1	1
544	на себе	4	1
545	во всем	1	1
546	языка который	1	1
547	так называемый	1	1
548	языка которые	1	1
549	и позволяет	1	1
550	этом отношении	3	1
551	которому мы	1	1
552	за ними	2	1
553	в каком	4	1
554	в стиле	1	1
555	среди них	1	1
556	тем это	1	1
557	очень часто	2	1
558	не знаем	1	1
559	отличается от	3	1
560	всего в	3	1
561	пользуется и	1	1
562	и свое	2	1
563	на это	3	1
564	речи эта	1	1
565	должен быть	5	1
566	и это	3	1
567	в виду	3	1
568	некоторые другие	1	1
569	определяется его	1	1
570	с каким	1	1
571	для всего	1	1
572	они ни	1	1
573	слова вне	1	1
574	с самого	1	1
575	приводит к	5	1
576	и иные	1	1
577	различие между	3	1
578	смысле но	1	1
579	широкое значение	1	1
580	и которые	1	1
581	для всякого	1	1
582	в плоскости	2	1
583	как поэтическое	1	1
584	и лица	1	1
585	это только	2	1
586	наше внимание	1	1
587	если бы	12	1
588	разговорного языка	1	1
589	для этого	3	1
590	со стороны	4	1
591	находится в	1	1
592	все дело	2	1
593	почти всякий	1	1
594	сводится к	3	1
595	слова из	1	1
596	не был	1	1
597	своей книге	1	1
598	быть более	1	1
599	и что	8	1
600	иное значение	1	1
601	и содержание	1	1
602	можно встретить	3	1
603	как у	2	1
604	что самое	1	1
605	этих слов	1	1
606	два типа	1	1
607	этих условий	1	1
608	нуждается в	2	1
609	что и	3	1
610	лингвистики в	1	1
611	только такие	1	1
612	и только	1	1
613	крайней мере	6	1
614	может иметь	1	1
615	где не	2	1
616	время в	1	1
617	эта дана	1	1
618	тот же	5	1
619	п в	3	1
620	дело с	1	1
621	которых они	1	1
622	те которые	1	1
623	реагирует на	1	1
624	не устраняет	1	1
625	или же	2	1
626	тургенева и	1	1
627	именно на	1	1
628	есть в	3	1
629	стилистики в	1	1
630	от процесса	1	1
631	не встречается	1	1
632	примеры из	1	1
633	живое слово	1	1
634	слова не	3	1
635	слова может	1	1
636	и их	1	1
637	в первый	3	1
638	живого слова	1	1
639	у нее	1	1
640	к ним	1	1
641	но что	2	1
642	только с	1	1
643	чтобы не	2	1
644	круга общества	1	1
645	не просто	2	1
646	от того	4	1
647	п не	1	1
648	в форме	3	1
649	а потому	1	1
650	нет и	1	1
651	почти с	1	1
652	или иначе	3	1
653	о своем	1	1
654	и прежде	1	1
655	здесь эта	1	1
656	говорящего к	1	1
657	что не	6	1
658	слово но	1	1
659	социальной жизни	1	1
660	лингвистически и	1	1
661	что для	2	1
662	противном случае	1	1
663	то и	3	1
664	которых мы	2	1
665	после этих	1	1
666	самое слово	1	1
667	однако и	2	1
668	легко и	1	1
669	языка не	2	1
670	формируется в	1	1
671	и свободно	1	1
672	произведение в	1	1
