N	2gram	Propp_Isto_6	Analitik
1	тогда как	2	19
2	в этом	12	18
3	не только	10	16
4	и в	26	16
5	в частности	3	16
6	так и	5	15
7	как и	5	14
8	своего рода	2	12
9	но и	9	12
10	и не	10	12
11	том что	10	12
12	в том	12	12
13	в качестве	3	11
14	при этом	3	10
15	могут быть	3	10
16	а не	2	10
17	как бы	4	10
18	в этой	2	9
19	ничего не	2	9
20	и даже	1	9
21	то есть	1	9
22	в целом	1	8
23	представляет собой	2	8
24	в данном	3	8
25	не случайно	1	8
26	к тому	2	7
27	а также	4	7
28	о том	7	7
29	в себе	3	7
30	то что	6	7
31	и на	12	6
32	но в	7	6
33	в мире	1	6
34	может быть	11	6
35	с другой	10	6
36	как это	5	6
37	и к	1	5
38	данном случае	3	5
39	с одной	7	5
40	того же	2	4
41	так у	3	4
42	между двумя	1	4
43	совпадает с	1	4
44	как правило	1	4
45	но не	2	4
46	по отношению	2	4
47	как в	6	4
48	в своем	2	4
49	хотя и	1	4
50	он в	1	4
51	на этом	1	4
52	то же	5	4
53	не с	1	4
54	и тем	4	4
55	тем самым	2	4
56	для него	1	4
57	точки зрения	1	4
58	не в	3	4
59	не менее	1	4
60	можно сказать	2	4
61	во всех	1	4
62	только в	5	4
63	и его	7	4
64	уже не	7	4
65	не так	2	4
66	у него	7	4
67	одной стороны	7	4
68	не может	6	4
69	этом случае	6	4
70	о его	1	4
71	все это	1	4
72	в один	1	4
73	отношению к	2	4
74	и то	3	3
75	мы имеем	14	3
76	со смертью	1	3
77	что касается	2	3
78	как уже	1	3
79	на его	4	3
80	ключ к	1	3
81	и если	1	3
82	и сам	2	3
83	подобно тому	1	3
84	попадает в	3	3
85	несмотря на	1	3
86	в эту	2	3
87	не столько	1	3
88	тем не	1	3
89	случае в	1	3
90	как о	1	3
91	никогда не	13	3
92	казалось бы	1	3
93	со своим	1	3
94	сводится к	2	3
95	тем что	5	3
96	как будто	3	3
97	что на	1	3
98	как мы	4	3
99	приводит к	1	3
100	можно было	2	3
101	если бы	3	3
102	одного из	1	3
103	того или	1	3
104	что и	4	3
105	одной из	1	3
106	с ними	2	3
107	так что	3	3
108	есть в	1	3
109	борьбы с	3	3
110	при всей	1	3
111	со стороны	3	3
112	именно в	1	3
113	было бы	2	3
114	повествования и	1	3
115	тому как	1	3
116	этого слова	1	3
117	или в	3	3
118	бы в	1	3
119	прежде всего	4	3
120	а в	3	3
121	не знает	1	3
122	речь идет	1	2
123	я его	2	2
124	отношения к	1	2
125	таком случае	1	2
126	и до	2	2
127	из его	2	2
128	а как	1	2
129	и он	4	2
130	еще не	9	2
131	он был	2	2
132	когда не	1	2
133	отличие от	1	2
134	как говорит	1	2
135	и м	1	2
136	знаю что	1	2
137	себе не	1	2
138	в противоположность	1	2
139	на то	2	2
140	в случае	1	2
141	жизнью и	1	2
142	вообще не	3	2
143	он не	2	2
144	от которого	1	2
145	что она	3	2
146	таким образом	12	2
147	в одну	1	2
148	а затем	1	2
149	что все	1	2
150	же не	2	2
151	них не	1	2
152	на этой	2	2
153	обоих случаях	1	2
154	он же	1	2
155	соответствии с	1	2
156	он и	2	2
157	еще в	3	2
158	в этих	2	2
159	в своей	3	2
160	в котором	1	2
161	миф и	2	2
162	и наоборот	1	2
163	даже в	2	2
164	в таких	1	2
165	она не	3	2
166	что с	1	2
167	в обоих	1	2
168	в то	5	2
169	не имеет	2	2
170	на котором	3	2
171	на него	2	2
172	так например	3	2
173	с ее	1	2
174	сторону и	1	2
175	те же	1	2
176	в борьбе	1	2
177	других что	1	2
178	это только	1	2
179	нас к	5	2
180	с ним	8	2
181	и смерть	1	2
182	что в	12	2
183	никак не	1	2
184	его в	5	2
185	между тем	1	2
186	в его	5	2
187	борьбе с	2	2
188	же является	1	2
189	того что	2	2
190	с той	1	2
191	один из	3	2
192	не есть	2	2
193	одно из	1	2
194	или даже	1	2
195	в одном	3	2
196	вовсе не	2	2
197	уже и	1	2
198	своего собственного	1	2
199	превращается в	7	2
200	на этот	1	2
201	его как	1	2
202	одну из	4	2
203	о чем	2	2
204	вступает в	1	2
205	вместе с	8	2
206	так же	2	2
207	при переходе	1	2
208	к своему	3	2
209	этих случаях	1	2
210	по существу	1	2
211	ты не	1	2
212	и для	1	2
213	еще одна	1	2
214	от своего	1	2
215	сказать что	3	2
216	другой стороны	8	2
217	т е	22	2
218	частности в	1	2
219	все что	4	2
220	к этому	3	2
221	в таком	1	2
222	и т	10	1
223	также и	1	1
224	противоречие с	1	1
225	говорилось выше	2	1
226	идет о	1	1
227	этого мира	1	1
228	здесь и	2	1
229	к другому	1	1
230	смерть в	1	1
231	и больше	2	1
232	мы уже	6	1
233	есть не	1	1
234	со всех	1	1
235	на первом	1	1
236	на место	3	1
237	именно к	1	1
238	это всегда	1	1
239	что иное	2	1
240	не вполне	2	1
241	в полной	1	1
242	все того	1	1
243	они были	1	1
244	но даже	1	1
245	частный случай	1	1
246	всех сторон	1	1
247	когда речь	1	1
248	и сами	1	1
249	как один	1	1
250	иное как	1	1
251	миф о	2	1
252	так для	1	1
253	он вообще	1	1
254	то он	2	1
255	о смерти	9	1
256	рассмотренных выше	1	1
257	тех же	1	1
258	не все	1	1
259	тут же	1	1
260	независимо от	3	1
261	так называемая	1	1
262	он взял	1	1
263	этой стороны	1	1
264	однако не	1	1
265	тех случаях	3	1
266	в полном	1	1
267	когда он	3	1
268	и наконец	3	1
269	и тот	1	1
270	его к	1	1
271	уже содержит	1	1
272	более или	1	1
273	следующим образом	1	1
274	интересно что	2	1
275	бы с	1	1
276	так или	1	1
277	все эти	8	1
278	из этих	4	1
279	которые в	2	1
280	в главе	1	1
281	раз в	1	1
282	по форме	1	1
283	что даже	1	1
284	сказал я	1	1
285	и те	2	1
286	лица и	1	1
287	как он	6	1
288	после чего	6	1
289	но на	1	1
290	быть только	2	1
291	по-видимому не	1	1
292	в нем	8	1
293	не получается	1	1
294	оно в	1	1
295	в первую	1	1
296	к одному	1	1
297	не как	1	1
298	в силу	1	1
299	борьбу с	1	1
300	что одно	1	1
301	характер в	1	1
302	пребывание в	1	1
303	свое время	1	1
304	чтобы в	1	1
305	то самое	2	1
306	и по	4	1
307	его до	1	1
308	о таком	1	1
309	человека в	2	1
310	об этом	1	1
311	смерти чтобы	1	1
312	при встрече	1	1
313	воспринимается как	1	1
314	это не	4	1
315	обе стороны	2	1
316	в жизни	1	1
317	смерть и	2	1
318	в ином	6	1
319	ни в	2	1
320	в них	3	1
321	далеко не	3	1
322	мифа о	1	1
323	такой же	3	1
324	обратимся к	1	1
325	но если	1	1
326	и при	1	1
327	таким же	3	1
328	этой связи	1	1
329	и третий	1	1
330	имеется в	3	1
331	жизнь и	1	1
332	прийти к	1	1
333	самого героя	1	1
334	что я	1	1
335	который всегда	1	1
336	обращение к	1	1
337	и эти	5	1
338	и более	1	1
339	мере в	1	1
340	однако в	2	1
341	что этот	2	1
342	однажды когда	1	1
343	комнату и	1	1
344	и вся	1	1
345	тому что	1	1
346	что те	1	1
347	все три	1	1
348	мира не	1	1
349	и другое	2	1
350	меня не	1	1
351	одна из	2	1
352	она получает	1	1
353	подобные примеры	1	1
354	это еще	3	1
355	он приобрел	1	1
356	выхода из	1	1
357	что ни	1	1
358	этих двух	1	1
359	в противоречие	1	1
360	пути и	1	1
361	как она	1	1
362	по своей	1	1
363	из значений	1	1
364	и вышел	1	1
365	потому что	13	1
366	только с	1	1
367	с другом	1	1
368	у нас	5	1
369	и далее	2	1
370	предположение о	1	1
371	одно и	1	1
372	которых он	2	1
373	начиная с	1	1
374	места для	1	1
375	если он	3	1
376	выход из	1	1
377	и старухи	1	1
378	и такие	1	1
379	далеко за	1	1
380	похож на	1	1
381	отличается от	2	1
382	и смертью	1	1
383	должны быть	2	1
384	бы он	1	1
385	что при	2	1
386	вот и	1	1
387	столько о	1	1
388	и о	1	1
389	но при	2	1
390	в ее	1	1
391	только то	2	1
392	если они	3	1
393	в образе	10	1
394	с собой	2	1
395	здесь он	1	1
396	связан с	6	1
397	нам уже	1	1
398	наше внимание	1	1
399	с героем	1	1
400	этом месте	1	1
401	и оставляет	1	1
402	не случайна	1	1
403	нас и	1	1
404	о пребывании	1	1
405	и здесь	1	1
406	в другом	1	1
407	на вопрос	1	1
408	есть одновременно	1	1
409	более высокой	1	1
410	но мы	2	1
411	и что	5	1
412	говорилось о	1	1
413	что его	1	1
414	все его	1	1
415	это была	1	1
416	восходит к	1	1
417	которая сама	1	1
418	к нему	1	1
419	с его	4	1
420	или иначе	1	1
421	от них	1	1
422	выступает как	1	1
423	них в	1	1
424	как самостоятельное	1	1
425	потустороннего мира	1	1
426	что здесь	3	1
427	зная что	1	1
428	мы видим	5	1
429	менее в	1	1
430	и представляет	1	1
431	дело с	1	1
432	между этими	1	1
433	и ее	3	1
434	человека с	1	1
435	же и	1	1
436	этот вопрос	1	1
437	теперь уже	1	1
438	он состоит	1	1
439	уже в	1	1
440	то и	2	1
441	как кажется	1	1
442	его и	1	1
443	пока не	2	1
444	это место	2	1
445	так как	18	1
446	к ним	1	1
447	может служить	1	1
448	как его	1	1
449	на меня	1	1
450	героя а	1	1
451	образом не	1	1
452	другой и	1	1
453	где в	1	1
454	античности в	1	1
455	даже не	1	1
456	и из	1	1
457	на примере	1	1
458	как у	2	1
459	а средняя	1	1
460	что тот	1	1
461	я был	1	1
462	в свою	1	1
463	текст в	1	1
464	еще и	1	1
465	с небом	1	1
466	другим он	1	1
467	не исключает	1	1
468	к женщине	1	1
469	не означает	2	1
470	зависит от	4	1
471	на смерть	1	1
472	речь ведется	1	1
473	долгое время	1	1
474	которая является	1	1
475	или с	1	1
476	в связи	1	1
477	относятся к	1	1
478	и семейных	1	1
479	это приводит	1	1
480	не подтверждается	1	1
481	в тех	3	1
482	самого себя	2	1
483	здесь совершенно	2	1
484	или менее	1	1
485	стороны и	2	1
486	указание на	1	1
487	друг с	1	1
488	или выражаясь	1	1
489	том смысле	1	1
490	и там	6	1
491	что же	2	1
492	с этой	2	1
493	этот не	1	1
494	еще раз	1	1
495	на которой	1	1
496	между прочим	1	1
497	получает от	1	1
498	перед нами	2	1
499	остается в	1	1
500	встрече с	1	1
501	разрубил его	1	1
502	это явление	2	1
503	не является	1	1
504	случаях когда	3	1
505	наоборот в	1	1
506	именно здесь	1	1
507	как на	3	1
508	его не	2	1
509	а все	1	1
510	своей собственной	1	1
511	для нас	2	1
512	от него	3	1
513	здесь по	1	1
514	за исключением	1	1
515	к этой	1	1
516	тем более	1	1
517	и как	2	1
518	мы должны	2	1
519	будто бы	1	1
520	но это	4	1
521	только что	2	1
522	же в	1	1
523	могли быть	2	1
524	мысли о	1	1
525	в эпических	1	1
526	еще ничего	1	1
527	может и	1	1
528	от лица	1	1
529	состоит из	1	1
530	не что	1	1
531	в отдельности	1	1
532	из этого	3	1
533	перед нею	1	1
534	в свое	2	1
535	ли он	1	1
536	ее в	6	1
537	этой точки	1	1
538	это в	1	1
539	точно так	2	1
540	из многих	1	1
541	смысле что	1	1
