N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	38	49
2	то есть	46	32
3	прежде всего	13	19
4	в его	43	18
5	и на	3	17
6	не только	9	17
7	и его	16	17
8	в этом	15	15
9	и не	42	15
10	в них	5	13
11	только в	13	13
12	но и	9	13
13	как и	7	11
14	как бы	22	11
15	в этой	1	10
16	вовсе не	2	10
17	в нем	15	9
18	для него	1	9
19	и др	8	9
20	все это	3	9
21	в романе	4	9
22	отношение к	10	8
23	то же	5	7
24	все же	6	7
25	все эти	5	7
26	таким образом	10	7
27	на протяжении	1	7
28	как мы	7	7
29	не может	27	7
30	о мире	1	7
31	жизни и	1	7
32	мы уже	1	6
33	именно в	1	6
34	во всех	11	6
35	в истории	2	6
36	так и	5	6
37	и с	17	6
38	рядом с	5	6
39	точки зрения	8	6
40	но он	1	6
41	в то	4	6
42	же время	3	6
43	в себя	2	6
44	то что	8	6
45	здесь в	2	6
46	в творчестве	1	6
47	сказать что	4	6
48	с точки	6	5
49	с его	2	5
50	но не	12	5
51	в своем	5	5
52	при этом	5	5
53	в своей	7	5
54	никогда не	5	5
55	существенное отношение	1	5
56	в начале	2	5
57	может быть	26	5
58	протяжении всего	1	5
59	в особенности	2	5
60	относится к	4	5
61	и потому	4	5
62	отношения к	6	4
63	и к	3	4
64	но в	4	4
65	в себе	4	4
66	лишь в	2	4
67	в этих	2	4
68	и более	2	4
69	с ним	5	4
70	одна из	2	4
71	в области	11	4
72	культа и	1	4
73	характер и	1	4
74	с другой	7	4
75	и во	2	4
76	этот момент	2	4
77	и чисто	1	4
78	в известной	3	4
79	а в	6	4
80	тем что	2	4
81	в форме	4	4
82	до сих	1	4
83	не было	2	4
84	там где	6	4
85	благодаря этому	1	4
86	и о	5	4
87	сих пор	1	4
88	том что	3	4
89	в свое	1	4
90	в своих	2	4
91	значение в	1	4
92	также и	3	3
93	человека и	1	3
94	в самом	7	3
95	место в	8	3
96	почти все	1	3
97	и со	1	3
98	меньшей степени	1	3
99	точка зрения	3	3
100	менее всего	3	3
101	да и	3	3
102	но именно	1	3
103	всех этих	1	3
104	и вот	1	3
105	свое время	1	3
106	в плане	7	3
107	можно было	4	3
108	и других	2	3
109	было бы	8	3
110	из них	1	3
111	ни в	11	3
112	далеко не	5	3
113	несмотря на	3	3
114	во всем	2	3
115	направлен на	1	3
116	в одном	1	3
117	его целом	5	3
118	но они	4	3
119	только с	1	3
120	и это	3	3
121	с ее	1	3
122	в ее	4	3
123	культуры и	3	3
124	известной мере	1	3
125	и вообще	2	3
126	но здесь	3	3
127	в виду	4	3
128	о том	4	3
129	другими словами	2	3
130	в значительной	2	3
131	к нему	10	3
132	что он	2	3
133	мире и	1	3
134	с одной	3	3
135	не дает	2	3
136	этом отношении	2	3
137	и особенно	1	3
138	связан с	1	3
139	нужно сказать	1	3
140	связь с	3	3
141	о чем	1	3
142	одной стороны	3	3
143	видит в	1	3
144	но эти	1	3
145	и все	3	3
146	в том	8	3
147	жизни в	1	3
148	другой стороны	4	3
149	мы здесь	4	2
150	в эстетике	2	2
151	на самом	4	2
152	тех же	1	2
153	и значение	2	2
154	на материале	3	2
155	на мир	2	2
156	в ней	4	2
157	еще не	7	2
158	себе и	1	2
159	это и	1	2
160	за пределы	12	2
161	дает нам	2	2
162	как к	2	2
163	понять и	1	2
164	целый ряд	1	2
165	но несмотря	1	2
166	есть для	1	2
167	в нашем	4	2
168	на то	2	2
169	вследствие этого	3	2
170	мы наблюдаем	1	2
171	перестает быть	4	2
172	в понимании	1	2
173	чем она	1	2
174	подобно тому	1	2
175	так например	1	2
176	и за	1	2
177	значительной степени	1	2
178	в мире	3	2
179	зрения на	1	2
180	в художественном	20	2
181	автора и	1	2
182	по поводу	2	2
183	не во	2	2
184	можно найти	1	2
185	и без	1	2
186	в их	10	2
187	на фоне	3	2
188	и эти	1	2
189	мы должны	2	2
190	что в	7	2
191	вплоть до	1	2
192	мире в	1	2
193	его связь	1	2
194	того чтобы	2	2
195	ничего не	6	2
196	в самой	2	2
197	связи с	2	2
198	здесь же	2	2
199	могут быть	5	2
200	в одну	1	2
201	здесь не	4	2
202	без всякого	1	2
203	на основе	6	2
204	культуры но	1	2
205	в пределах	6	2
206	в дальнейшем	3	2
