N	3gram	Voloshinov_1	Freidism
1	с точки зрения	5	11
2	не может быть	2	7
3	в самом деле	1	6
4	в большинстве случаев	1	5
5	в зависимости от	5	4
6	то же время	7	4
7	в то же	9	4
8	на самом деле	3	4
9	можно сказать что	2	4
10	как мы уже	2	4
11	в последнем счете	1	4
12	в душе человека	1	4
13	как мы видели	3	4
14	для того чтобы	7	3
15	в собственном смысле	1	3
16	на этот вопрос	1	3
17	и той же	2	3
18	в свою очередь	4	3
19	с самого начала	4	3
20	в конечном счете	1	3
21	одной и той	2	3
22	то же самое	4	2
23	и внешней речи	1	2
24	то или иное	4	2
25	точку зрения на	1	2
26	до сих пор	1	2
27	и не может	1	2
28	на две группы	1	2
29	но в то	2	2
30	это прежде всего	1	2
31	с помощью которого	1	2
32	благодаря тому что	1	2
33	внутренней и внешней	3	2
34	все то что	2	2
35	во всех своих	3	2
36	в этом отношении	2	2
37	связанных с ними	1	2
38	на этом мы	1	2
39	зависимости от того	2	2
40	тем не менее	1	2
41	мы уже знаем	1	2
42	в конце концов	3	2
43	мы видели что	2	2
44	сих пор говоря	1	1
45	все эти высказывания	1	1
46	и каждое наше	1	1
47	нет и не	1	1
48	или хотя бы	2	1
49	в нашем сознании	1	1
50	только потому что	2	1
51	мы никогда не	5	1
52	равно как и	2	1
53	и нет ничего	1	1
54	так как в	1	1
55	и в отношении	1	1
56	но даже и	1	1
57	мы должны перейти	1	1
58	но ведь эти	1	1
59	или иное отношение	1	1
60	в этом случае	3	1
61	гораздо большей степени	1	1
62	как раз и	1	1
63	социальной группы к	1	1
64	того в какой	1	1
65	вполне понятно что	1	1
66	обратное влияние на	4	1
67	но не только	1	1
68	в котором они	1	1
69	о которой мы	1	1
70	иметь дело с	1	1
71	воли и сознания	1	1
72	хотя бы и	1	1
73	нашего сознания и	1	1
74	нам в голову	1	1
75	от того в	1	1
76	не было бы	2	1
77	в себе и	1	1
78	нет ничего удивительного	1	1
79	в каком направлении	1	1
80	в гораздо большей	1	1
81	же время служит	1	1
82	же останется от	1	1
83	по крайней мере	1	1
84	что мы называем	3	1
85	что такое сознание	1	1
86	тесно примыкает к	1	1
87	нужно отметить что	1	1
88	отнюдь не является	1	1
89	ни в какой	1	1
90	внешней речи и	1	1
91	и внутренняя речь	2	1
92	во внутренней речи	3	1
93	и вот это	1	1
94	и от всей	1	1
95	остановимся только на	1	1
96	мы не знаем	2	1
97	значения из одного	1	1
98	в беседе с	1	1
99	на первый взгляд	1	1
100	той социальной группы	1	1
101	в которой мы	1	1
102	но вместе с	1	1
103	и не могут	1	1
104	может обойтись без	1	1
105	но при этом	2	1
106	по сравнению с	1	1
107	если и не	1	1
108	человек не может	1	1
109	пор говоря о	1	1
110	каждый наш поступок	1	1
111	здесь в сознании	1	1
112	вернемся теперь к	1	1
113	не является чем-то	1	1
114	одни и те	1	1
115	мы говорили выше	1	1
116	группы к которой	1	1
117	не может ведь	1	1
118	мы убедились что	2	1
119	собственном смысле слова	1	1
120	не остается ничего	1	1
121	тем что его	1	1
122	то что же	1	1
123	бросается в глаза	1	1
124	это не совсем	1	1
125	что же такое	2	1
126	мы говорили что	1	1
127	борьбе за существование	1	1
128	и все же	1	1
129	мы не можем	1	1
130	только одна из	1	1
131	при которой происходит	1	1
132	то что мы	4	1
133	мы показали что	1	1
134	и уже в	1	1
135	о том что	2	1
136	но чаще всего	1	1
137	не только не	1	1
138	и те же	1	1
139	той или иной	3	1
140	но все же	2	1
141	за существование о	1	1
142	мы имеем в	1	1
143	и как мы	1	1
144	во внешнюю речь	1	1
145	как мы видим	1	1
146	смысле этого слова	2	1
147	сознание отдельного человека	1	1
148	может перейти в	1	1
149	не может обойтись	1	1
150	это как бы	1	1
151	и не мог	1	1
152	сказать что вся	1	1
153	не совсем так	1	1
154	большинстве случаев только	1	1
155	в том что	1	1
156	которые в последнем	1	1
157	является как бы	1	1
158	что же останется	1	1
159	и конфликты между	1	1
