N	2gram	Bakhtin_Fr_3	Mirosoze
1	может быть	9	30
2	не только	13	29
3	и в	40	28
4	не может	3	28
5	но и	11	25
6	а не	5	25
7	он не	9	24
8	человеческой природы	1	20
9	в этом	15	20
10	не было	5	18
11	у него	8	17
12	не в	1	16
13	потому что	2	16
14	в ней	4	15
15	в своей	6	15
16	и есть	3	14
17	он был	3	14
18	никогда не	1	14
19	до конца	6	14
20	в нем	5	13
21	и он	1	12
22	и это	2	12
23	в самом	6	11
24	для него	5	11
25	и не	13	11
26	в своем	7	10
27	в творчестве	1	10
28	было бы	4	10
29	что в	12	10
30	в мире	4	10
31	прежде всего	16	10
32	что он	2	10
33	и потому	4	10
34	и все	9	10
35	те которые	1	9
36	с тем	1	9
37	но он	2	9
38	и его	17	9
39	в его	13	9
40	из самых	2	8
41	в котором	2	8
42	но не	2	8
43	в человеке	1	8
44	не был	2	7
45	менее всего	1	7
46	но в	8	7
47	в себе	3	7
48	в конце	3	7
49	к нему	2	7
50	того что	1	7
51	и на	8	6
52	в которой	2	6
53	лишь в	2	6
54	в этой	3	6
55	только в	3	6
56	вместе с	3	6
57	все это	4	6
58	в том	8	6
59	нет и	1	5
60	свободы но	1	5
61	если он	1	5
62	это не	2	5
63	как и	11	5
64	у нас	4	5
65	не могут	1	5
66	то что	5	5
67	и я	1	5
68	мира и	1	5
69	смысле слова	4	4
70	отношения к	1	4
71	это и	2	4
72	и этот	2	4
73	есть не	1	4
74	был еще	2	4
75	xix века	4	4
76	отношение к	8	4
77	зла в	1	4
78	не к	2	4
79	не как	1	4
80	и по	1	4
81	он знал	1	4
82	в них	9	4
83	в этих	6	4
84	точки зрения	2	4
85	в их	4	4
86	человека но	1	4
87	к концу	1	4
88	свободу и	1	4
89	что и	3	4
90	один из	4	4
91	и свободы	1	4
92	уже в	2	4
93	ни с	1	4
94	а в	3	4
95	тем что	3	4
96	и вместе	1	4
97	не знает	1	4
98	вряд ли	1	3
99	не была	1	3
100	с его	3	3
101	с этим	2	3
102	когда он	1	3
103	этого мира	1	3
104	бы и	1	3
105	и еще	2	3
106	на том	1	3
107	и вот	2	3
108	на этом	2	3
109	и с	8	3
110	то есть	18	3
111	его в	1	3
112	для них	1	3
113	пребывает в	1	3
114	том что	4	3
115	не имеет	1	3
116	ничего не	1	3
117	в ее	3	3
118	особенно в	4	3
119	он до	1	3
120	все его	1	3
121	и страдания	2	3
122	в него	1	3
123	это очень	1	3
124	конечно не	2	3
125	одно из	3	3
126	не так	3	3
127	и их	1	3
128	так как	4	3
129	людьми и	1	3
130	ко всем	3	3
131	это есть	2	3
132	должно быть	1	3
133	он должен	1	3
134	потому не	1	3
135	хотя бы	2	3
136	будто бы	1	3
137	в свете	3	3
138	мы увидим	2	3
139	есть и	2	3
140	одним из	2	2
141	также и	4	2
142	в этот	2	2
143	связана с	2	2
144	и насилия	1	2
145	не хочет	1	2
146	высшей степени	1	2
147	века в	2	2
148	а как	1	2
149	который был	1	2
150	в виду	7	2
151	литературы и	1	2
152	по отношению	3	2
153	себе и	1	2
154	относится к	1	2
155	в истории	4	2
156	как в	3	2
157	к новому	2	2
158	все же	2	2
159	и как	3	2
160	и к	3	2
161	от этого	1	2
162	и у	2	2
163	он в	2	2
164	все эти	8	2
165	как он	2	2
166	если бы	3	2
167	к миру	1	2
168	страдания и	2	2
169	прежде чем	1	2
170	него и	2	2
171	я бы	1	2
172	на протяжении	3	2
173	который и	1	2
174	истории и	1	2
175	чем в	1	2
176	сама истина	1	2
177	мысли и	1	2
178	от его	1	2
179	сих пор	4	2
180	и жизнь	1	2
181	возвращается к	1	2
182	этот мир	2	2
183	это особенно	1	2
184	в то	6	2
185	в основе	5	2
186	того чтобы	4	2
187	по своей	1	2
188	и сама	2	2
189	великих писателей	1	2
190	отличается от	1	2
191	всего в	1	2
192	как для	1	2
193	него как	1	2
194	ко второй	1	2
195	он мог	1	2
196	и от	3	2
197	и что	1	2
198	еще в	3	2
199	по сравнению	2	2
200	с ним	1	2
201	и историческое	2	2
202	о нем	3	2
203	о том	4	2
204	с того	2	2
205	и во	4	2
206	которой все	1	2
207	и она	1	2
208	мы видим	5	2
209	нем не	1	2
210	начало в	1	2
211	жизни и	4	2
212	так называемый	1	2
213	ведь это	1	2
214	была еще	1	2
215	отношению к	2	2
216	как будто	1	2
217	даже и	2	2
218	для того	3	2
219	момент в	2	2
220	в высшей	1	2
221	до сих	4	2
222	церковь и	2	2
223	у самого	2	2
224	мы еще	6	2
225	и самый	1	2
226	связано с	1	2
227	много в	2	2
228	долгое время	1	2
229	о чем	2	2
230	он и	7	2
231	в той	6	2
232	как бы	3	2
233	образ и	2	2
234	его творчество	2	2
235	в начале	3	2
236	о мире	2	2
237	в более	3	2
238	и для	5	2
239	и человек	1	2
240	в свою	1	2
241	сказать что	3	2
242	свободой и	1	2
243	понять его	1	2
244	к этой	3	2
245	к этому	6	2
246	все что	2	2
247	писателей мировой	1	1
248	только он	1	1
249	если вы	1	1
250	и т	1	1
251	все движется	1	1
252	совершенно новый	1	1
253	на самом	3	1
254	переход от	2	1
255	и до	8	1
256	имея в	1	1
257	был и	1	1
258	но те	1	1
259	из всех	4	1
260	и вырождения	1	1
261	мы имеем	1	1
262	мы не	2	1
263	под ними	1	1
264	не во	1	1
265	обращенный к	1	1
266	начало не	1	1
267	лежит через	1	1
268	этот был	1	1
269	самых замечательных	1	1
270	что иное	1	1
271	принадлежит к	1	1
272	жизни как	1	1
273	и был	2	1
274	и состоит	1	1
275	меньше чем	1	1
276	еще не	3	1
277	бы еще	1	1
278	за это	1	1
279	иное как	1	1
280	в последних	2	1
281	свои произведения	1	1
282	во всех	6	1
283	тем как	1	1
284	самом деле	3	1
285	всякий раз	1	1
286	и всякий	1	1
287	с истиной	1	1
288	отличие от	3	1
289	что они	1	1
290	писатель в	1	1
291	мира в	1	1
292	что во	1	1
293	в одной	1	1
294	вот я	2	1
295	его на	1	1
296	именно от	1	1
297	такова же	1	1
298	может найти	1	1
299	сознания в	1	1
300	говорит что	1	1
301	был связан	1	1
302	его к	2	1
303	со своей	1	1
304	знанием и	1	1
305	сущности и	1	1
306	роль в	4	1
307	говорят о	2	1
308	имеем в	1	1
309	во многих	1	1
310	но ведь	3	1
311	и вечной	1	1
312	высокое и	1	1
313	видит и	1	1
314	эпохи возрождения	3	1
315	в первых	1	1
316	силой и	1	1
317	всех этих	3	1
318	к одному	1	1
319	с таким	1	1
320	в плане	2	1
321	ее жизни	1	1
322	что сам	1	1
323	значительной степени	2	1
324	это начало	1	1
325	как они	1	1
326	в платоновском	1	1
327	в состоянии	2	1
328	указывали на	1	1
329	от греческого	1	1
330	они должны	1	1
331	творчестве в	1	1
332	была в	1	1
333	них не	1	1
334	на все	1	1
335	это было	1	1
336	с начала	4	1
337	весь мир	1	1
338	связанным с	1	1
339	жизни то	1	1
340	мировой литературы	3	1
341	и вся	1	1
342	с такой	1	1
343	и благополучия	1	1
344	хотя в	2	1
345	данте и	1	1
346	нисколько не	1	1
347	смысл и	1	1
348	с еще	1	1
349	во время	8	1
350	к тем	2	1
351	этой связи	1	1
352	можно найти	1	1
353	в преисподнюю	1	1
354	она в	1	1
355	было очень	1	1
356	он дает	2	1
357	в отличие	3	1
358	нельзя понять	2	1
359	нему и	1	1
360	знал и	1	1
361	и этой	1	1
362	мир и	1	1
363	отрицает и	1	1
364	и эти	1	1
365	и более	1	1
366	вовсе не	12	1
367	в землю	1	1
368	сложный и	1	1
369	сам он	1	1
370	мы чувствуем	3	1
371	почти все	1	1
372	и истории	1	1
373	положительный и	1	1
374	в отношении	1	1
375	не менее	2	1
376	не раз	2	1
377	вплоть до	3	1
378	чтобы иметь	1	1
379	культурной жизни	2	1
380	всего себя	1	1
381	что их	1	1
382	века у	2	1
383	этими двумя	1	1
384	или лучше	1	1
385	миру но	1	1
386	мы все	1	1
387	для творчества	1	1
388	так много	3	1
389	самой жизни	1	1
390	и такой	1	1
391	с одним	1	1
392	такая же	1	1
393	во всем	3	1
394	мире и	1	1
395	и мысли	3	1
396	что русский	1	1
397	века не	1	1
398	в области	4	1
399	всякий гений	1	1
400	xx века	5	1
401	все то	2	1
402	в духе	7	1
403	вокруг него	1	1
404	бы раскрыть	1	1
405	лишь один	1	1
406	среды в	1	1
407	людей в	1	1
408	веков в	1	1
409	как человек	1	1
410	все еще	1	1
411	и тайну	1	1
412	от которой	1	1
413	всегда в	1	1
414	связанного со	1	1
415	эпоху в	1	1
416	и самое	3	1
417	и о	4	1
418	к людям	1	1
419	связи со	1	1
420	мир к	1	1
421	средневековья и	4	1
422	существует только	1	1
423	культуры и	7	1
424	в пределах	1	1
425	так в	4	1
426	для нового	2	1
427	ставить и	1	1
428	и сам	2	1
429	в образе	1	1
430	можно было	3	1
431	так и	3	1
432	в нескольких	1	1
433	было в	1	1
434	об этой	1	1
435	она была	1	1
436	жизнь и	1	1
437	поэтому в	2	1
438	образов у	1	1
439	в эпоху	8	1
440	свободной и	1	1
441	элемент в	1	1
442	и даже	4	1
443	из величайших	1	1
444	об этом	3	1
445	в разных	2	1
446	его интересует	2	1
447	каждый раз	1	1
448	своей книге	2	1
449	при котором	1	1
450	правда у	1	1
451	и отрицательный	1	1
452	одного из	2	1
453	она всегда	1	1
454	в значительной	3	1
455	нас в	2	1
456	заключается в	1	1
457	существенное в	1	1
458	путь к	1	1
459	от них	1	1
460	этот момент	1	1
461	есть художественное	1	1
462	во всей	3	1
463	не видел	1	1
464	и только	1	1
465	в другой	1	1
466	в бытовой	1	1
467	это лишь	1	1
468	вообще и	1	1
469	все время	1	1
470	в описании	1	1
471	и наконец	3	1
472	мы уже	13	1
473	как явление	1	1
474	быть названа	1	1
475	быть и	1	1
476	порядка и	1	1
477	моменты в	1	1
478	одной из	2	1
479	характерно для	2	1
480	в вопросе	1	1
481	благополучия в	1	1
482	то он	1	1
483	между тем	3	1
484	между этими	1	1
485	и ее	2	1
486	был также	1	1
487	в эти	2	1
488	лишь бы	1	1
489	так что	1	1
490	же и	3	1
491	с нею	2	1
492	литературы в	1	1
493	которому он	1	1
494	в нашей	2	1
495	не принимает	1	1
496	потому в	1	1
497	участие в	1	1
498	и небо	1	1
499	xvi века	19	1
500	всяком случае	1	1
501	и характеристику	1	1
502	ценность в	1	1
503	на одном	1	1
504	в одном	7	1
505	ее не	2	1
506	как его	2	1
507	нее не	1	1
508	характерны для	3	1
509	еще вполне	2	1
510	встречаемся с	2	1
511	но из	1	1
512	рядом с	2	1
513	связан с	3	1
514	не были	2	1
515	для художника	1	1
516	она лежит	1	1
517	и из	1	1
518	влияние на	2	1
519	а именно	1	1
520	с той	1	1
521	чем он	2	1
522	мира это	1	1
523	и др	7	1
524	органическая часть	1	1
525	что не	1	1
526	с большей	1	1
527	говорит о	1	1
528	притом не	1	1
529	не на	1	1
530	жизнь в	3	1
531	точек зрения	1	1
532	в ряду	1	1
533	и тут	1	1
534	не видит	4	1
535	но оно	1	1
