N	3gram	Losev_Vlad_3	Psycholo
1	для того чтобы	1	19
2	в том что	10	12
3	все то что	1	11
4	о том что	8	10
5	в самом деле	1	7
6	то же самое	1	6
7	на то что	2	6
8	что в нем	1	5
9	к тому что	2	5
10	с самого начала	1	5
11	с точки зрения	6	4
12	можно было бы	1	4
13	том что он	1	3
14	то что в	3	3
15	точно так же	4	3
16	одна из них	1	3
17	и что в	1	3
18	так же как	2	3
19	в конце концов	5	3
20	и в этом	5	3
21	то что он	1	3
22	во всяком случае	3	3
23	надо сказать что	1	3
24	заключается в том	1	3
25	это и есть	1	3
26	до сих пор	1	3
27	с одной стороны	3	3
28	сама по себе	1	3
29	потому что он	1	2
30	уже знаем что	1	2
31	сводится к тому	2	2
32	сказать что в	1	2
33	да и не	1	2
34	внимание на то	1	2
35	о том как	1	2
36	и если мы	1	2
37	сам по себе	2	2
38	начала до конца	1	2
39	вместе с тем	6	2
40	в это время	2	2
41	то время как	2	2
42	если бы мы	1	2
43	он знает что	1	2
44	в какой бы	1	2
45	нисколько не больше	1	2
46	с другой стороны	2	2
47	в то время	4	2
48	он не понимает	1	2
49	не только не	1	2
50	с целым рядом	1	2
51	мы видим что	1	2
52	на то как	1	2
53	если мы будем	1	2
54	мы уже знаем	1	2
55	к тому же	5	2
56	те же самые	1	2
57	ровно ничего общего	1	1
58	мы знаем что	1	1
59	что иное как	1	1
60	что в этом	2	1
61	мы и в	1	1
62	это то что	1	1
63	все дело в	1	1
64	какой бы то	1	1
65	том что это	1	1
66	также и в	2	1
67	в том и	1	1
68	же как и	1	1
69	мы не можем	1	1
70	сказать что ни	1	1
71	что она была	1	1
72	в таком случае	2	1
73	именно то что	1	1
74	находим мы и	1	1
75	бы то ни	3	1
76	у него не	1	1
77	только то что	1	1
78	с этим материалом	1	1
79	с тем что	1	1
80	все и не	1	1
81	как это делают	1	1
82	и в тех	1	1
83	все эти мысли	1	1
84	то же время	2	1
85	что вопрос о	1	1
86	бросаются в глаза	1	1
87	что весь этот	1	1
88	никогда не был	4	1
89	но все дело	1	1
90	бы если бы	2	1
91	едва ли можно	2	1
92	с этой точки	1	1
93	у него нет	1	1
94	творчества в своей	1	1
95	можно найти в	1	1
96	если исходить из	1	1
97	на эту тему	1	1
98	или как говорит	1	1
99	причинам прежде всего	1	1
100	ни в одном	1	1
101	то ни было	1	1
102	в гораздо более	1	1
103	вовсе не для	1	1
104	хотел дать в	1	1
105	и в то	2	1
106	то можно сказать	1	1
107	том что эта	1	1
108	а также и	6	1
109	и никак не	1	1
110	и в своем	1	1
111	в окончательном виде	1	1
112	ясно что в	1	1
113	как это легко	1	1
114	а с другой	2	1
115	то что все	1	1
116	это легко может	1	1
117	как раз на	1	1
118	дело в том	5	1
119	и так как	1	1
120	сменяли одна другую	1	1
121	а не только	2	1
122	тем что в	1	1
123	и в своих	1	1
124	потому что они	1	1
125	а то что	1	1
126	ни в каком	2	1
127	у него в	4	1
128	на русский язык	1	1
129	не может быть	6	1
130	не был бы	1	1
131	легко может показаться	1	1
132	но об этом	1	1
133	не что иное	1	1
134	имел в виду	1	1
135	другое не может	1	1
136	и вместе с	2	1
137	бы это было	1	1
138	конце концов только	1	1
139	ни в какой	1	1
140	те или иные	2	1
141	конечно не имеет	1	1
142	ничего общего с	2	1
143	тем и другим	1	1
144	то что это	2	1
145	он принадлежит к	1	1
146	этой точки зрения	1	1
147	или вернее сказать	1	1
148	но никак не	1	1
149	не только в	1	1
150	правы потому что	1	1
151	в одном акте	1	1
152	и в результате	1	1
153	поскольку он принадлежит	1	1
154	так же и	1	1
155	в этом смысле	3	1
156	в то же	3	1
157	в каком отношении	1	1
158	и ни на	1	1
159	что это есть	2	1
160	в согласии с	2	1
161	что и в	3	1
162	так или иначе	2	1
163	несмотря на все	1	1
164	и что эта	1	1
165	мы только что	1	1
