N	2gram	Losev_Dial_4	DiskursI
1	в качестве	2	34
2	не только	8	28
3	в том	11	23
4	а не	18	22
5	том что	10	19
6	может быть	17	17
7	как и	7	16
8	и в	15	16
9	в этом	11	15
10	еще не	4	14
11	но и	4	14
12	при этом	2	13
13	прежде всего	11	11
14	и не	30	11
15	как в	3	10
16	с другой	1	10
17	в нем	5	9
18	не может	11	9
19	с одной	1	9
20	в частности	2	9
21	отнюдь не	4	8
22	но в	3	8
23	о том	5	8
24	так и	5	8
25	не было	2	7
26	в себе	8	7
27	то же	9	7
28	не в	8	7
29	в основе	10	7
30	роль в	1	7
31	со стороны	3	7
32	в его	4	7
33	только в	7	7
34	в своем	5	6
35	и как	4	6
36	и на	5	5
37	во всех	2	5
38	отличие от	2	5
39	природе своей	1	5
40	в силу	4	5
41	в котором	2	5
42	в их	3	5
43	в отличие	1	5
44	в процессе	1	5
45	в себя	5	5
46	по природе	1	5
47	или иной	1	5
48	можно сказать	5	5
49	в данном	3	5
50	как бы	14	5
51	а в	1	5
52	то что	16	5
53	в своей	3	5
54	и о	8	4
55	в которых	1	4
56	с его	5	4
57	отношение к	1	4
58	в истории	3	4
59	уже не	9	4
60	претендует на	2	4
61	не как	4	4
62	лишь в	2	4
63	в них	2	4
64	потому что	10	4
65	могут быть	3	4
66	же время	6	4
67	во втором	1	4
68	одной из	2	4
69	что он	7	4
70	в особенности	4	4
71	что не	3	4
72	связи с	1	4
73	далеко еще	1	4
74	не является	1	4
75	не предполагает	1	4
76	что в	7	4
77	также и	4	3
78	и потому	3	3
79	имеет свою	1	3
80	той или	4	3
81	в одной	1	3
82	с этим	3	3
83	перед нами	6	3
84	в самом	2	3
85	заключается в	2	3
86	это не	12	3
87	ведет к	1	3
88	точки зрения	14	3
89	в своих	1	3
90	однако в	2	3
91	по себе	13	3
92	в то	6	3
93	таким образом	5	3
94	ли не	1	3
95	должны быть	4	3
96	они и	1	3
97	как не	2	3
98	свою очередь	2	3
99	в ее	2	3
100	и даже	6	3
101	картина мира	1	3
102	что и	6	3
103	хотя бы	4	3
104	из них	2	3
105	тем что	2	3
106	именно в	5	3
107	себе не	2	3
108	понятие о	2	3
109	мира в	1	3
110	тому как	4	3
111	того что	13	3
112	один из	4	3
113	все же	2	3
114	в свою	3	3
115	сказать что	6	3
116	другой стороны	2	3
117	это понятие	3	3
118	отношения к	3	2
119	и есть	19	2
120	к другому	1	2
121	он всегда	2	2
122	едва ли	3	2
123	для своего	1	2
124	мы имеем	5	2
125	в сущности	5	2
126	совпадает с	2	2
127	в виду	9	2
128	но как	2	2
129	в новом	1	2
130	событий а	3	2
131	за пределы	3	2
132	себя в	2	2
133	стороны и	1	2
134	как к	1	2
135	хотя и	6	2
136	когда он	3	2
137	целый ряд	1	2
138	таковыми не	1	2
139	однако на	1	2
140	в противоположность	2	2
141	не приходится	1	2
142	в этой	4	2
143	всей его	2	2
144	становления и	1	2
145	подобно тому	4	2
146	и по	2	2
147	на этом	3	2
148	человека в	1	2
149	исходя из	1	2
150	ни чисто	3	2
151	об этом	3	2
152	того или	2	2
153	и тем	6	2
154	не всегда	3	2
155	одного и	1	2
156	и без	2	2
157	не от	1	2
158	по крайней	7	2
159	возможно только	3	2
160	не менее	2	2
161	но они	2	2
162	что с	2	2
163	дело не	1	2
164	не могло	1	2
165	как формы	3	2
166	имеем дело	1	2
167	в наше	1	2
168	и его	7	2
169	однако это	1	2
170	крайней мере	7	2
171	уже о	4	2
172	к себе	1	2
173	отличается от	1	2
174	не есть	40	2
175	оно не	2	2
176	и он	1	2
177	в едином	1	2
178	как мы	1	2
179	с ее	10	2
180	говоря уже	3	2
181	данном случае	1	2
182	в пределах	1	2
183	на том	1	2
184	было в	1	2
185	и вообще	7	2
186	о нем	2	2
187	во всяком	2	2
188	и что	9	2
189	одного из	1	2
190	основе своей	1	2
191	но обязательно	1	2
192	это было	2	2
193	в греческой	1	2
194	и требует	2	2
195	и во	2	2
196	них в	1	2
197	и ее	8	2
198	точка зрения	1	2
199	есть в	4	2
200	уже в	1	2
201	в одном	4	2
202	как его	1	2
203	заметить что	1	2
204	никогда не	2	2
205	бы это	1	2
206	говорили о	1	2
207	однако и	1	2
208	его как	2	2
209	то она	1	2
210	тем кто	1	2
211	что же	2	2
212	жизни в	1	2
213	события а	1	2
214	за его	2	2
215	не имея	1	2
216	или в	7	2
217	о котором	1	2
218	и все	11	2
219	не более	1	2
220	будто бы	1	2
221	хотя в	1	2
222	может и	2	2
223	не говоря	3	2
224	не претендует	1	2
225	что даже	2	2
226	к этому	3	2
227	второй из	1	1
228	нем нет	2	1
229	можно говорить	2	1
230	речь идет	1	1
231	чтобы не	1	1
