N	4gram	Tiupa_Teor_1	Analitik
1	в то же время	5	6
2	не что иное как	1	4
3	мы имеем дело с	1	3
4	состоит в том что	4	3
5	бы то ни было	1	3
6	в той или иной	1	3
7	есть не что иное	1	3
8	той мере в какой	1	2
9	в том или ином	1	2
10	но в то же	1	2
11	совокупность факторов художественного впечатления	1	2
12	а в то же	1	2
13	как совокупность факторов художественного	1	2
14	одного и того же	3	2
15	в коем случае не	2	2
16	собственно говоря и состоит	1	2
17	в той мере в	1	2
18	ни в коем случае	2	2
19	обращает на себя внимание	1	1
20	знанию такого рода обогащает	1	1
21	есть высшая форма целостности	1	1
22	выступать и внутренняя целостность	1	1
23	говорит и объектной что	1	1
24	и наоборот созерцающий становится	1	1
25	личностного присутствия во внешнем	1	1
26	смена субъекта речи кто	1	1
27	содержание эстетической деятельности созерцания	1	1
28	своих героях воображая что	1	1
29	чем произведение оригинальнее тем	1	1
30	специфически человеческий способ существования	1	1
31	собственному я самоопределение к	1	1
32	мира вокруг я героя	1	1
33	и неспецифичны собственно же	1	1
34	факультативные и более поверхностные	1	1
35	донна ставшие общеизвестными после	1	1
36	числе и трагическое есть	1	1
37	ядра личности а не	1	1
38	специфическая целостность феноменов человеческого	1	1
39	нераздельными его полюсами предмет	1	1
40	этого словами гегеля духовная	1	1
41	самоопределение к ролевому сверх-я	1	1
42	б.о корманом объектную и	1	1
43	и способа высказывания смена	1	1
44	общее всем знакомее и	1	1
45	и что ж результат	1	1
46	или переменой в составе	1	1
47	первостепенная проблема субъектной организации	1	1
48	и сосредоточенное в конечном	1	1
49	того или иного рода	1	1
50	объектом только в присутствии	1	1
51	художник вследствие этого словами	1	1
52	и объектной что говорится	1	1
53	кто говорит и как	1	1
54	целостность феноменов человеческого бытия	1	1
55	очевидная граница между двумя	1	1
56	тем художественная реальность героя	1	1
57	но факультативные и более	1	1
58	эстетической деятельности созерцания направленной	1	1
59	раздельно и сочетаться подобно	1	1
60	речи такова специфика самого	1	1
61	объектную и субъектную организации	1	1
62	известную цельность как бы	1	1
63	ее художник вследствие этого	1	1
64	человеческое я есть точка	1	1
65	ему люди но иностранцы	1	1
66	есть точка пересечения трех	1	1
67	сказать не спрашивай о	1	1
68	ценностное уплотнение воображаемого мира	1	1
69	однако начало нового эпизода	1	1
70	становится эстетическим субъектом только	1	1
71	мы имеем в виду	3	1
72	оно универсальнее вы говорите	1	1
73	эпизодов служат абзацы далеко	1	1
74	тайна внутреннего я ядра	1	1
75	художественное знание по мысли	1	1
76	наш духовный опыт внутреннего	1	1
77	хемингуэя фиеста можно сказать	1	1
78	счете искусство в том	1	1
79	составе персонажей появление исчезновение	1	1
80	одна вымышленная условная индивидуальность	1	1
81	отдельные слова не разложимое	1	1
82	ее никто не решает	1	1
83	адресата к какому-нибудь объекту	1	1
84	же время узкое и	1	1
85	можно сказать не спрашивай	1	1
86	входят в состав художественного	1	1
87	эстетического созерцания может выступать	1	1
88	личности к своему собственному	1	1
89	внутреннее единство духовного я	1	1
90	узкое и сосредоточенное в	1	1
91	внутренняя целостность не только	1	1
92	более поверхностные психологические социальные	1	1
93	художественно значимые исключения столь	1	1
94	полюсами предмет созерцания оказывается	1	1
95	я героя как ценностного	1	1
96	не ее оболочек психологии	1	1
97	организация литературного произведения состоит	1	1
98	единством субъекта и способа	1	1
99	это возможно в обыденной	1	1
100	как организация ментального созерцания	1	1
101	переменой в составе персонажей	1	1
102	единством а места б	1	1
103	в принципе недоступна между	1	1
104	оригинальнее тем оно универсальнее	1	1
105	оказывается эстетическим объектом только	1	1
106	одно и то же	1	1
107	не спрашивай о ком	1	1
108	взаимоотношений изображающей и изображенной	1	1
109	химическом соединении с художественной	1	1
110	как внутреннее единство духовного	1	1
111	логический объект логический субъект	1	1
112	к знанию такого рода	1	1
113	является специфическая целостность феноменов	1	1
114	субъекта и способа высказывания	1	1
115	принадлежит какому-нибудь речевому субъекту	1	1
116	по всеохватывающей своей широте	1	1
117	и более поверхностные психологические	1	1
118	родственно всем любая личность	1	1
119	как это происходит в	1	1
120	внешнюю полноту и неизбыточность	1	1
121	явлений между тем объектом	1	1
122	эпизодов знаменуется переносом в	1	1
123	и не наступает вместо	1	1
124	дж донна ставшие общеизвестными	1	1
125	пастернака доверенной его романному	1	1
126	мире и жизни однако	1	1
127	описывал себя в своих	1	1
128	перед лицом эстетического объекта	1	1
129	в художественном произведении чище	1	1
130	и объект эстетического отношения	1	1
131	могущие иметь место в	1	1
132	страхову что достоевский описывал	1	1
133	внешнем мире и составляет	1	1
134	в виду не только	3	1
135	изображающей и изображенной речи	1	1
136	времени или переменой в	1	1
137	текста наиболее очевидная граница	1	1
138	такого рода обогащает наш	1	1
139	которой обладают некое событие	1	1
140	в том случае если	1	1
141	прозрачнее чем это возможно	1	1
142	тот что даже в	1	1
143	если логический объект логический	1	1
144	ценность которой обладают некое	1	1
145	необязательны и неспецифичны собственно	1	1
146	я другого межличностная данность	1	1
147	принципе недоступна между тем	1	1
148	творческого акта в отличие	1	1
149	граница между двумя соседними	1	1
150	мыслиться раздельно и сочетаться	1	1
151	обобщения могущие иметь место	1	1
152	утверждение о жизни по	1	1
153	слова не разложимое а	1	1
154	являются неслиянными и нераздельными	1	1
155	текста смыслосообразно скомпонованное из	1	1
156	способны запечатлевать самые разнообразные	1	1
157	обыденной внехудожественной действительности приобщение	1	1
158	могут мыслиться раздельно и	1	1
159	я ядра личности а	1	1
160	может выступать и внутренняя	1	1
161	воображая что все люди	1	1
162	недоступна между тем художественная	1	1
163	люди но иностранцы узнают	1	1
164	личности более того личность	1	1
165	и неизбыточность явлений между	1	1
166	знаменуется переносом в пространстве	1	1
167	своих других для него	1	1
168	цельность как бы личность	1	1
169	последовательного наращивания текста наиболее	1	1
170	и нераздельными его полюсами	1	1
171	рассказ о счастье существования	1	1
172	однако все они для	1	1
173	произведения состоит в нелингвистической	1	1
174	духовного я есть высшая	1	1
175	субъектной кто говорит и	1	1
176	словами гегеля духовная ценность	1	1
177	корманом объектную и субъектную	1	1
178	ему известную цельность как	1	1
179	созерцания направленной на произведение	1	1
180	эпизода как правило совпадает	1	1
181	ни убавить ни изменить	1	1
182	тем общее всем знакомее	1	1
183	целостность не только целостность	1	1
184	времени и в действия	1	1
185	своей широте на отдельные	1	1
186	соседними сегментами субъектной организации	1	1
187	двух соседних эпизодов знаменуется	1	1
188	нелингвистической упорядоченности лексических синтаксических	1	1
189	текста абзац знаменующий паузу	1	1
190	ценностного центра этого мира	1	1
191	феноменов человеческого бытия я-в-мире	1	1
192	неслиянными и нераздельными его	1	1
193	непосредственно к внутреннему зрению	1	1
194	дневниковая запись документ но	1	1
195	произведении чище и прозрачнее	1	1
196	я уникально и одновременно	1	1
197	ними могут мыслиться раздельно	1	1
198	психологии характера социального поведения	1	1
199	смешивать с гносеологическими понятиями	1	1
200	трех фундаментальных отношений личности	1	1
201	сосредоточенное в конечном счете	1	1
202	всякий раз художественно значимые	1	1
203	вокруг я героя как	1	1
204	по преимуществу внешнюю полноту	1	1
205	не следует смешивать с	3	1
206	всеохватывающей своей широте на	1	1
207	сигналами границы эпизодов служат	1	1
208	отношение между ними могут	1	1
209	отношения являются неслиянными и	1	1
210	зачерпнуть тем общее всем	1	1
211	лицах не только мы	1	1
212	вещи но и души	1	1
213	и внутренняя целостность не	1	1
214	исключения столь же значима	1	1
215	пересечения трех фундаментальных отношений	1	1
216	значимые исключения столь же	1	1
217	столь же значима имеющая	1	1
218	убавить ни изменить ничего	1	1
219	опыт внутреннего личностного присутствия	1	1
220	ничего нельзя не сделав	1	1
221	то или иное логическое	1	1
222	объекту речи такова специфика	1	1
223	во времени или переменой	1	1
224	смыслосообразно скомпонованное из речений	1	1
225	проблема взаимоотношений изображающей и	1	1
226	широте на отдельные слова	1	1
227	на отдельные слова не	1	1
228	обогащает наш духовный опыт	1	1
229	а места б времени	1	1
230	героях воображая что все	1	1
231	между тем объектом эстетического	1	1
232	письмо дневниковая запись документ	1	1
233	прочие обобщения могущие иметь	1	1
234	еще одна вымышленная условная	1	1
235	случае мы имеем дело	1	1
236	этих исключительных лицах не	1	1
237	последовательно осуществлено и введено	1	1
238	время узкое и сосредоточенное	1	1
239	исключительных лицах не только	1	1
240	только целостность тела вещи	1	1
241	эстетическим объектом только в	1	1
242	правило совпадает с абзацем	1	1
243	как письмо дневниковая запись	1	1
244	как содержание эстетической деятельности	1	1
245	виду не только такие	1	1
246	том числе и трагическое	1	1
247	конечном счете искусство в	1	1
248	тем оно универсальнее вы	1	1
249	жизни однако все они	1	1
250	о мире и жизни	1	1
251	в исходном значении этого	1	1
252	созерцающий становится эстетическим субъектом	1	1
253	материала литературы как искусства	1	1
254	тексты способны запечатлевать самые	1	1
255	присутствия во внешнем мире	1	1
256	ему принадлежит только целое	1	1
257	осуществлено и введено в	1	1
258	только целое текста смыслосообразно	1	1
259	соединении с художественной идеологемой	1	1
260	границы эпизодов служат абзацы	1	1
261	предмет созерцания оказывается эстетическим	1	1
