N	3gram	Nazirov_Tv_1	Myshleni
1	в том что	6	13
2	с самого начала	3	7
3	к тому что	1	6
4	по отношению к	1	5
5	то же самое	1	5
6	в данном случае	2	5
7	с одной стороны	1	5
8	вместе с тем	1	4
9	заключается в том	1	4
10	о том что	5	4
11	до сих пор	1	3
12	то и другое	1	3
13	тем не менее	2	3
14	можно сказать что	2	3
15	как и в	1	3
16	том что в	2	2
17	на самом деле	2	2
18	в известном смысле	1	2
19	в отличие от	1	2
20	точно так же	2	2
21	в свою очередь	1	2
22	в конечном счете	4	2
23	сразу во всей	1	1
24	что иное как	1	1
25	в основе всех	1	1
26	это не означает	2	1
27	по сути дела	3	1
28	но только не	1	1
29	та же самая	2	1
30	имеет место в	1	1
31	конечном счете и	1	1
32	в соответствии с	3	1
33	как это имеет	1	1
34	в том же	1	1
35	потому что не	1	1
36	самом же деле	1	1
37	что он не	1	1
38	в первую очередь	1	1
39	друг на друга	1	1
40	же самое время	1	1
41	заключает в себе	1	1
42	что все это	3	1
43	по мере приближения	1	1
44	и что в	1	1
45	в этой области	1	1
46	не только в	2	1
47	но при этом	1	1
48	в одной из	2	1
49	с другой стороны	1	1
50	не только для	1	1
51	прежде всего на	1	1
52	не могут быть	1	1
53	что он как	1	1
54	мы уже говорили	1	1
55	что у него	1	1
56	на самом же	1	1
57	это имеет место	1	1
58	то к чему	1	1
59	это само собой	1	1
60	это значит что	1	1
61	могут быть названы	1	1
62	и вследствие этого	1	1
63	не что иное	1	1
64	по нашему мнению	5	1
65	в то же	13	1
66	чем у нас	1	1
67	в конце концов	1	1
