N	2gram	Vinokur_Ku_1	Myshleni
1	в том	30	42
2	том что	21	35
3	с помощью	7	31
4	в процессе	1	27
5	таким образом	12	25
6	в развитии	1	25
7	в этом	14	24
8	точки зрения	14	24
9	в качестве	7	21
10	и в	24	20
11	что в	17	19
12	заключается в	2	18
13	то же	8	16
14	понятий в	1	16
15	не только	10	15
16	то что	9	15
17	что они	4	14
18	как мы	1	13
19	в их	3	12
20	процесс образования	1	12
21	при этом	6	12
22	может быть	13	12
23	с другой	7	12
24	потому что	23	12
25	с точки	9	11
26	в его	12	11
27	так же	4	11
28	этого слова	3	11
29	в целом	4	11
30	и то	3	10
31	на основе	1	10
32	в истории	3	10
33	в себе	3	10
34	своего развития	1	10
35	того что	9	10
36	только в	11	10
37	если мы	2	10
38	так как	9	10
39	того же	4	9
40	могли бы	2	9
41	и как	2	9
42	понятий и	1	9
43	как и	2	9
44	между тем	5	9
45	что и	4	9
46	тот же	2	9
47	с одной	1	9
48	слова в	1	9
49	одной стороны	1	9
50	как это	3	9
51	другой стороны	6	9
52	но и	6	9
53	и тем	2	8
54	было бы	15	8
55	этом смысле	3	8
56	тогда когда	6	8
57	и что	5	8
58	вместе с	7	8
59	и не	12	8
60	в результате	5	8
61	самом деле	9	7
62	собственном смысле	1	7
63	в своей	2	7
64	значение слова	3	7
65	и более	2	7
66	тем самым	4	7
67	могут быть	1	7
68	того чтобы	17	7
69	в собственном	2	7
70	тем что	8	7
71	этом отношении	5	7
72	а не	8	7
73	что мы	1	7
74	смысле этого	3	7
75	как бы	7	7
76	же как	1	6
77	в самом	10	6
78	той же	3	6
79	и на	4	6
80	тому же	1	6
81	процесса образования	1	6
82	одно и	1	6
83	с тем	5	6
84	мы видели	1	6
85	одного и	2	6
86	к одному	1	6
87	к тому	5	6
88	можно было	6	6
89	в силу	10	6
90	его в	1	6
91	что он	6	6
92	уже в	3	6
93	не может	7	6
94	слово в	1	6
95	сказать что	1	6
96	речь идет	2	5
97	как в	4	5
98	с этим	4	5
99	все же	12	5
100	перед нами	1	5
101	целый ряд	5	5
102	в действительности	1	5
103	увидим что	2	5
104	все эти	6	5
105	на то	4	5
106	их развития	1	5
107	это не	7	5
108	в действии	1	5
109	и того	2	5
110	только не	1	5
111	и его	5	5
112	не является	2	5
113	никогда не	2	5
114	так и	7	5
115	если бы	9	5
116	о том	9	5
117	говорит он	1	5
118	обе эти	3	5
119	мы можем	1	5
120	для того	16	5
121	в частности	4	5
122	слова и	4	5
123	что слова	1	5
124	что такое	6	5
125	в сущности	3	4
126	в своем	3	4
127	его к	3	4
128	в нашем	1	4
129	и те	1	4
130	как он	1	4
131	состоит в	3	4
132	как они	2	4
133	и с	5	4
134	первую очередь	2	4
135	с этой	2	4
136	на первый	1	4
137	в первую	4	4
138	в ходе	1	4
139	и при	2	4
140	по сравнению	1	4
141	которые в	1	4
142	не в	11	4
143	тому что	3	4
144	что с	2	4
145	что оно	3	4
146	роль в	4	4
147	на том	3	4
148	по мере	3	4
149	и только	1	4
150	все время	1	4
151	только что	1	4
152	в сознании	1	4
153	является не	1	4
154	из них	4	4
155	в области	7	4
156	в речи	3	4
157	по своему	1	4
158	в смысле	2	4
159	и для	2	4
160	для нас	2	4
161	между ними	2	4
162	к этому	1	4
163	во всяком	5	4
164	этой точки	2	4
165	идет о	2	3
166	на деле	1	3
167	почти всегда	1	3
168	не имеют	3	3
169	с таким	1	3
170	на место	1	3
171	приводят к	1	3
172	в виду	5	3
173	бы сказать	1	3
174	столь же	1	3
175	в чем	1	3
176	тем как	1	3
177	совершенно прав	1	3
178	а только	8	3
179	себе и	2	3
180	отнюдь не	1	3
181	когда он	3	3
182	следующим образом	1	3
183	но в	2	3
184	в которой	6	3
185	то обстоятельство	8	3
186	в этой	3	3
187	на его	3	3
188	он пользуется	1	3
189	на этом	1	3
190	что все	2	3
191	в совершенно	1	3
192	различие между	1	3
193	на все	1	3
194	и других	1	3
195	он приходит	1	3
196	ни в	2	3
197	между различными	1	3
198	в этих	4	3
199	слова мы	1	3
200	не менее	7	3
201	в деле	1	3
202	и является	4	3
203	связи с	7	3
204	обстоятельство что	8	3
205	не могут	2	3
206	примитивных народов	1	3
207	ничего общего	1	3
208	развития с	1	3
209	и когда	1	3
210	должно быть	3	3
211	развития и	1	3
212	внимание на	4	3
213	и во	1	3
214	и история	1	3
215	один из	4	3
216	но не	5	3
217	в какой	6	3
218	всяком случае	5	3
219	между отдельными	1	3
220	себя в	1	3
221	так что	4	3
222	из одной	1	3
223	но что	1	3
224	от того	1	3
225	со стороны	4	3
226	нас в	1	3
227	на этот	2	3
228	именно в	6	3
229	значении слова	1	3
230	к которому	3	3
231	только к	2	3
232	же слово	1	3
233	в связи	3	3
234	наряду с	1	3
235	по существу	4	3
236	этом случае	2	3
237	в условиях	1	3
238	научного мышления	1	3
239	и от	1	3
240	не подлежит	1	3
241	бы в	7	3
242	совершенно не	1	3
243	точно так	1	3
244	говоря о	1	2
245	одним из	2	2
246	также и	2	2
247	связана с	1	2
248	переход от	4	2
249	что слово	3	2
250	школе и	1	2
251	ту же	1	2
252	что эти	4	2
253	должна быть	3	2
254	едва ли	1	2
255	помощью которого	1	2
256	мы имеем	6	2
257	с более	1	2
258	что если	2	2
259	со словом	3	2
260	происходит по	1	2
261	нежели в	1	2
262	мы и	1	2
263	зависимости от	6	2
264	в ней	6	2
265	нас интересует	1	2
266	он говорит	1	2
267	отличие от	1	2
268	не просто	5	2
269	которые не	1	2
270	как говорит	1	2
271	по пути	1	2
272	в названии	1	2
273	из этих	4	2
274	во многих	2	2
275	в известном	1	2
276	научных и	1	2
277	не есть	4	2
278	в наших	1	2
279	вообще не	1	2
280	теории и	1	2
281	в нем	4	2
282	все другие	1	2
283	том чтобы	8	2
284	свое время	2	2
285	из него	1	2
286	в каждом	2	2
287	же не	1	2
288	может стать	1	2
289	не соответствует	1	2
290	который по	1	2
291	к которым	1	2
292	далеко не	1	2
293	в слове	2	2
294	и тогда	4	2
295	нисколько не	3	2
296	со всей	1	2
297	момента в	1	2
298	целом и	2	2
299	в следующем	1	2
300	мы называем	1	2
301	в отличие	1	2
302	мысли и	1	2
303	том же	2	2
304	что этот	1	2
305	в той	5	2
306	в историческом	1	2
307	но они	1	2
308	первый из	1	2
309	может служить	2	2
310	не имеет	2	2
311	того как	4	2
312	находятся в	1	2
313	речи не	2	2
314	это слово	3	2
315	из истории	1	2
316	уже и	3	2
317	что на	1	2
318	мы встречаем	1	2
319	когда мы	2	2
320	ли не	3	2
321	в наши	1	2
322	указывает на	1	2
323	и он	3	2
324	убеждает нас	1	2
325	свою очередь	3	2
326	на нем	1	2
327	и сами	2	2
328	здесь не	3	2
329	никак не	2	2
330	мы наблюдаем	2	2
331	ясно что	3	2
332	той конкретной	1	2
333	которую можно	2	2
334	еще не	5	2
335	мы в	1	2
336	смысле и	2	2
337	условия в	3	2
338	с полным	1	2
339	и здесь	3	2
340	оно заключается	1	2
341	настоящее время	1	2
342	а также	1	2
343	к другой	1	2
344	связь между	1	2
345	когда оно	2	2
346	в языке	8	2
347	в него	1	2
348	в современной	2	2
349	что здесь	1	2
350	но как	1	2
351	по типу	1	2
352	от одной	1	2
353	и у	1	2
354	вопроса о	1	2
355	в значении	2	2
356	историческом развитии	1	2
357	в нашей	1	2
358	по законам	1	2
359	целого ряда	1	2
360	в данной	1	2
361	к мысли	1	2
362	для него	1	2
363	иначе как	2	2
364	тогда как	2	2
365	сравнительное изучение	1	2
366	только на	1	2
367	в каком	2	2
368	и тех	1	2
369	а с	3	2
370	первостепенной важности	1	2
371	показывает что	1	2
372	прежде всего	9	2
373	бы назвать	1	2
374	возникает та	1	2
375	под влиянием	3	2
376	если не	3	2
377	все более	1	2
378	стадию в	1	2
379	в данном	4	2
380	что это	5	2
381	самого себя	1	2
382	эта проблема	1	2
383	это значит	1	2
384	том смысле	1	2
385	даже в	3	2
386	сейчас же	1	2
387	как только	1	2
388	в начале	1	2
389	но для	1	2
390	рассматривать как	1	2
391	том виде	1	2
392	которая в	1	2
393	в настоящее	1	2
394	а в	5	2
395	нам не	3	2
396	в свою	3	2
397	не знает	1	2
398	на более	2	2
399	в свое	2	2
400	в таком	3	2
401	они не	3	2
402	смысле слова	1	1
403	что употребление	1	1
404	отношении и	1	1
405	слова которые	1	1
406	например в	5	1
407	в сфере	1	1
408	все чаще	1	1
409	они разумеют	1	1
410	столько же	1	1
411	проблемы в	1	1
412	выражения в	1	1
413	на самом	2	1
414	тех же	1	1
415	и есть	2	1
416	разумеют под	1	1
417	данного явления	1	1
418	явления и	1	1
419	предметом не	1	1
420	элементарным и	1	1
421	нас на	1	1
422	ii и	1	1
423	и больше	1	1
424	в зависимости	5	1
425	прав когда	2	1
426	его не	1	1
427	который в	1	1
428	и значение	2	1
429	на материале	1	1
430	понятие для	1	1
431	сравнения и	1	1
432	которую мы	1	1
433	та же	1	1
434	видов и	1	1
435	вопрос о	2	1
436	среды и	1	1
437	в основных	1	1
438	во внутреннем	1	1
439	так чтобы	1	1
440	говорить о	1	1
441	что иное	1	1
442	на практике	3	1
443	я не	2	1
444	видели уже	1	1
445	но даже	1	1
446	и со	1	1
447	что можно	2	1
448	которое в	2	1
449	когда речь	1	1
450	развитии научного	1	1
451	иное как	2	1
452	ответа на	1	1
453	быть в	2	1
454	сравнению со	1	1
455	во всех	1	1
