N	2gram	Tiupa_Lite_2	Myshleni
1	в том	10	42
2	том что	7	35
3	таким образом	1	25
4	в развитии	1	25
5	в этом	9	24
6	точки зрения	4	24
7	в качестве	5	21
8	и в	19	20
9	что в	4	19
10	в основе	2	17
11	то же	12	16
12	понятий в	1	16
13	не только	8	15
14	то что	7	15
15	мышления и	1	14
16	как мы	1	13
17	в их	3	12
18	при этом	6	12
19	может быть	17	12
20	с другой	8	12
21	потому что	2	12
22	с точки	3	11
23	в его	4	11
24	так же	1	11
25	в целом	2	11
26	и то	3	10
27	на основе	1	10
28	в истории	2	10
29	в себе	6	10
30	в отношении	1	10
31	того что	5	10
32	так как	3	10
33	того же	4	9
34	и как	3	9
35	как и	10	9
36	что и	2	9
37	тот же	2	9
38	с одной	7	9
39	слова в	1	9
40	одной стороны	6	9
41	как это	2	9
42	другой стороны	4	9
43	но и	10	9
44	понятия в	1	8
45	было бы	2	8
46	и что	2	8
47	вместе с	5	8
48	и не	11	8
49	в результате	2	8
50	самом деле	1	7
51	в своей	1	7
52	тем самым	3	7
53	могут быть	2	7
54	же самое	1	7
55	того чтобы	1	7
56	в собственном	1	7
57	тем что	4	7
58	этом отношении	3	7
59	а не	20	7
60	что мы	1	7
61	как бы	2	7
62	же как	2	6
63	в самом	1	6
64	той же	2	6
65	и на	6	6
66	одно и	2	6
67	с тем	2	6
68	мы видели	1	6
69	по своей	1	6
70	к тому	1	6
71	можно было	1	6
72	его в	1	6
73	что он	3	6
74	уже в	2	6
75	не может	9	6
76	такого рода	9	6
77	речь идет	3	5
78	как в	1	5
79	все же	2	5
80	и к	2	5
81	в действительности	1	5
82	все эти	1	5
83	на то	1	5
84	это не	1	5
85	только не	1	5
86	и его	3	5
87	не является	2	5
88	никогда не	3	5
89	так и	7	5
90	о том	2	5
91	для того	2	5
92	в частности	4	5
93	слова и	7	5
94	тем же	3	4
95	в сущности	3	4
96	в своем	1	4
97	как уже	2	4
98	в нашем	2	4
99	и те	1	4
100	как он	2	4
101	состоит в	9	4
102	и с	3	4
103	с этой	2	4
104	в ходе	1	4
105	не в	4	4
106	тому что	1	4
107	возникает в	1	4
108	на том	1	4
109	и только	2	4
110	все время	1	4
111	в сознании	1	4
112	в школе	1	4
113	по выражению	1	4
114	из них	2	4
115	друг друга	2	4
116	во всей	1	4
117	в области	4	4
118	в смысле	1	4
119	и для	3	4
120	для нас	2	4
121	ключом к	1	4
122	к этому	1	4
123	этой точки	1	4
124	идет о	3	3
125	на деле	1	3
126	приходит к	1	3
127	на место	1	3
128	в виду	2	3
129	столь же	5	3
130	в чем	1	3
131	себе и	3	3
132	отнюдь не	4	3
133	когда он	1	3
134	но в	2	3
135	представляет собой	2	3
136	в этой	3	3
137	на этом	2	3
138	различие между	1	3
139	со всеми	1	3
140	и других	4	3
141	в этих	1	3
142	равной мере	1	3
143	слова к	1	3
144	не менее	6	3
145	во всем	1	3
146	связи с	1	3
147	не могут	1	3
148	ничего общего	1	3
149	с первого	1	3
150	приводит к	1	3
151	и когда	1	3
152	является в	1	3
153	один из	4	3
154	одной из	2	3
155	но не	5	3
156	в какой	2	3
157	себя в	6	3
158	так что	4	3
159	слова не	1	3
160	в равной	3	3
