N	2gram	Propp_Isto_1	Mirosoze
1	и в	28	46
2	в нем	2	22
3	у него	1	22
4	может быть	25	21
5	в этом	8	20
6	не только	12	18
7	и не	9	18
8	никогда не	14	18
9	для него	2	18
10	но и	10	15
11	не может	15	15
12	как и	4	13
13	ведет к	2	13
14	а не	15	13
15	не есть	2	13
16	друг друга	1	12
17	прежде всего	10	12
18	потому что	4	12
19	и он	3	11
20	не было	1	11
21	но он	1	11
22	в ней	7	11
23	у нас	1	11
24	но в	8	10
25	та же	1	10
26	в себе	2	10
27	он не	2	10
28	он был	1	9
29	не в	9	9
30	не знает	5	9
31	и есть	1	8
32	в своем	5	8
33	так как	6	8
34	она не	1	8
35	как бы	2	8
36	но это	4	8
37	связана с	1	7
38	как в	2	7
39	и к	1	7
40	в нашем	1	7
41	в этой	6	7
42	хотя бы	4	7
43	и потому	2	7
44	и для	4	7
45	что он	10	7
46	вопрос о	5	6
47	там и	3	6
48	что это	8	6
49	в русской	2	6
50	и здесь	7	6
51	так же	7	6
52	того что	4	6
53	то же	12	5
54	есть не	1	5
55	я не	3	5
56	совсем не	1	5
57	и вот	2	5
58	что она	5	5
59	в своей	1	5
60	в отношении	1	5
61	в конце	1	5
62	во всем	3	5
63	и его	3	5
64	к тому	6	5
65	и это	1	5
66	те же	1	5
67	это не	7	5
68	один из	4	5
69	в его	5	5
70	для того	1	5
71	то что	9	5
72	тот кто	1	5
73	и все	1	5
74	также и	3	4
75	к чему	3	4
76	у них	1	4
77	в жизни	1	4
78	нет в	2	4
79	в царстве	1	4
80	том что	7	4
81	тому что	1	4
82	того чтобы	1	4
83	должны быть	4	4
84	должен быть	3	4
85	что у	1	4
86	так и	9	4
87	для этого	3	4
88	означает что	4	4
89	себя в	2	4
90	уже не	3	4
91	что и	6	4
92	они не	4	4
93	т е	10	4
94	что в	12	4
95	же как	2	3
96	чтобы не	3	3
97	это и	1	3
98	и на	4	3
99	иное как	1	3
100	он в	2	3
101	как он	2	3
102	и она	2	3
103	и с	4	3
104	в глубине	2	3
105	его в	6	3
106	в них	1	3
107	для чего	1	3
108	и тогда	3	3
109	не мог	1	3
110	в такой	2	3
111	можно ли	1	3
112	того как	3	3
113	она никогда	1	3
114	что иное	1	3
115	он хочет	1	3
116	по своей	2	3
117	только с	2	3
118	момент в	1	3
119	не существует	2	3
120	в образе	3	3
121	если бы	8	3
122	с ним	2	3
123	и должно	3	3
124	о том	9	3
125	что они	5	3
126	к которой	1	3
127	в том	9	3
128	природой и	1	3
129	только в	11	3
130	не так	2	3
131	тем что	3	3
132	до сих	5	3
133	к которому	5	3
134	связано с	2	3
135	нет ничего	1	3
136	сих пор	5	3
137	и от	2	3
138	сказать что	5	3
139	не что	1	3
140	отношения к	2	2
141	поэтому он	2	2
142	его не	1	2
143	но она	1	2
144	а для	2	2
145	же что	1	2
146	во всех	2	2
