N	2gram	Propp_Isto_3	Narrotol
1	не только	14	32
2	может быть	11	25
3	но и	12	23
4	в качестве	2	21
5	и не	12	20
6	и в	22	19
7	в том	9	18
8	в этом	17	17
9	не в	4	14
10	в частности	5	14
11	том что	8	14
12	состоит в	3	13
13	представляет собой	3	12
14	тогда как	1	12
15	своего рода	1	12
16	а не	6	12
17	то что	7	11
18	а в	6	11
19	точки зрения	2	10
20	не может	4	10
21	при этом	2	9
22	в мире	1	9
23	так и	2	9
24	в его	3	9
25	со стороны	3	9
26	с другой	7	8
27	героя в	1	8
28	еще не	10	7
29	по отношению	2	7
30	как в	2	7
31	все же	5	7
32	как и	3	7
33	к тому	3	7
34	а также	2	7
35	с одной	2	7
36	одной стороны	2	7
37	но не	7	6
38	в себя	1	6
39	о том	3	6
40	что он	9	6
41	как это	4	6
42	отношению к	2	6
43	том числе	1	6
44	но в	10	6
45	не все	6	5
46	отнюдь не	1	5
47	и как	3	5
48	уже не	7	5
49	в этой	5	5
50	тому же	2	5
51	далеко не	3	5
52	по себе	1	5
53	и его	4	5
54	к себе	1	5
55	к нему	5	5
56	в данном	4	5
57	можно сказать	2	5
58	данном случае	3	4
59	все те	1	4
60	то же	6	4
61	здесь не	3	4
62	как правило	2	4
63	перед нами	1	4
64	матери и	2	4
65	в нем	9	4
66	в силу	2	4
67	но все	2	4
68	же не	2	4
69	и с	4	4
70	было бы	3	4
71	и тем	1	4
72	не мог	2	4
73	связи с	6	4
74	одного из	2	4
75	только в	4	4
76	хотя бы	1	4
77	у него	3	4
78	в особенности	2	4
79	что не	2	4
80	прежде всего	3	4
81	если не	2	4
82	как бы	1	4
83	да и	2	4
84	отличается от	1	4
85	же в	2	4
86	одной из	1	4
87	героя и	1	4
88	сказать что	3	4
89	другой стороны	7	4
90	это и	1	3
91	же как	2	3
92	и он	2	3
93	в ней	2	3
94	и на	4	3
95	в ее	1	3
96	что они	8	3
97	как говорит	1	3
98	хотя и	2	3
99	что это	1	3
100	уже в	1	3
101	из этих	3	3
102	не есть	1	3
103	он не	5	3
104	не будет	1	3
105	ни в	2	3
106	тем не	5	3
107	бы быть	1	3
108	не менее	5	3
109	в то	2	3
110	тем что	4	3
111	одна из	2	3
112	никогда не	3	3
113	на себя	2	3
114	могут быть	5	3
115	как мы	8	3
116	с ее	1	3
117	свою очередь	1	3
118	на том	3	3
119	не с	2	3
120	о ней	2	3
121	столь же	1	3
122	восходит к	1	3
123	между тем	2	3
124	а именно	4	3
125	один из	5	3
126	из них	7	3
127	и даже	2	3
128	даже не	2	3
129	или иначе	1	3
130	в свою	4	3
131	как будто	2	3
132	не существует	1	3
133	что в	15	3
134	жизни и	2	3
135	одним из	4	2
136	например в	2	2
137	таком случае	1	2
138	и потому	2	2
139	самом деле	1	2
140	здесь и	2	2
141	и до	1	2
142	должна быть	1	2
143	который в	1	2
144	мы имеем	19	2
145	между собой	1	2
146	он сам	1	2
147	иное как	3	2
148	но как	1	2
149	не то	1	2
150	отношение к	4	2
151	нет и	1	2
152	вследствие чего	2	2
153	независимо от	2	2
154	в своем	2	2
155	что по	2	2
156	так или	1	2
157	все эти	4	2
158	бы не	1	2
159	и тот	1	2
160	роль в	2	2
161	себя и	1	2
162	они в	2	2
163	том свете	2	2
164	не как	1	2
165	подобно тому	1	2
166	человека в	1	2
167	его в	3	2
168	это не	6	2
169	с точки	1	2
170	героя из	1	2
171	однако в	1	2
172	даже в	2	2
173	вплоть до	1	2
174	она не	4	2
175	что иное	3	2
176	не имеет	2	2
177	ничего не	6	2
178	имеем дело	1	2
179	что на	4	2
180	встречается в	2	2
181	утверждать что	2	2
182	приходит к	1	2
183	то она	1	2
184	говорит и	2	2
185	на другой	2	2
186	в пределах	4	2
187	что у	3	2
188	можно было	1	2
189	или в	11	2
190	во второй	1	2
191	нарушение запрета	4	2
192	времени в	1	2
193	и только	1	2
194	от всех	1	2
195	дело с	2	2
196	может оказаться	1	2
197	и ее	3	2
198	героя с	2	2
199	одно из	1	2
200	или даже	1	2
201	сами по	1	2
202	представляют собой	4	2
203	после смерти	2	2
204	и др	2	2
205	говорит о	1	2
206	не было	2	2
207	о чем	1	2
208	не всегда	4	2
209	в область	1	2
210	а если	3	2
211	тому как	1	2
212	исходя из	1	2
213	что мы	1	2
214	и для	2	2
215	в связи	3	2
216	у нее	2	2
217	она может	1	2
218	которая в	1	2
219	каждый год	1	2
220	и все	3	2
221	тогда в	1	2
222	этот способ	1	2
223	совершенно не	2	2
224	в иной	1	2
225	старуха мать	1	2
226	не что	3	2
227	этого слова	1	2
228	так же	3	2
229	в таком	1	2
230	точно так	2	2
231	этой точки	1	2
232	они не	4	2
233	событий в	1	2
234	он стоит	2	1
235	также и	1	1
236	и через	1	1
237	они еще	1	1
238	на самом	2	1
239	показаться что	1	1
240	и есть	2	1
241	не признает	1	1
242	видеть в	1	1
243	действительности и	1	1
244	есть не	1	1
245	смерти как	1	1
246	часто бывает	2	1
247	персонажей здесь	1	1
248	связаны между	1	1
249	идти в	1	1
250	но она	2	1
251	больше всего	1	1
252	в некотором	1	1
253	мы и	1	1
254	в целом	3	1
255	как не	1	1
256	пребывания в	7	1
257	к своему	1	1
258	столько же	1	1
259	внимание и	1	1
260	в различных	1	1
261	в чем	3	1
262	бы она	2	1
263	по своему	1	1
264	могло быть	3	1
265	мы будем	1	1
266	не входит	1	1
267	а он	5	1
268	в церковь	1	1
269	иногда и	1	1
270	друг от	1	1
271	это одно	1	1
272	что как	1	1
273	нельзя было	1	1
274	напомним что	1	1
275	и к	3	1
