N	3gram	Tiupa_Hudo_2	FransuaR
1	то же время	4	6
2	в то же	4	6
3	до сих пор	2	4
4	в том числе	1	3
5	а также и	1	3
6	не было ни	1	3
7	в нашем примере	1	3
8	для того чтобы	3	3
9	по отношению к	7	2
10	и в других	1	2
11	жизни и смерти	1	2
12	в этом отношении	1	2
13	том числе и	1	2
14	можно было бы	2	2
15	в значительной степени	1	2
16	за него и	1	2
17	и не было	1	2
18	не может быть	3	2
19	в данном случае	2	2
20	о том что	7	2
21	той или иной	1	2
22	можно сказать что	1	2
23	и все что	1	2
24	как и в	3	2
25	дело здесь не	1	1
26	всего тем что	1	1
27	на том что	1	1
28	в частности и	1	1
29	в последней главе	1	1
30	такова же и	1	1
31	нет и не	1	1
32	но и самого	1	1
33	не принимает участия	1	1
34	том что в	3	1
35	не во внешнем	1	1
36	дело в том	1	1
37	мы узнаем что	1	1
38	подобно тому как	4	1
39	в настоящее время	1	1
40	о том как	2	1
41	в этом случае	1	1
42	как раз и	1	1
43	с точки зрения	2	1
44	о чем я	1	1
45	хотя бы и	2	1
46	бы то ни	1	1
47	рода ключом к	1	1
48	встречаются и в	1	1
49	как и сама	1	1
50	к жизни и	1	1
51	и потому не	1	1
52	принимает участия в	1	1
53	данном случае на	1	1
54	в первом случае	1	1
55	вот и все	1	1
56	однако и здесь	1	1
57	и в этом	2	1
58	как будто бы	2	1
59	прежде всего тем	1	1
60	не только для	1	1
61	с другой стороны	1	1
62	между тем как	1	1
63	заключается в том	1	1
64	в одном из	1	1
65	но и для	1	1
66	с самого начала	1	1
67	и в самом	1	1
68	одной из форм	1	1
69	мы знаем что	1	1
70	но ведь это	1	1
71	можно судить по	1	1
72	мы уже отмечали	3	1
73	но все же	1	1
74	внешнего и внутреннего	1	1
75	в том что	11	1
76	с нею в	1	1
77	что и в	1	1
78	не нуждается в	1	1
79	как мы знаем	1	1
80	своего рода ключом	1	1
