N	2gram	Bakhtin_Fr_7	Dialekti
1	не есть	2	47
2	и не	7	30
3	может быть	4	20
4	не только	5	19
5	и в	41	19
6	по себе	1	18
7	а не	2	16
8	в себе	11	15
9	потому что	5	14
10	то что	8	14
11	в том	11	14
12	так как	3	14
13	и даже	1	14
14	как бы	7	14
15	вовсе не	7	13
16	то же	13	12
17	точки зрения	5	12
18	не просто	2	12
19	но и	9	12
20	и все	14	12
21	и как	2	10
22	что это	4	10
23	в нем	7	10
24	ни в	6	10
25	как и	14	10
26	том что	4	10
27	стало быть	1	10
28	сказать что	1	10
29	так и	10	10
30	это не	6	10
31	никогда не	2	9
32	времени и	1	9
33	не может	3	9
34	мы уже	12	8
35	в этом	15	8
36	в своей	3	8
37	с точки	3	8
38	не в	9	8
39	есть нечто	1	8
40	она не	1	8
41	прежде всего	11	8
42	и то	2	7
43	есть не	2	7
44	время как	1	7
45	так что	1	7
46	и к	5	7
47	должно быть	4	7
48	как это	1	7
49	пространства и	2	7
50	но это	3	7
51	что в	9	7
52	я не	3	6
53	но не	1	6
54	что они	1	6
55	в то	10	6
56	и та	1	6
57	что он	3	6
58	того что	2	6
59	и может	2	6
60	есть и	3	6
61	жизни и	3	6
62	и потому	3	5
63	и это	5	5
64	должна быть	1	5
65	в силу	1	5
66	в одну	4	5
67	жизнь и	2	5
68	иной раз	1	5
69	же время	9	5
70	и его	9	5
71	и с	4	5
72	в виду	4	5
73	о том	6	5
74	и что	1	5
75	что и	5	5
76	в одно	1	5
77	по своему	2	5
78	и времени	2	5
79	в самом	1	5
80	только в	6	5
81	и есть	3	4
82	еще не	2	4
83	быть в	1	4
84	самом деле	1	4
85	за пределы	1	4
86	в одной	2	4
87	в своем	9	4
88	все же	1	4
89	в каком-то	1	4
90	та же	4	4
91	как он	2	4
92	при этом	3	4
93	он не	4	4
94	же это	1	4
95	и вот	2	4
96	содержит в	1	4
97	и по	3	4
98	одно и	2	4
99	таким образом	19	4
100	вещи в	2	4
101	в одном	3	4
102	но он	4	4
103	все это	10	4
104	с ним	2	4
105	и время	1	4
106	по своей	1	4
107	связи с	1	4
108	в таком	1	4
109	в каком	1	4
110	не могут	1	4
111	есть только	1	4
112	в ее	1	4
113	и когда	1	4
114	в другом	1	4
115	к нему	5	4
116	как нечто	2	4
117	во времени	2	4
118	уже в	5	4
119	одно из	1	4
120	нельзя сказать	1	4
121	в связи	2	4
122	а в	5	4
123	сам по	1	3
124	это и	1	3
125	как мы	11	3
126	что иное	1	3
127	это время	1	3
128	иное как	1	3
129	в чем	2	3
130	а только	2	3
131	себе и	1	3
132	в этой	13	3
133	с этим	2	3
134	кроме того	3	3
135	и где	1	3
136	от этого	3	3
137	но без	2	3
138	после этого	1	3
139	в глубину	1	3
140	об этом	1	3
141	его в	3	3
142	это было	2	3
143	было бы	4	3
144	уже знаем	1	3
145	мы имеем	2	3
146	и уже	1	3
147	в этих	2	3
148	или вообще	1	3
149	времени а	1	3
150	даже в	1	3
151	ничего не	4	3
152	в разных	2	3
153	или как	1	3
154	как только	1	3
155	но только	1	3
156	все его	3	3
157	уже не	2	3
158	все время	2	3
159	может иметь	2	3
160	он есть	1	3
161	как вещи	1	3
162	же мы	1	3
163	у меня	1	3
164	из них	3	3
165	ведь это	1	3
166	мы находим	1	3
167	и из	1	3
168	о котором	2	3
169	и их	3	3
170	не было	3	3
171	о чем	1	3
172	сейчас же	1	3
173	мы говорим	1	3
