N	3gram	Vygotskiy__1	Morfolog
1	и т д	1	47
2	не может быть	5	8
3	наряду с этим	1	5
4	таким образом мы	1	5
5	по отношению к	7	4
6	с точки зрения	18	4
7	с другой стороны	9	4
8	тем не менее	1	4
9	как мы увидим	1	3
10	и пр и	1	3
11	независимо от того	2	3
12	на самом деле	1	3
13	но все же	1	3
14	как и в	1	3
15	состоит в том	1	2
16	в тех случаях	1	2
17	функций между собой	1	2
18	связи функций между	1	2
19	в собственном смысле	5	2
20	точно так же	1	2
21	то время как	4	2
22	с одной стороны	8	2
23	как уже упомянуто	1	2
24	собственном смысле слова	1	2
25	и таким образом	2	2
26	в то время	5	2
27	тем и другим	2	2
28	тех случаях когда	1	2
29	для того чтобы	15	2
30	в том что	15	2
31	таким образом что	3	1
32	к этому же	1	1
33	хотя и не	1	1
34	мы видим таким	3	1
35	которые хотя и	1	1
36	он показывает что	2	1
37	один из важнейших	1	1
38	а затем уже	1	1
39	том что он	2	1
40	которые можно назвать	1	1
41	мы постараемся показать	1	1
42	заметить что в	1	1
43	и в какой	1	1
44	до сих пор	4	1
45	является то что	2	1
46	так как мы	1	1
47	они представляют собой	1	1
48	можно было бы	3	1
49	на первом месте	1	1
50	лишь постольку поскольку	1	1
51	одно и то	2	1
52	только такое изучение	1	1
53	в данном случае	2	1
54	на этот вопрос	2	1
55	в целом и	5	1
56	в качестве примера	1	1
57	и то же	2	1
58	все более и	2	1
59	не представляет собой	1	1
60	во всяком случае	3	1
61	и что его	1	1
62	вместо того чтобы	2	1
63	потому что они	1	1
64	друг к другу	1	1
65	не может входить	1	1
66	то же время	2	1
67	быть отнесен к	1	1
68	не влияет на	1	1
69	о том что	6	1
70	если бы мы	1	1
71	с самого начала	8	1
72	это значит что	1	1
73	видим таким образом	3	1
74	он ничего не	1	1
75	становится все более	1	1
76	той или иной	1	1
77	можно сказать что	4	1
78	или во всяком	1	1
79	на то что	3	1
80	которые могут быть	1	1
81	но и его	1	1
82	в то же	2	1
83	более и более	2	1
84	к тому что	3	1
85	друг с другом	4	1
