N	4gram	Vygotskiy__5	Istorich
1	не что иное как	2	3
2	в то время как	1	2
3	состоит в том что	2	2
4	до сих пор не	1	1
5	а не сам он	1	1
6	образом мы видим что	2	1
7	не только то что	1	1
8	заключается в том что	4	1
9	в силу того что	1	1
10	с этой точки зрения	1	1
11	с одной стороны он	1	1
12	мы видели что в	1	1
13	в том что в	1	1
14	здесь могут быть два	1	1
15	но вместе с тем	1	1
16	таким образом мы видим	1	1
17	по-видимому заключается в том	1	1
18	одной и той же	2	1
19	в данном случае в	1	1
20	что они находятся в	1	1
21	мы имеем дело с	1	1
